title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Green Card,"$29,888,235","$29,888,235",100%,-,-,No
Pacific Heights,"$29,381,956","$29,381,956",100%,-,-,No
Child's Play 2,"$28,501,605","$28,501,605",100%,-,-,No
The Rescuers Down Under,"$27,931,461","$27,931,461",100%,-,-,No
Internal Affairs,"$27,734,391","$27,734,391",100%,-,-,No
Cadillac Man,"$27,627,310","$27,627,310",100%,-,-,No
Memphis Belle,"$27,441,977","$27,441,977",100%,-,-,No
House Party,"$26,385,627","$26,385,627",100%,-,-,No
Jacob's Ladder,"$26,118,851","$26,118,851",100%,-,-,No
The Exorcist III,"$26,098,824","$26,098,824",100%,-,-,No
Fantasia 1990 Re-release,"$25,363,371","$25,363,371",100%,-,-,No
Navy Seals,"$25,069,101","$25,069,101",100%,-,-,No
Ernest Goes to Jail,"$25,029,569","$25,029,569",100%,-,-,No
Ghost Dad,"$24,707,633","$24,707,633",100%,-,-,No
My Blue Heaven,"$23,591,472","$23,591,472",100%,-,-,No
The Russia House,"$22,997,992","$22,997,992",100%,-,-,No
The First Power,"$22,424,195","$22,424,195",100%,-,-,No
The Rookie,"$21,633,874","$21,633,874",100%,-,-,No
The Freshman,"$21,460,601","$21,460,601",100%,-,-,No
The Adventures of Ford Fairlane,"$21,413,502","$21,413,502",100%,-,-,No
Quigley Down Under,"$21,413,105","$21,413,105",100%,-,-,No
Madhouse,"$21,036,771","$21,036,771",100%,-,-,No
Hamlet,"$20,710,451","$20,710,451",100%,-,-,No
Jetsons: The Movie,"$20,305,841","$20,305,841",100%,-,-,No
Stella,"$20,240,128","$20,240,128",100%,-,-,No
Taking Care of Business,"$20,005,435","$20,005,435",100%,-,-,No
Betsy's Wedding,"$19,740,070","$19,740,070",100%,-,-,No
DuckTales the Movie: Treasure of the Lost Lamp,"$18,115,724","$18,115,724",100%,-,-,No
Sibling Rivalry,"$17,854,933","$17,854,933",100%,-,-,No
White Palace,"$17,487,531","$17,487,531",100%,-,-,No
The Guardian,"$17,037,887","$17,037,887",100%,-,-,No
Death Warrant,"$16,853,487","$16,853,487",100%,-,-,No
Tremors,"$16,667,084","$16,667,084",100%,-,-,No
Tales from the Darkside: The Movie,"$16,324,573","$16,324,573",100%,-,-,No
Men at Work,"$16,247,964","$16,247,964",100%,-,-,No
I Love You to Death,"$16,186,793","$16,186,793",100%,-,-,No
Mo' Better Blues,"$16,153,593","$16,153,593",100%,-,-,No
Avalon,"$15,740,796","$15,740,796",100%,-,-,No
The Bonfire of the Vanities,"$15,691,192","$15,691,192",100%,-,-,No
Revenge,"$15,645,616","$15,645,616",100%,-,-,No
Reversal of Fortune,"$15,445,131","$15,445,131",100%,-,-,No
Mr. Destiny,"$15,379,253","$15,379,253",100%,-,-,No
Spaced Invaders,"$15,369,573","$15,369,573",100%,-,-,No
Quick Change,"$15,260,154","$15,260,154",100%,-,-,No
Fire Birds,"$14,760,451","$14,760,451",100%,-,-,No
Wild at Heart,"$14,561,143","$14,560,247",100%,-,-,Yes
Lord of the Flies,"$13,985,225","$13,985,225",100%,-,-,No
The Grifters,"$13,446,769","$13,446,769",100%,-,-,No
Crazy People,"$13,236,513","$13,236,513",100%,-,-,No
Bad Influence,"$12,626,043","$12,626,043",100%,-,-,No
Cinema Paradiso,"$11,990,401","$11,990,401",100%,-,-,No
Graveyard Shift,"$11,582,891","$11,582,891",100%,-,-,No
Henry & June,"$11,567,449","$11,567,449",100%,-,-,No
Pump Up the Volume,"$11,541,758","$11,541,758",100%,-,-,No
Opportunity Knocks,"$11,359,129","$11,359,129",100%,-,-,No
Q&A,"$11,207,891","$11,207,891",100%,-,-,No
Wild Orchid,"$11,060,485","$11,060,485",100%,-,-,No
Nuns on the Run,"$10,959,015","$10,959,015",100%,-,-,No
Narrow Margin,"$10,873,237","$10,873,237",100%,-,-,No
The Witches,"$10,360,553","$10,360,553",100%,-,-,No
The Adventures of Milo and Otis 1990 Re-release,"$10,351,534","$10,351,534",100%,-,-,No
The Two Jakes,"$10,005,969","$10,005,969",100%,-,-,No
Miami Blues,"$9,888,167","$9,888,167",100%,-,-,No
Nightbreed,"$9,469,695","$8,862,354",93.6%,"$607,341",6.4%,Yes
Havana,"$9,243,140","$9,243,140",100%,-,-,No
Ski Patrol,"$8,533,973","$8,533,973",100%,-,-,No
Cry-Baby,"$8,266,343","$8,266,343",100%,-,-,No
Blue Steel,"$8,217,997","$8,217,997",100%,-,-,No
Funny About Love,"$8,141,292","$8,141,292",100%,-,-,No
"The Cook, the Thief, His Wife & Her Lover","$7,726,686","$7,724,701",100%,-,-,Yes
Mr. & Mrs. Bridge,"$7,698,010","$7,698,010",100%,-,-,No
Alice,"$7,331,647","$7,331,647",100%,-,-,No
Almost an Angel,"$6,939,946","$6,939,946",100%,-,-,No
Delta Force 2: The Colombian Connection,"$6,698,361","$6,698,361",100%,-,-,No
Flashback,"$6,488,114","$6,488,114",100%,-,-,No
The Gods Must Be Crazy II,"$6,291,444","$6,291,444",100%,-,-,No
Men Don't Leave,"$6,070,725","$6,070,725",100%,-,-,No
Night of the Living Dead,"$5,835,247","$5,835,247",100%,-,-,No
Cyrano de Bergerac,"$5,820,020","$5,820,020",100%,-,-,No
Stanley & Iris,"$5,820,015","$5,820,015",100%,-,-,No
Leatherface: Texas Chainsaw Massacre III,"$5,765,562","$5,765,562",100%,-,-,No
Hardware,"$5,728,953","$5,728,953",100%,-,-,No
Loose Cannons,"$5,585,154","$5,585,154",100%,-,-,No
Miller's Crossing,"$5,080,409","$5,080,409",100%,-,-,No
The Handmaid's Tale,"$4,960,385","$4,960,385",100%,-,-,No
The Long Walk Home,"$4,873,620","$4,873,620",100%,-,-,No
Longtime Companion,"$4,609,953","$4,609,953",100%,-,-,No
Graffiti Bridge,"$4,562,778","$4,562,778",100%,-,-,No
Dark Angel,"$4,348,368","$4,348,368",100%,-,-,No
Lisa,"$4,347,648","$4,347,648",100%,-,-,No
Lambada,"$4,263,112","$4,263,112",100%,-,-,No
China Cry: A True Story,"$4,212,828","$4,212,828",100%,-,-,No
Heart Condition,"$4,134,992","$4,134,992",100%,-,-,No
Tie Me Up! Tie Me Down!,"$4,087,361","$4,087,361",100%,-,-,No
Mountains of the Moon,"$4,011,793","$4,011,793",100%,-,-,No
Short Time,"$4,010,647","$4,010,647",100%,-,-,No
"Welcome Home, Roxy Carmichael","$3,989,297","$3,989,297",100%,-,-,No
The Lemon Sisters,"$3,473,905","$3,473,905",100%,-,-,No
A Shock to the System,"$3,417,056","$3,417,056",100%,-,-,No
Metropolitan,"$2,938,208","$2,938,208",100%,-,-,No
Desperate Hours,"$2,742,912","$2,742,912",100%,-,-,No
Blind Fury,"$2,692,037","$2,692,037",100%,-,-,No
"After Dark, My Sweet","$2,678,414","$2,678,414",100%,-,-,No
King of New York,"$2,554,476","$2,554,476",100%,-,-,No
Impulse,"$2,544,504","$2,544,504",100%,-,-,No
Class of 1999,"$2,459,895","$2,459,895",100%,-,-,No
Body Chemistry,"$2,415,312","$2,415,312",100%,-,-,No
Downtown,"$2,346,150","$2,346,150",100%,-,-,No
White Hunter Black Heart,"$2,319,124","$2,319,124",100%,-,-,No
The Nasty Girl,"$2,281,569","$2,281,569",100%,-,-,No
Texasville,"$2,268,181","$2,268,181",100%,-,-,No
Vincent & Theo,"$2,231,274","$2,231,274",100%,-,-,No
Def by Temptation,"$2,218,579","$2,218,579",100%,-,-,No
Eating,"$2,100,538","$2,100,538",100%,-,-,No
The Sheltering Sky,"$2,075,084","$2,075,084",100%,-,-,No
The Krays,"$2,060,847","$2,060,847",100%,-,-,No
Dreams,"$1,963,207","$1,963,207",100%,-,-,No
State of Grace,"$1,911,542","$1,911,542",100%,-,-,No
The Forbidden Dance,"$1,823,154","$1,823,154",100%,-,-,No
Tune in Tomorrow...,"$1,794,001","$1,794,001",100%,-,-,No
The Nutcracker Prince,"$1,781,694","$1,781,694",100%,-,-,No
Too Beautiful for You,"$1,776,440","$1,776,440",100%,-,-,No
Last Exit to Brooklyn,"$1,730,005","$1,730,005",100%,-,-,No
The Rain Killer,"$1,696,066","$1,696,066",100%,-,-,No
Brain Dead,"$1,627,955","$1,627,955",100%,-,-,No
Jesus of Montreal,"$1,601,612","$1,601,612",100%,-,-,No
May Fools,"$1,576,702","$1,576,702",100%,-,-,No
The Haunting of Morella,"$1,547,867","$1,547,867",100%,-,-,No
The Last of the Finest,"$1,531,489","$1,531,489",100%,-,-,No
Streets,"$1,510,053","$1,510,053",100%,-,-,No
A Cry in the Wild,"$1,494,969","$1,494,969",100%,-,-,No
The Field,"$1,494,399","$1,494,399",100%,-,-,No
Love at Large,"$1,436,308","$1,436,308",100%,-,-,No
Monsieur Hire,"$1,417,030","$1,417,030",100%,-,-,No
Courage Mountain,"$1,393,610","$1,393,610",100%,-,-,No
Repossessed,"$1,382,462","$1,382,462",100%,-,-,No
Daddy's Dyin'... Who's Got the Will?,"$1,373,728","$1,373,728",100%,-,-,No
Everybody Wins,"$1,372,350","$1,372,350",100%,-,-,No
The Fourth War,"$1,305,887","$1,305,887",100%,-,-,No
The Hot Spot,"$1,293,976","$1,293,976",100%,-,-,No
Bloodfist II,"$1,292,323","$1,292,323",100%,-,-,No
This Is Not Frank's Planet/Snowie and the Seven Dorps/Poumse...,"$1,289,551","$1,289,551",100%,-,-,No
Robot Jox,"$1,272,977","$1,272,977",100%,-,-,No
Slumber Party Massacre III,"$1,242,995","$1,242,995",100%,-,-,No
The Icicle Thief,"$1,231,622","$1,231,622",100%,-,-,No
Vital Signs,"$1,224,605","$1,224,605",100%,-,-,No
Without You I'm Nothing,"$1,218,730","$1,218,730",100%,-,-,No
The Boyfriend School,"$1,171,762","$1,171,762",100%,-,-,No
To Sleep with Anger,"$1,161,135","$1,161,135",100%,-,-,No
Where the Heart Is,"$1,106,475","$1,106,475",100%,-,-,No
Hidden Agenda,"$1,030,938","$1,030,938",100%,-,-,No
Corporate Affairs,"$1,006,575","$1,006,575",100%,-,-,No
Come See the Paradise,"$947,306","$947,306",100%,-,-,No
Sweetie,"$938,065","$938,065",100%,-,-,No
The Blood of Heroes,"$882,290","$882,290",100%,-,-,No
Angel Town,"$855,810","$855,810",100%,-,-,No
Waiting for the Light,"$808,690","$808,690",100%,-,-,No
C'est la vie,"$805,472","$805,472",100%,-,-,No
Listen Up: The Lives of Quincy Jones,"$776,699","$776,699",100%,-,-,No
22nd Annual International Tournée of Animation,"$768,304","$768,304",100%,-,-,No
Strapless,"$764,794","$764,794",100%,-,-,No
Coupe de Ville,"$715,983","$715,983",100%,-,-,No
