title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
FairyTale: A True Story,"$14,059,077","$14,059,077",100%,-,-,No
How to Be a Player,"$14,009,368","$14,009,368",100%,-,-,No
The Man Who Knew Too Little,"$13,717,039","$13,717,039",100%,-,-,No
The Wings of the Dove,"$13,692,848","$13,692,848",100%,-,-,No
Trial and Error,"$13,602,831","$13,602,831",100%,-,-,No
Rosewood,"$13,130,349","$13,130,349",100%,-,-,No
Gattaca,"$12,532,777","$12,532,777",100%,-,-,No
Love Jones,"$12,479,335","$12,479,335",100%,-,-,No
Chasing Amy,"$12,021,272","$12,021,272",100%,-,-,No
Turbulence,"$11,538,235","$11,538,235",100%,-,-,No
The Beautician and the Beast,"$11,486,880","$11,486,880",100%,-,-,No
Double Team,"$11,438,337","$11,438,337",100%,-,-,No
Leave It to Beaver,"$10,925,060","$10,925,060",100%,-,-,No
Deconstructing Harry,"$10,686,841","$10,686,841",100%,-,-,No
Mad City,"$10,541,523","$10,541,523",100%,-,-,No
Armour of God 2: Operation Condor,"$10,405,394","$10,405,394",100%,-,-,No
Buddy,"$10,113,400","$10,113,400",100%,-,-,No
Night Falls on Manhattan,"$9,889,670","$9,889,670",100%,-,-,No
Shall We Dance?,"$9,499,091","$9,499,091",100%,-,-,No
Fierce Creatures,"$9,381,260","$9,381,260",100%,-,-,No
Mrs. Brown,"$9,229,808","$9,229,808",100%,-,-,No
Ulee's Gold,"$9,161,691","$9,161,691",100%,-,-,No
Turbo: A Power Rangers Movie,"$8,363,899","$8,363,899",100%,-,-,No
A Simple Wish,"$8,345,056","$8,345,056",100%,-,-,No
The Ice Storm,"$8,038,061","$8,038,061",100%,-,-,No
A Thousand Acres,"$7,936,780","$7,936,780",100%,-,-,No
Sprung,"$7,575,028","$7,575,028",100%,-,-,No
Wild America,"$7,342,923","$7,342,923",100%,-,-,No
She's So Lovely,"$7,281,450","$7,281,450",100%,-,-,No
B*A*P*S,"$7,246,735","$7,246,735",100%,-,-,No
Zeus and Roxanne,"$7,233,324","$7,233,324",100%,-,-,No
U Turn,"$6,682,098","$6,682,098",100%,-,-,No
Warriors of Virtue,"$6,524,620","$6,524,620",100%,-,-,No
Switchback,"$6,492,660","$6,492,660",100%,-,-,No
Most Wanted,"$6,391,946","$6,391,946",100%,-,-,No
Kull the Conqueror,"$6,112,613","$6,112,613",100%,-,-,No
The Boxer,"$5,980,578","$5,980,578",100%,-,-,No
Inventing the Abbotts,"$5,936,344","$5,936,344",100%,-,-,No
Gang Related,"$5,906,773","$5,906,773",100%,-,-,No
Kolya,"$5,770,254","$5,770,254",100%,-,-,No
One Eight Seven,"$5,727,130","$5,727,130",100%,-,-,No
Kundun,"$5,684,789","$5,684,789",100%,-,-,No
Gridlock'd,"$5,571,205","$5,571,205",100%,-,-,No
Dangerous Ground,"$5,303,931","$5,303,931",100%,-,-,No
Les Boys,"$4,602,341","$4,602,341",100%,-,-,No
McHale's Navy,"$4,529,843","$4,529,843",100%,-,-,No
A Life Less Ordinary,"$4,366,722","$4,366,722",100%,-,-,No
Playing God,"$4,166,918","$4,166,918",100%,-,-,No
Kama Sutra: A Tale of Love,"$4,109,095","$4,109,095",100%,-,-,No
Meet Wally Sparks,"$4,073,582","$4,073,582",100%,-,-,No
Lost Highway,"$3,756,928","$3,675,201",97.8%,"$81,668",2.2%,Yes
8 Heads in a Duffel Bag,"$3,602,884","$3,602,884",100%,-,-,No
The Pest,"$3,600,616","$3,600,616",100%,-,-,No
Cats Don't Dance,"$3,566,637","$3,566,637",100%,-,-,No
'Til There Was You,"$3,525,125","$3,525,125",100%,-,-,No
Free Willy 3: The Rescue,"$3,446,539","$3,446,539",100%,-,-,No
The MatchMaker,"$3,392,080","$3,392,080",100%,-,-,No
A Smile Like Yours,"$3,330,352","$3,330,352",100%,-,-,No
The Sweet Hereafter,"$3,263,585","$3,263,585",100%,-,-,No
Love! Valour! Compassion!,"$2,977,807","$2,977,807",100%,-,-,No
Waiting for Guffman,"$2,923,982","$2,923,982",100%,-,-,No
In the Company of Men,"$2,804,473","$2,804,473",100%,-,-,No
One Night Stand,"$2,642,983","$2,642,983",100%,-,-,No
Brassed Off,"$2,576,331","$2,576,331",100%,-,-,No
Afterglow,"$2,465,960","$2,465,960",100%,-,-,No
Career Girls,"$2,416,734","$2,416,734",100%,-,-,No
Smilla's Sense of Snow,"$2,372,903","$2,372,903",100%,-,-,No
The Pillow Book,"$2,372,744","$2,372,744",100%,-,-,No
Shadow Conspiracy,"$2,312,463","$2,312,463",100%,-,-,No
Snowriders II,"$2,287,639","$2,287,639",100%,-,-,No
Ma vie en rose,"$2,162,043","$2,162,043",100%,-,-,No
The Daytrippers,"$2,099,677","$2,099,677",100%,-,-,No
Paradise Road,"$2,007,100","$2,007,100",100%,-,-,No
Masterminds,"$1,935,539","$1,935,539",100%,-,-,No
"Kiss Me, Guido","$1,918,497","$1,918,497",100%,-,-,No
Washington Square,"$1,851,761","$1,851,761",100%,-,-,No
Steel,"$1,801,972","$1,710,972",94.9%,"$91,000",5.1%,Yes
Rhyme & Reason,"$1,608,277","$1,608,277",100%,-,-,No
City of Industry,"$1,568,258","$1,568,258",100%,-,-,No
When the Cat's Away,"$1,474,628","$1,474,628",100%,-,-,No
Ponette,"$1,300,377","$1,300,377",100%,-,-,No
The Godfather 1997 Re-release,"$1,267,490","$1,267,490",100%,-,-,No
Temptress Moon,"$1,100,788","$1,100,788",100%,-,-,No
Blood and Wine,"$1,094,668","$1,094,668",100%,-,-,No
The Tango Lesson,"$1,080,192","$1,080,192",100%,-,-,No
Twin Town,"$1,039,093","$127,923",12.3%,"$911,170",87.7%,Yes
Shiloh,"$1,007,822","$1,007,822",100%,-,-,No
Female Perversions,"$926,954","$926,954",100%,-,-,No
When Night Is Falling,"$919,671","$919,671",100%,-,-,No
Guantanamera,"$903,840","$903,840",100%,-,-,No
"Fast, Cheap & Out of Control","$878,960","$878,960",100%,-,-,No
The Winter Guest,"$870,290","$870,290",100%,-,-,No
Anna Karenina,"$858,553","$858,553",100%,-,-,No
Children of the Revolution,"$838,368","$838,368",100%,-,-,No
Dirty Dancing 1997 Re-release,"$817,925","$507,892",62.1%,"$310,033",37.9%,Yes
Kiss or Kill,"$796,681","$796,681",100%,-,-,No
Prisoner of the Mountains,"$790,078","$790,078",100%,-,-,No
Box of Moonlight,"$782,641","$782,641",100%,-,-,No
Happy Together,"$715,610","$320,319",44.8%,"$395,118",55.2%,Yes
