title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
One Fine Day,"$46,151,454","$46,151,454",100%,-,-,No
The Mirror Has Two Faces,"$41,083,864","$41,083,864",100%,-,-,No
Happy Gilmore,"$38,824,099","$38,824,099",100%,-,-,No
The Ghost and the Darkness,"$38,619,405","$38,619,405",100%,-,-,No
Mars Attacks!,"$37,771,017","$37,771,017",100%,-,-,No
Set It Off,"$36,461,139","$36,461,139",100%,-,-,No
Shine,"$35,999,081","$35,892,330",99.7%,"$106,751",0.3%,Yes
The Truth About Cats & Dogs,"$34,861,807","$34,861,807",100%,-,-,No
A Thin Line Between Love and Hate,"$34,767,836","$34,767,836",100%,-,-,No
Muppet Treasure Island,"$34,327,391","$34,327,391",100%,-,-,No
Matilda,"$33,460,126","$33,459,416",100%,-,-,Yes
The Long Kiss Goodnight,"$33,447,612","$33,447,612",100%,-,-,No
Striptease,"$33,109,743","$33,109,743",100%,-,-,No
Daylight,"$33,023,469","$33,023,469",100%,-,-,No
Homeward Bound II: Lost in San Francisco,"$32,772,492","$32,772,492",100%,-,-,No
Black Sheep,"$32,417,995","$32,417,995",100%,-,-,No
Rumble in the Bronx,"$32,392,047","$32,392,047",100%,-,-,No
Eddie,"$31,387,164","$31,387,164",100%,-,-,No
Sgt. Bilko,"$30,356,793","$30,356,793",100%,-,-,No
James and the Giant Peach,"$28,946,127","$28,946,127",100%,-,-,No
The Island of Dr. Moreau,"$27,663,982","$27,663,982",100%,-,-,No
Spy Hard,"$26,960,191","$26,960,191",100%,-,-,No
Eye for an Eye,"$26,877,589","$26,877,589",100%,-,-,No
Harriet the Spy,"$26,570,048","$26,570,048",100%,-,-,No
First Kid,"$26,491,793","$26,491,793",100%,-,-,No
That Thing You Do!,"$25,857,416","$25,857,416",100%,-,-,No
From Dusk Till Dawn,"$25,836,684","$25,836,616",100%,$68,<0.1%,Yes
Down Periscope,"$25,785,603","$25,785,603",100%,-,-,No
Escape from L.A.,"$25,477,365","$25,477,365",100%,-,-,No
Fly Away Home,"$25,143,818","$25,143,818",100%,-,-,No
Kingpin,"$25,023,434","$25,023,434",100%,-,-,No
The Craft,"$24,823,851","$24,819,936",100%,-,-,Yes
Fargo,"$24,613,089","$24,611,975",100%,-,-,Yes
Sling Blade,"$24,444,121","$24,444,121",100%,-,-,No
D3: The Mighty Ducks,"$22,955,097","$22,955,097",100%,-,-,No
The Juror,"$22,754,725","$22,754,725",100%,-,-,No
My Fellow Americans,"$22,313,201","$22,313,201",100%,-,-,No
Emma,"$22,231,658","$22,231,658",100%,-,-,No
The Quest,"$21,686,547","$21,686,547",100%,-,-,No
Bulletproof,"$21,576,954","$21,576,954",100%,-,-,No
A Very Brady Sequel,"$21,440,752","$21,440,752",100%,-,-,No
High School High,"$21,302,121","$21,302,121",100%,-,-,No
Chain Reaction,"$21,226,204","$21,226,204",100%,-,-,No
Multiplicity,"$21,075,014","$21,075,014",100%,-,-,No
Oliver & Company 1996 Re-release,"$20,872,291","$20,872,291",100%,-,-,No
Fear,"$20,831,000","$20,831,000",100%,-,-,No
The Glimmer Man,"$20,351,264","$20,351,264",100%,-,-,No
City Hall,"$20,340,204","$20,340,204",100%,-,-,No
The People vs. Larry Flynt,"$20,300,385","$20,300,385",100%,-,-,No
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"$20,109,115","$20,109,115",100%,-,-,No
Flipper,"$20,080,020","$20,080,020",100%,-,-,No
Mother,"$19,145,198","$19,145,198",100%,-,-,No
Bed of Roses,"$19,030,691","$19,030,691",100%,-,-,No
Kazaam,"$18,937,262","$18,937,262",100%,-,-,No
The Fan,"$18,626,419","$18,626,419",100%,-,-,No
Last Man Standing,"$18,115,927","$18,115,927",100%,-,-,No
The Crow: City of Angels,"$17,917,287","$17,917,287",100%,-,-,No
Extreme Measures,"$17,380,126","$17,380,126",100%,-,-,No
The Phantom,"$17,323,326","$17,323,326",100%,-,-,No
Fled,"$17,193,231","$17,193,231",100%,-,-,No
Diabolique,"$17,100,266","$17,100,266",100%,-,-,No
The Frighteners,"$16,759,216","$16,759,216",100%,-,-,No
Trainspotting,"$16,491,080","$16,491,080",100%,-,-,No
Supercop,"$16,270,600","$16,270,600",100%,-,-,No
Thinner,"$15,315,484","$15,315,484",100%,-,-,No
The Adventures of Pinocchio,"$15,094,530","$15,094,530",100%,-,-,No
The Substitute,"$14,818,176","$14,818,176",100%,-,-,No
Flirting with Disaster,"$14,702,438","$14,702,438",100%,-,-,No
The Chamber,"$14,551,359","$14,551,359",100%,-,-,No
Maximum Risk,"$14,502,483","$14,502,483",100%,-,-,No
In Love and War,"$14,481,231","$14,481,231",100%,-,-,No
The Arrival,"$14,063,331","$14,063,331",100%,-,-,No
Bio-Dome,"$13,427,615","$13,427,615",100%,-,-,No
Secrets & Lies,"$13,417,292","$13,417,292",100%,-,-,No
Ghosts of Mississippi,"$13,323,144","$13,323,144",100%,-,-,No
The Associate,"$12,844,057","$12,844,057",100%,-,-,No
Mr. Wrong,"$12,825,141","$12,825,141",100%,-,-,No
Marvin's Room,"$12,803,305","$12,803,305",100%,-,-,No
The Evening Star,"$12,767,815","$12,767,815",100%,-,-,No
The Spitfire Grill,"$12,658,486","$12,658,486",100%,-,-,No
Lone Star,"$12,408,986","$12,408,986",100%,-,-,No
Big Night,"$12,009,094","$12,008,376",100%,-,-,Yes
Alaska,"$11,829,959","$11,829,959",100%,-,-,No
Mulholland Falls,"$11,526,099","$11,526,099",100%,-,-,No
2 Days in the Valley,"$11,132,210","$11,132,210",100%,-,-,No
Michael Collins,"$11,092,559","$11,092,559",100%,-,-,No
Two If by Sea,"$10,658,278","$10,658,278",100%,-,-,No
Beautiful Girls,"$10,597,759","$10,597,759",100%,-,-,No
White Squall,"$10,292,300","$10,292,300",100%,-,-,No
Sunset Park,"$10,163,782","$10,163,782",100%,-,-,No
A Family Thing,"$10,125,417","$10,125,417",100%,-,-,No
Mrs. Winterbourne,"$10,082,005","$10,082,005",100%,-,-,No
Dunston Checks In,"$9,871,065","$9,871,065",100%,-,-,No
Everyone Says I Love You,"$9,759,200","$9,759,200",100%,-,-,No
She's the One,"$9,538,948","$9,538,948",100%,-,-,No
Hellraiser: Bloodline,"$9,336,886","$9,336,886",100%,-,-,No
Celtic Pride,"$9,255,027","$9,255,027",100%,-,-,No
Before and After,"$8,797,839","$8,797,839",100%,-,-,No
All Dogs Go to Heaven 2,"$8,620,678","$8,620,678",100%,-,-,No
The Rich Man's Wife,"$8,543,587","$8,543,587",100%,-,-,No
Larger Than Life,"$8,315,693","$8,315,693",100%,-,-,No
The Great White Hype,"$8,008,255","$8,008,255",100%,-,-,No
The Crucible,"$7,343,114","$7,343,114",100%,-,-,No
Dear God,"$7,138,523","$7,138,523",100%,-,-,No
House Arrest,"$7,032,782","$7,032,782",100%,-,-,No
Last Dance,"$5,939,449","$5,939,449",100%,-,-,No
Bordello of Blood,"$5,781,045","$5,781,045",100%,-,-,No
Get on the Bus,"$5,754,249","$5,754,249",100%,-,-,No
Screamers,"$5,711,695","$5,711,695",100%,-,-,No
Mary Reilly,"$5,707,094","$5,707,094",100%,-,-,No
Cold Comfort Farm,"$5,682,429","$5,682,429",100%,-,-,No
The Pallbearer,"$5,656,388","$5,656,388",100%,-,-,No
Jane Eyre,"$5,200,601","$5,200,601",100%,-,-,No
Solo,"$5,107,669","$5,107,669",100%,-,-,No
Heaven's Prisoners,"$5,009,305","$5,009,305",100%,-,-,No
Girl 6,"$4,939,939","$4,939,939",100%,-,-,No
Stealing Beauty,"$4,762,310","$4,722,310",99.2%,"$40,000",0.8%,Yes
Hamlet,"$4,739,189","$4,708,156",99.3%,"$31,033",0.7%,Yes
Joe's Apartment,"$4,619,014","$4,619,014",100%,-,-,No
Welcome to the Dollhouse,"$4,569,882","$4,569,019",100%,-,-,Yes
Swingers,"$4,555,020","$4,555,020",100%,-,-,No
Ed,"$4,422,380","$4,422,380",100%,-,-,No
Bogus,"$4,357,406","$4,357,406",100%,-,-,No
Antonia's Line,"$4,249,321","$4,228,275",99.5%,"$21,046",0.5%,Yes
To Gillian on Her 37th Birthday,"$4,189,233","$4,189,233",100%,-,-,No
Breaking the Waves,"$3,803,298","$3,803,298",100%,-,-,No
Bound,"$3,802,260","$3,802,260",100%,-,-,No
Barb Wire,"$3,793,614","$3,793,614",100%,-,-,No
Original Gangstas,"$3,718,087","$3,718,087",100%,-,-,No
The Portrait of a Lady,"$3,692,836","$3,692,836",100%,-,-,No
The Trigger Effect,"$3,622,979","$3,622,979",100%,-,-,No
Moll Flanders,"$3,486,957","$3,486,957",100%,-,-,No
Angels and Insects,"$3,414,301","$3,414,301",100%,-,-,No
Carpool,"$3,325,651","$3,325,651",100%,-,-,No
Feeling Minnesota,"$3,124,440","$3,124,440",100%,-,-,No
Basquiat,"$3,011,195","$3,011,195",100%,-,-,No
Unforgettable,"$2,821,671","$2,821,671",100%,-,-,No
When We Were Kings,"$2,789,985","$2,789,985",100%,-,-,No
Crash,"$2,664,812","$2,664,812",100%,-,-,No
Kids in the Hall: Brain Candy,"$2,654,308","$2,654,308",100%,-,-,No
The Stupids,"$2,491,989","$2,491,989",100%,-,-,No
If Lucy Fell,"$2,420,162","$2,420,162",100%,-,-,No
Lawnmower Man 2: Beyond Cyberspace,"$2,409,225","$2,409,225",100%,-,-,No
Once Upon a Time... When We Were Colored,"$2,291,255","$2,291,255",100%,-,-,No
Palermo-Milan One Way,"$2,269,305",-,-,"$2,269,305",100%,Yes
Faithful,"$2,104,439","$2,104,439",100%,-,-,No
Snowriders,"$2,068,490","$2,068,490",100%,-,-,No
Big Bully,"$2,042,530","$2,042,530",100%,-,-,No
Surviving Picasso,"$2,021,348","$2,021,348",100%,-,-,No
Ridicule,"$1,979,768","$1,979,768",100%,-,-,No
Vertigo 1996 Restored 70mm,"$1,967,552","$1,967,552",100%,-,-,No
Race the Sun,"$1,945,552","$1,945,552",100%,-,-,No
I Shot Andy Warhol,"$1,875,527","$1,875,527",100%,-,-,No
Chungking Express,"$1,574,445","$600,200",38.1%,"$966,014",61.4%,Yes
Beautiful Thing,"$1,548,120","$1,548,120",100%,-,-,No
Microcosmos,"$1,433,210","$1,433,210",100%,-,-,No
Looking for Richard,"$1,408,575","$1,408,575",100%,-,-,No
The Celluloid Closet,"$1,400,591","$1,400,591",100%,-,-,No
Phat Beach,"$1,383,553","$1,383,553",100%,-,-,No
Kansas City,"$1,356,329","$1,356,329",100%,-,-,No
Nueba Yol 3: Bajo la nueva ley,"$1,354,652","$1,354,652",100%,-,-,No
Anne Frank Remembered,"$1,310,200","$1,310,200",100%,-,-,No
Walking and Talking,"$1,287,480","$1,287,480",100%,-,-,No
The Funeral,"$1,227,324","$1,227,324",100%,-,-,No
Two Much,"$1,141,556","$1,141,556",100%,-,-,No
Bad Moon,"$1,055,525","$1,055,525",100%,-,-,No
