title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Diary of a Mad Black Woman,"$50,652,203","$50,633,099",100%,"$19,104",<0.1%,Yes
Fever Pitch,"$50,605,163","$42,071,069",83.1%,"$8,534,094",16.9%,Yes
Capote,"$49,327,405","$28,750,530",58.3%,"$20,576,875",41.7%,Yes
Broken Flowers,"$47,329,961","$13,744,960",29%,"$33,585,001",71%,Yes
The Wedding Date,"$47,096,206","$31,726,995",67.4%,"$15,369,211",32.6%,Yes
Land of the Dead,"$47,074,133","$20,700,082",44%,"$26,374,051",56%,Yes
Get Rich or Die Tryin',"$46,563,961","$30,985,352",66.5%,"$15,578,609",33.5%,Yes
The Fog,"$46,201,432","$29,550,869",64%,"$16,650,563",36%,Yes
Into the Blue,"$46,117,696","$18,801,234",40.8%,"$27,316,462",59.2%,Yes
Deuce Bigalow: European Gigolo,"$45,109,561","$22,400,154",49.7%,"$22,709,407",50.3%,Yes
Dark Water 2005 Re-release,"$44,347,079","$25,473,352",57.4%,"$18,873,727",42.6%,Yes
A Lot Like Love,"$42,886,719","$21,845,719",50.9%,"$21,041,000",49.1%,Yes
Oliver Twist,"$42,580,321","$2,080,321",4.9%,"$40,500,000",95.1%,Yes
The Sisterhood of the Traveling Pants,"$42,013,878","$39,053,061",93%,"$2,960,817",7%,Yes
Serenity,"$40,445,129","$25,514,517",63.1%,"$14,930,612",36.9%,Yes
The Ringer,"$40,442,443","$35,428,675",87.6%,"$5,013,768",12.4%,Yes
Magnificent Desolation: Walking on the Moon,"$40,339,402","$34,137,524",84.6%,"$6,201,878",15.4%,Yes
Yamato,"$39,287,114",-,-,"$39,287,114",100%,Yes
Dreamer,"$38,741,732","$32,751,093",84.5%,"$5,990,639",15.5%,Yes
Always: Sunset on Third Street,"$38,573,583",-,-,"$38,573,583",100%,Yes
The Producers,"$38,075,318","$19,398,532",50.9%,"$18,676,786",49.1%,Yes
Casanova,"$37,691,644","$11,304,403",30%,"$26,387,241",70%,Yes
Beauty Shop,"$37,245,453","$36,351,350",97.6%,"$894,103",2.4%,Yes
Pokémon: Lucario and the Mystery of Mew,"$37,228,626",-,-,"$37,228,626",100%,Yes
Negotiator: Mashita Masayoshi,"$36,733,286",-,-,"$36,733,286",100%,Yes
Assault on Precinct 13,"$35,294,470","$20,040,895",56.8%,"$15,253,575",43.2%,Yes
Nana,"$34,671,042",-,-,"$34,671,042",100%,Yes
Wild Safari - A South African Adventure,"$34,257,135","$16,621,530",48.5%,"$17,635,605",51.5%,Yes
Bad News Bears,"$34,252,847","$32,868,349",96%,"$1,384,498",4%,Yes
Because of Winn-Dixie,"$33,589,427","$32,647,042",97.2%,"$942,385",2.8%,Yes
The Cave,"$33,296,457","$15,007,991",45.1%,"$18,288,466",54.9%,Yes
Marathon,"$33,284,089",-,-,"$33,284,089",100%,Yes
The Brice Man,"$33,026,616",-,-,"$33,026,616",100%,Yes
Cry Wolf,"$32,586,408","$10,047,674",30.8%,"$22,538,734",69.2%,Yes
The Suspect: Muroi Shinji,"$32,104,229",-,-,"$32,104,229",100%,Yes
Marrying the Mafia 2: Enemy-in-Law,"$31,835,989",-,-,"$31,835,989",100%,Yes
Welcome to Dongmakgol,"$31,787,130",-,-,"$31,787,130",100%,Yes
Rent,"$31,670,620","$29,077,547",91.8%,"$2,593,073",8.2%,Yes
The New World 2005 Re-release,"$31,510,855","$12,712,093",40.3%,"$18,798,762",59.7%,Yes
Train Man,"$31,090,100",-,-,"$31,090,100",100%,Yes
The Promise,"$30,925,693","$669,625",2.2%,"$30,256,068",97.8%,Yes
Wolf Creek,"$30,762,648","$16,188,180",52.6%,"$14,574,468",47.4%,Yes
Two for the Money,"$30,526,509","$22,991,379",75.3%,"$7,535,130",24.7%,Yes
Cursed,"$29,621,722","$19,297,522",65.1%,"$10,324,200",34.9%,Yes
The Upside of Anger,"$28,237,488","$18,761,993",66.4%,"$9,475,495",33.6%,Yes
Mrs. Henderson Presents,"$27,876,417","$11,036,366",39.6%,"$16,840,051",60.4%,Yes
Ice Princess,"$27,645,491","$24,402,491",88.3%,"$3,243,000",11.7%,Yes
Goal! The Dream Begins,"$27,610,873","$4,283,255",15.5%,"$23,327,618",84.5%,Yes
The Protector,"$27,165,581","$12,044,087",44.3%,"$15,121,494",55.7%,Yes
Doogal,"$26,711,924","$7,438,000",27.8%,"$19,273,924",72.2%,Yes
Typhoon,"$26,179,656","$139,059",0.5%,"$26,040,597",99.5%,Yes
9th Company,"$26,146,165",-,-,"$26,146,165",100%,Yes
Natale a Miami,"$25,643,184",-,-,"$25,643,184",100%,Yes
The Tiger and the Snow,"$25,460,023","$10,167",<0.1%,"$25,449,856",100%,Yes
North Country,"$25,211,175","$18,337,722",72.7%,"$6,873,453",27.3%,Yes
April Snow,"$24,873,159",-,-,"$24,873,159",100%,Yes
I Love You in Every Language in the World,"$23,941,317",-,-,"$23,941,317",100%,Yes
Lady Vengeance,"$23,834,149","$211,667",0.9%,"$23,622,482",99.1%,Yes
Russian Dolls,"$23,727,301","$326,095",1.4%,"$23,401,206",98.6%,Yes
Hustle & Flow,"$23,563,727","$22,202,809",94.2%,"$1,360,918",5.8%,Yes
Another Public Enemy,"$23,248,003",-,-,"$23,248,003",100%,Yes
Domino,"$22,944,502","$10,169,202",44.3%,"$12,775,300",55.7%,Yes
The White Massai,"$22,632,255",-,-,"$22,632,255",100%,Yes
Manual of Love,"$22,079,820",-,-,"$22,079,820",100%,Yes
Torrente 3: El protector,"$21,762,391",-,-,"$21,762,391",100%,Yes
Man of the House,"$21,577,624","$19,699,706",91.3%,"$1,877,918",8.7%,Yes
Year One in the North,"$21,360,942",-,-,"$21,360,942",100%,Yes
The Jacket,"$21,126,225","$6,303,762",29.8%,"$14,822,463",70.2%,Yes
The Devil's Rejects,"$20,901,859","$17,044,981",81.5%,"$3,856,878",18.5%,Yes
A Moment to Remember,"$20,865,847",-,-,"$20,865,847",100%,Yes
Lorelei,"$19,806,585",-,-,"$19,806,585",100%,Yes
The Perfect Man,"$19,770,475","$16,535,005",83.6%,"$3,235,470",16.4%,Yes
Mapado,"$19,286,223",-,-,"$19,286,223",100%,Yes
The Weather Man,"$19,126,398","$12,482,775",65.3%,"$6,643,623",34.7%,Yes
Iznogoud- Caliph Instead of the Caliph,"$18,725,588",-,-,"$18,725,588",100%,Yes
Detective Conan: Strategy Above the Depths,"$18,723,952",-,-,"$18,723,952",100%,Yes
Waiting...,"$18,637,690","$16,124,543",86.5%,"$2,513,147",13.5%,Yes
An Unfinished Life,"$18,618,284","$8,586,392",46.1%,"$10,031,892",53.9%,Yes
My Father and My Son,"$18,612,999",-,-,"$18,612,999",100%,Yes
Keeping Mum,"$18,575,768","$1,619,466",8.7%,"$16,956,302",91.3%,Yes
The Turkish Gambit,"$18,520,000",-,-,"$18,520,000",100%,Yes
As It Is in Heaven,"$18,318,233",-,-,"$18,318,233",100%,Yes
The World's Fastest Indian,"$18,297,690","$5,128,124",28%,"$13,169,566",72%,Yes
Night Watch 2005 Re-release,"$17,939,389","$1,502,188",8.4%,"$16,437,201",91.6%,Yes
Joyeux Noel,"$17,709,155","$1,054,361",6%,"$16,654,794",94%,Yes
You Are My Sunshine,"$17,650,142",-,-,"$17,650,142",100%,Yes
Palais royal!,"$17,612,135",-,-,"$17,612,135",100%,Yes
Roll Bounce,"$17,500,866","$17,380,866",99.3%,"$120,000",0.7%,Yes
Rebound,"$17,492,014","$16,809,014",96.1%,"$683,000",3.9%,Yes
Stormy Night,"$17,379,776",-,-,"$17,379,776",100%,Yes
The Matador,"$17,347,231","$12,594,698",72.6%,"$4,752,533",27.4%,Yes
Aegis,"$16,869,261",-,-,"$16,869,261",100%,Yes
Caché,"$16,197,824","$3,647,381",22.5%,"$12,550,443",77.5%,Yes
The Great Yokai War,"$15,787,492",-,-,"$15,787,492",100%,Yes
Kiss Kiss Bang Bang,"$15,785,148","$4,243,756",26.9%,"$11,541,392",73.1%,Yes
The Gospel,"$15,778,152","$15,778,152",100%,-,-,No
Two Sons of Francisco,"$15,508,288",-,-,"$15,508,288",100%,Yes
The Greatest Game Ever Played,"$15,431,177","$15,337,393",99.4%,"$93,784",0.6%,Yes
Transamerica,"$15,151,744","$9,015,303",59.5%,"$6,136,441",40.5%,Yes
"Murder, Take One","$14,915,208",-,-,"$14,915,208",100%,Yes
Most Beautiful Week in My Life,"$14,765,033",-,-,"$14,765,033",100%,Yes
Samurai Commando: Mission 1549,"$14,648,713",-,-,"$14,648,713",100%,Yes
Blood Rain,"$14,270,938",-,-,"$14,270,938",100%,Yes
Proof,"$14,189,860","$7,535,331",53.1%,"$6,654,529",46.9%,Yes
