title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Death Wish 3,"$16,116,878","$16,116,878",100%,-,-,No
King Solomon's Mines,"$15,057,465","$15,057,465",100%,-,-,No
Baby: Secret of the Lost Legend,"$14,972,297","$14,972,297",100%,-,-,No
Clue,"$14,643,997","$14,643,997",100%,-,-,No
Remo Williams: The Adventure Begins,"$14,393,902","$14,393,902",100%,-,-,No
The Return of the Living Dead,"$14,240,081","$14,237,880",100%,-,-,Yes
A Chorus Line,"$14,202,899","$14,202,899",100%,-,-,No
Tomboy,"$14,100,000","$14,100,000",100%,-,-,No
Follow That Bird,"$13,961,370","$13,961,370",100%,-,-,No
One Magic Christmas,"$13,677,222","$13,677,222",100%,-,-,No
Cat's Eye,"$13,086,298","$13,086,298",100%,-,-,No
Vision Quest,"$12,993,175","$12,993,175",100%,-,-,No
Real Genius,"$12,952,019","$12,952,019",100%,-,-,No
Perfect,"$12,918,858","$12,918,858",100%,-,-,No
Compromising Positions,"$12,531,831","$12,531,831",100%,-,-,No
Silver Bullet,"$12,361,866","$12,361,866",100%,-,-,No
Enemy Mine,"$12,303,411","$12,303,411",100%,-,-,No
Lifeforce,"$11,603,545","$11,603,545",100%,-,-,No
Just One of the Guys,"$11,528,900","$11,528,900",100%,-,-,No
Star Wars: Episode VI - Return of the Jedi 1985 Re-release,"$11,252,123","$11,252,123",100%,-,-,No
Return to Oz,"$11,137,801","$11,137,801",100%,-,-,No
Krush Groove,"$11,052,713","$11,052,713",100%,-,-,No
Gotcha!,"$10,806,919","$10,806,919",100%,-,-,No
Missing in Action 2: The Beginning,"$10,755,447","$10,755,447",100%,-,-,No
The Purple Rose of Cairo,"$10,631,333","$10,631,333",100%,-,-,No
Moving Violations,"$10,627,754","$10,627,754",100%,-,-,No
After Hours,"$10,610,608","$10,609,321",100%,-,-,Yes
American Ninja,"$10,499,694","$10,499,694",100%,-,-,No
Better Off Dead,"$10,297,601","$10,297,601",100%,-,-,No
Lost in America,"$10,179,000","$10,179,000",100%,-,-,No
Once Bitten,"$10,000,000","$10,000,000",100%,-,-,No
Brazil,"$9,929,135","$9,929,135",100%,-,-,No
Explorers,"$9,873,044","$9,873,044",100%,-,-,No
The Journey of Natty Gann,"$9,708,373","$9,708,373",100%,-,-,No
Ghostbusters 1985 Re-release,"$9,389,135","$9,389,135",100%,-,-,No
Tuff Turf,"$9,369,329","$9,369,329",100%,-,-,No
Sweet Dreams,"$9,085,049","$9,085,049",100%,-,-,No
Target,"$9,023,199","$9,023,199",100%,-,-,No
Mischief,"$8,692,426","$8,692,426",100%,-,-,No
The Man with One Red Shoe,"$8,645,411","$8,645,411",100%,-,-,No
That Was Then... This Is Now,"$8,630,068","$8,630,068",100%,-,-,No
Secret Admirer,"$8,622,757","$8,622,757",100%,-,-,No
Stick,"$8,489,518","$8,489,518",100%,-,-,No
Twice in a Lifetime,"$8,402,424","$8,402,424",100%,-,-,No
Fantasia 1985 Re-release,"$8,194,726","$8,194,726",100%,-,-,No
D.A.R.Y.L.,"$7,840,873","$7,840,873",100%,-,-,No
Runaway Train,"$7,683,620","$7,683,620",100%,-,-,No
He-Man and She-Ra: The Secret of the Sword,"$7,660,857","$7,660,857",100%,-,-,No
Into the Night,"$7,562,164","$7,562,164",100%,-,-,No
The Trip to Bountiful,"$7,491,903","$7,491,903",100%,-,-,No
Transylvania 6-5000,"$7,196,872","$7,196,872",100%,-,-,No
Red Sonja,"$6,948,633","$6,948,633",100%,-,-,No
Here Come the Littles,"$6,565,359","$6,565,359",100%,-,-,No
Girls Just Want to Have Fun,"$6,326,051","$6,326,051",100%,-,-,No
Plenty,"$6,148,000","$6,148,000",100%,-,-,No
Rustlers' Rhapsody,"$6,090,497","$6,090,497",100%,-,-,No
Heaven Help Us,"$6,070,794","$6,070,794",100%,-,-,No
Gymkata,"$5,730,596","$5,730,596",100%,-,-,No
Avenging Angel,"$5,622,787","$5,622,787",100%,-,-,No
Creator,"$5,349,607","$5,349,607",100%,-,-,No
King David,"$5,111,099","$5,111,099",100%,-,-,No
Day of the Dead,"$5,000,897","$5,000,000",100%,$897,<0.1%,Yes
Gremlins 1985 Re-release,"$4,914,643","$4,914,643",100%,-,-,No
Rainbow Brite and the Star Stealer,"$4,889,971","$4,889,971",100%,-,-,No
The Company of Wolves,"$4,389,334","$4,389,334",100%,-,-,No
The Mean Season,"$4,349,446","$4,349,446",100%,-,-,No
That's Dancing!,"$4,210,938","$4,210,938",100%,-,-,No
My Science Project,"$4,122,748","$4,122,748",100%,-,-,No
Godzilla 1985,"$4,116,395","$4,116,395",100%,-,-,No
The Heavenly Kid,"$3,852,271","$3,852,271",100%,-,-,No
Ran,"$3,607,393","$3,607,393",100%,-,-,No
Turk 182,"$3,594,997","$3,594,997",100%,-,-,No
The Bride,"$3,558,669","$3,558,669",100%,-,-,No
Starchaser: The Legend of Orin,"$3,360,800","$3,360,800",100%,-,-,No
Fraternity Vacation,"$3,333,306","$3,333,306",100%,-,-,No
The Legend of Billie Jean,"$3,099,497","$3,099,497",100%,-,-,No
Rappin',"$2,864,844","$2,864,844",100%,-,-,No
Fast Forward,"$2,791,350","$2,791,350",100%,-,-,No
Hot Moves,"$2,732,684","$2,732,684",100%,-,-,No
Bad Medicine,"$2,685,453","$2,685,453",100%,-,-,No
Maxie,"$2,564,278","$2,564,278",100%,-,-,No
A Private Function,"$2,527,088","$2,527,088",100%,-,-,No
Marie,"$2,507,995","$2,507,995",100%,-,-,No
Dance with a Stranger,"$2,174,622","$2,174,622",100%,-,-,No
Blood Simple,"$2,150,000","$2,150,000",100%,-,-,No
The Quiet Earth,"$2,123,135","$2,123,135",100%,-,-,No
Re-Animator,"$2,024,021","$2,023,414",100%,-,-,Yes
Warning Sign,"$1,918,117","$1,918,117",100%,-,-,No
Bring on the Night,"$1,890,571","$1,890,571",100%,-,-,No
The Slugger's Wife,"$1,878,561","$1,878,561",100%,-,-,No
Heavenly Bodies,"$1,839,623","$1,839,623",100%,-,-,No
American Flyers,"$1,420,355","$1,420,355",100%,-,-,No
Certain Fury,"$1,381,091","$1,381,091",100%,-,-,No
The Perils of Gwendoline in the Land of the Yik Yak,"$1,337,274","$1,337,274",100%,-,-,No
The Aviator,"$1,304,192","$1,304,192",100%,-,-,No
Wetherby,"$1,299,985","$1,299,985",100%,-,-,No
Dreamchild,"$1,215,923","$1,215,923",100%,-,-,No
DEFCON-4,"$1,057,064","$1,057,064",100%,-,-,No
The Protector,"$981,817","$981,817",100%,-,-,No
The Hit,"$876,775","$876,775",100%,-,-,No
Fool for Love,"$836,156","$836,156",100%,-,-,No
Lust in the Dust,"$727,639","$727,639",100%,-,-,No
Pumping Iron II: The Women,"$628,050","$628,050",100%,-,-,No
Fever Pitch,"$618,847","$618,847",100%,-,-,No
Code Name: Emerald,"$561,548","$561,548",100%,-,-,No
Joshua Then and Now,"$542,420","$542,420",100%,-,-,No
Mishima: A Life in Four Chapters,"$502,758","$437,547",87%,"$65,211",13%,Yes
Morons from Outer Space,"$441,137","$441,137",100%,-,-,No
The Holcroft Covenant,"$393,825","$393,825",100%,-,-,No
Subway,"$390,659","$390,659",100%,-,-,No
Sylvester,"$385,687","$385,687",100%,-,-,No
Movers & Shakers,"$372,438","$372,438",100%,-,-,No
Revolution,"$358,574","$358,574",100%,-,-,No
Private Resort,"$331,816","$331,816",100%,-,-,No
Eleni,"$305,102","$305,102",100%,-,-,No
The New Kids,"$199,108","$199,108",100%,-,-,No
The Bay Boy,"$162,364","$162,364",100%,-,-,No
The Doctor and the Devils,"$147,070","$147,070",100%,-,-,No
Petit Con,"$127,426","$127,426",100%,-,-,No
Almost You,"$95,000","$95,000",100%,-,-,No
Fandango,"$91,666","$91,666",100%,-,-,No
Wild Geese II,"$69,342","$69,342",100%,-,-,No
The Official Story,"$29,426","$29,426",100%,-,-,No
Trouble in Mind,"$19,632","$19,632",100%,-,-,No
Smooth Talk,"$16,785","$16,785",100%,-,-,No
When Father Was Away on Business,"$16,131","$16,131",100%,-,-,No
Colonel Redl,"$2,357","$2,357",100%,-,-,No
