title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
What's Love Got to Do with It,"$39,100,956","$39,100,956",100%,-,-,No
Hot Shots! Part Deux,"$38,922,972","$38,922,972",100%,-,-,No
Carlito's Way,"$36,948,322","$36,948,322",100%,-,-,No
Alive,"$36,733,909","$36,733,909",100%,-,-,No
Son in Law,"$36,448,400","$36,448,400",100%,-,-,No
Sliver,"$36,300,000","$36,300,000",100%,-,-,No
Robin Hood: Men in Tights,"$35,739,755","$35,739,755",100%,-,-,No
Dragon: The Bruce Lee Story,"$35,113,743","$35,113,743",100%,-,-,No
The Joy Luck Club,"$32,901,136","$32,901,136",100%,-,-,No
Hard Target,"$32,589,677","$32,589,677",100%,-,-,No
The Sandlot,"$32,434,006","$32,434,006",100%,-,-,No
The Age of Innocence,"$32,255,440","$32,255,440",100%,-,-,No
Cop & ½,"$31,889,691","$31,889,691",100%,-,-,No
The Secret Garden,"$31,181,347","$31,181,347",100%,-,-,No
A Perfect World,"$31,130,999","$31,130,999",100%,-,-,No
Point of No Return,"$30,038,362","$30,038,362",100%,-,-,No
Loaded Weapon 1,"$27,979,399","$27,979,399",100%,-,-,No
Menace II Society,"$27,912,072","$27,912,072",100%,-,-,No
My Life,"$27,804,899","$27,804,899",100%,-,-,No
Poetic Justice,"$27,515,786","$27,515,786",100%,-,-,No
Shadowlands,"$25,842,377","$25,842,377",100%,-,-,No
In the Name of the Father,"$25,096,862","$25,096,862",100%,-,-,No
The Man Without a Face,"$24,760,338","$24,760,338",100%,-,-,No
Striking Distance,"$24,107,867","$24,107,867",100%,-,-,No
The Adventures of Huck Finn,"$24,103,594","$24,103,594",100%,-,-,No
Benny & Joon,"$23,261,580","$23,261,580",100%,-,-,No
The Remains of the Day,"$23,240,144","$23,237,911",100%,-,-,Yes
The Program,"$23,032,565","$23,032,565",100%,-,-,No
Guilty as Sin,"$22,866,222","$22,866,222",100%,-,-,No
Rudy,"$22,750,363","$22,750,363",100%,-,-,No
Much Ado About Nothing,"$22,549,338","$22,549,338",100%,-,-,No
Nowhere to Run,"$22,189,039","$22,189,039",100%,-,-,No
Like Water for Chocolate,"$21,665,468","$21,665,468",100%,-,-,No
Coneheads,"$21,274,717","$21,274,717",100%,-,-,No
Super Mario Bros.,"$20,916,005","$20,915,465",100%,-,-,Yes
Another Stakeout,"$20,208,496","$20,208,496",100%,-,-,No
Fire in the Sky,"$19,885,552","$19,885,552",100%,-,-,No
Sniper,"$18,994,653","$18,994,653",100%,-,-,No
Untamed Heart,"$18,898,806","$18,898,806",100%,-,-,No
Geronimo: An American Legend,"$18,635,620","$18,635,620",100%,-,-,No
Posse,"$18,289,763","$18,289,763",100%,-,-,No
CB4,"$17,953,778","$17,953,778",100%,-,-,No
Born Yesterday,"$17,952,857","$17,952,857",100%,-,-,No
A Bronx Tale,"$17,287,898","$17,287,898",100%,-,-,No
Sidekicks,"$17,180,393","$17,180,393",100%,-,-,No
Heart and Souls,"$16,589,540","$16,589,540",100%,-,-,No
Jason Goes to Hell,"$15,935,068","$15,935,068",100%,-,-,No
Needful Things,"$15,185,672","$15,185,672",100%,-,-,No
Indian Summer,"$14,904,910","$14,904,910",100%,-,-,No
The Vanishing,"$14,543,394","$14,543,394",100%,-,-,No
The Crush,"$13,609,396","$13,609,396",100%,-,-,No
Body of Evidence,"$13,273,595","$13,273,595",100%,-,-,No
True Romance,"$13,088,778","$12,281,551",93.8%,"$807,227",6.2%,Yes
Man's Best Friend,"$12,974,636","$12,974,636",100%,-,-,No
A Far Off Place,"$12,890,752","$12,890,752",100%,-,-,No
Weekend at Bernie's II,"$12,741,891","$12,741,891",100%,-,-,No
Judgment Night,"$12,526,677","$12,526,677",100%,-,-,No
Life with Mikey,"$12,440,858","$12,440,858",100%,-,-,No
Undercover Blues,"$12,324,660","$12,324,660",100%,-,-,No
Strictly Ballroom,"$11,739,220","$11,738,022",100%,-,-,Yes
So I Married an Axe Murderer,"$11,585,483","$11,585,483",100%,-,-,No
Army of Darkness,"$11,504,201","$11,502,976",100%,-,-,Yes
Manhattan Murder Mystery,"$11,330,911","$11,330,911",100%,-,-,No
Who's the Man?,"$11,299,730","$11,299,730",100%,-,-,No
For Love or Money,"$11,146,270","$11,146,270",100%,-,-,No
Mad Dog and Glory,"$11,081,586","$11,081,586",100%,-,-,No
Gettysburg,"$10,769,960","$10,769,960",100%,-,-,No
RoboCop 3,"$10,696,210","$10,696,210",100%,-,-,No
The Dark Half,"$10,611,160","$10,611,160",100%,-,-,No
Look Who's Talking Now,"$10,340,263","$10,340,263",100%,-,-,No
Boiling Point,"$10,058,318","$10,058,318",100%,-,-,No
What's Eating Gilbert Grape,"$10,032,765","$10,032,765",100%,-,-,No
Amos & Andrew,"$9,745,803","$9,745,803",100%,-,-,No
Flesh and Bone,"$9,709,451","$9,709,451",100%,-,-,No
Matinee,"$9,532,895","$9,532,895",100%,-,-,No
We're Back! A Dinosaur's Story,"$9,317,021","$9,317,021",100%,-,-,No
Lost in Yonkers,"$9,285,189","$9,285,189",100%,-,-,No
Leprechaun,"$8,556,940","$8,556,940",100%,-,-,No
Mr. Jones,"$8,345,845","$8,345,845",100%,-,-,No
Dazed and Confused,"$8,145,333","$8,144,774",100%,-,-,Yes
Aspen Extreme,"$8,041,049","$8,041,049",100%,-,-,No
The Meteor Man,"$8,016,708","$8,016,708",100%,-,-,No
Fatal Instinct,"$7,839,327","$7,839,327",100%,-,-,No
Lorenzo's Oil,"$7,286,388","$7,286,388",100%,-,-,No
Searching for Bobby Fischer,"$7,266,383","$7,266,383",100%,-,-,No
Fearless,"$6,995,302","$6,995,302",100%,-,-,No
Children of the Corn II: The Final Sacrifice,"$6,980,986","$6,980,986",100%,-,-,No
The Wedding Banquet,"$6,933,459","$6,933,459",100%,-,-,No
Fortress,"$6,739,141","$6,739,141",100%,-,-,No
Best of the Best II,"$6,608,687","$6,608,687",100%,-,-,No
Once Upon a Forest,"$6,582,052","$6,582,052",100%,-,-,No
The Real McCoy,"$6,484,246","$6,484,246",100%,-,-,No
The Temp,"$6,419,876","$6,419,876",100%,-,-,No
Six Degrees of Separation,"$6,405,918","$6,405,918",100%,-,-,No
Farewell My Concubine,"$6,129,437","$5,216,888",85.1%,"$890,291",14.5%,Yes
Short Cuts,"$6,110,979","$6,110,979",100%,-,-,No
The Cemetery Club,"$6,011,745","$6,011,745",100%,-,-,No
Heaven & Earth,"$5,864,949","$5,864,949",100%,-,-,No
Batman: Mask of the Phantasm,"$5,830,391","$5,617,391",96.3%,"$213,000",3.7%,Yes
Hear No Evil,"$5,679,569","$5,679,569",100%,-,-,No
Swing Kids,"$5,632,086","$5,632,086",100%,-,-,No
Three of Hearts,"$5,495,507","$5,495,507",100%,-,-,No
Orlando,"$5,319,445","$5,319,445",100%,-,-,No
Jack the Bear,"$5,145,823","$5,145,823",100%,-,-,No
Ghost in the Machine,"$5,086,909","$5,086,909",100%,-,-,No
Surf Ninjas,"$4,916,135","$4,916,135",100%,-,-,No
Into the West,"$4,791,029","$4,790,801",100%,-,-,Yes
"Blood In, Blood Out","$4,496,583","$4,496,583",100%,-,-,No
Mr. Nanny,"$4,348,572","$4,348,572",100%,-,-,No
This Boy's Life,"$4,104,962","$4,104,962",100%,-,-,No
Warlock: The Armageddon,"$3,902,679","$3,902,679",100%,-,-,No
Tom and Jerry: The Movie,"$3,560,469","$3,560,469",100%,-,-,No
Father Hood,"$3,418,141","$3,418,141",100%,-,-,No
My Boyfriend's Back,"$3,335,984","$3,335,984",100%,-,-,No
Screen Two: The Snapper,"$3,323,524","$3,323,524",100%,-,-,No
Happily Ever After,"$3,299,382","$3,299,382",100%,-,-,No
Only the Strong,"$3,283,371","$3,283,371",100%,-,-,No
Splitting Heirs,"$3,246,063","$3,246,063",100%,-,-,No
Mr. Wonderful,"$3,125,424","$3,125,424",100%,-,-,No
Airborne,"$2,850,263","$2,850,263",100%,-,-,No
The Judas Project,"$2,850,135","$2,850,135",100%,-,-,No
Map of the Human Heart,"$2,807,843","$2,806,881",100%,-,-,Yes
Hexed,"$2,786,807","$2,786,807",100%,-,-,No
Calendar Girl,"$2,570,550","$2,570,550",100%,-,-,No
Son of the Pink Panther,"$2,438,031","$2,438,031",100%,-,-,No
Kalifornia,"$2,395,231","$2,395,231",100%,-,-,No
Rich in Love,"$2,149,866","$2,149,866",100%,-,-,No
The Nutcracker,"$2,119,994","$2,119,994",100%,-,-,No
Screen Two: The Clothes in the Wardrobe,"$2,106,846","$2,106,846",100%,-,-,No
Married to It,"$2,059,832","$2,059,832",100%,-,-,No
El Mariachi,"$2,040,920","$2,040,920",100%,-,-,No
Nemesis,"$2,001,124","$2,001,124",100%,-,-,No
The Story of Qiu Ju,"$1,890,247","$1,890,247",100%,-,-,No
The Night We Never Met,"$1,884,814","$1,884,814",100%,-,-,No
Boxing Helena,"$1,796,389","$1,796,389",100%,-,-,No
Naked,"$1,769,305","$1,769,305",100%,-,-,No
Carnosaur,"$1,753,979","$1,753,979",100%,-,-,No
A Home of Our Own,"$1,677,807","$1,677,807",100%,-,-,No
Josh and S.A.M.,"$1,640,220","$1,640,220",100%,-,-,No
Black Diamond Rush,"$1,634,386","$1,634,386",100%,-,-,No
Wide Sargasso Sea,"$1,614,784","$1,614,784",100%,-,-,No
A Heart in Winter,"$1,605,437","$1,605,437",100%,-,-,No
M. Butterfly,"$1,498,795","$1,498,795",100%,-,-,No
A Dangerous Woman,"$1,497,222","$1,497,222",100%,-,-,No
Ernest Rides Again,"$1,450,029","$1,450,029",100%,-,-,No
Shadow of the Wolf,"$1,434,174","$1,434,174",100%,-,-,No
Three Colors: Blue,"$1,324,974","$1,324,974",100%,-,-,No
Thirty Two Short Films About Glenn Gould,"$1,319,521","$1,319,521",100%,-,-,No
Baraka,"$1,256,698","$1,254,237",99.8%,-,-,Yes
King of the Hill,"$1,214,231","$1,214,231",100%,-,-,No
"Olivier, Olivier","$1,154,476","$1,154,476",100%,-,-,No
Excessive Force,"$1,152,117","$1,152,117",100%,-,-,No
Money for Nothing,"$1,039,824","$1,039,824",100%,-,-,No
The Thing Called Love,"$1,029,721","$1,029,721",100%,-,-,No
Love Field,"$1,014,726","$1,014,726",100%,-,-,No
"We Love It!/The Man Who Yelled/The Stain/Billy Nayer/Little Wolf/The Square of Light/Prehistoric Beast/I Think I Was an Alcoholic/The Sandman/Words, Words, Words/Gahan Wilson's Diner","$1,012,881","$1,012,881",100%,-,-,No
Ruby in Paradise,"$1,001,437","$1,001,437",100%,-,-,No
The Stolen Children,"$931,280","$931,280",100%,-,-,No
Knight Moves,"$923,418","$923,418",100%,-,-,No
The War Room,"$901,668","$901,668",100%,-,-,No
Street Knight,"$841,015","$841,015",100%,-,-,No
The Last Days of Chez Nous,"$831,578","$831,578",100%,-,-,No
