title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Magic Mike,"$167,221,571","$113,721,571",68%,"$53,500,000",32%,Yes
Flight,"$161,772,375","$93,772,375",58%,"$68,000,000",42%,Yes
Underworld: Awakening,"$160,112,671","$62,321,039",38.9%,"$97,791,632",61.1%,Yes
This Means War,"$156,491,279","$54,760,791",35%,"$101,730,488",65%,Yes
Paranormal Activity 4,"$142,802,657","$53,885,000",37.7%,"$88,917,657",62.3%,Yes
Step Up Revolution,"$140,470,746","$35,074,677",25%,"$105,396,069",75%,Yes
The Best Exotic Marigold Hotel,"$136,836,156","$46,412,041",33.9%,"$90,424,115",66.1%,Yes
The Wind Rises,"$136,483,439","$5,209,580",3.8%,"$131,273,859",96.2%,Yes
Last Vegas,"$134,402,450","$63,914,167",47.6%,"$70,488,283",52.4%,Yes
Zero Dark Thirty,"$132,820,716","$95,720,716",72.1%,"$37,100,000",27.9%,Yes
Ghost Rider: Spirit of Vengeance,"$132,563,930","$51,774,002",39.1%,"$80,789,928",60.9%,Yes
Cloud Atlas,"$130,482,868","$27,108,272",20.8%,"$103,374,596",79.2%,Yes
The Woman in Black,"$128,955,898","$54,333,290",42.1%,"$74,622,608",57.9%,Yes
Chronicle,"$126,636,097","$64,575,175",51%,"$62,060,922",49%,Yes
Walking with Dinosaurs 3D,"$126,546,518","$36,076,121",28.5%,"$90,470,397",71.5%,Yes
The Pirates! Band of Misfits,"$123,054,041","$31,051,126",25.2%,"$92,002,915",74.8%,Yes
Parental Guidance,"$119,772,232","$77,267,296",64.5%,"$42,504,936",35.5%,Yes
Abraham Lincoln: Vampire Hunter,"$116,471,580","$37,519,139",32.2%,"$78,952,441",67.8%,Yes
Pitch Perfect,"$115,350,426","$65,001,093",56.4%,"$50,349,333",43.6%,Yes
Hope Springs,"$114,281,051","$63,536,011",55.6%,"$50,745,040",44.4%,Yes
ParaNorman,"$107,139,399","$56,003,051",52.3%,"$51,136,348",47.7%,Yes
The Campaign,"$104,907,746","$86,907,746",82.8%,"$18,000,000",17.2%,Yes
Star Wars: Episode I - The Phantom Menace 2012 3D Release,"$102,739,593","$43,456,382",42.3%,"$59,283,211",57.7%,Yes
Project X,"$102,731,865","$54,731,865",53.3%,"$48,000,000",46.7%,Yes
The Devil Inside,"$101,758,490","$53,261,944",52.3%,"$48,496,546",47.7%,Yes
The Lucky One,"$99,357,138","$60,457,138",60.8%,"$38,900,000",39.2%,Yes
Contraband,"$96,262,212","$66,528,000",69.1%,"$29,734,212",30.9%,Yes
Think Like a Man,"$96,070,507","$91,547,205",95.3%,"$4,523,302",4.7%,Yes
Masquerade,"$94,268,432","$922,921",1%,"$93,345,511",99%,Yes
Brave Hearts: Umizaru,"$91,884,352",-,-,"$91,884,352",100%,Yes
This Is 40,"$88,215,156","$67,544,505",76.6%,"$20,670,651",23.4%,Yes
The Thieves,"$87,126,367","$685,839",0.8%,"$86,440,528",99.2%,Yes
The Possession,"$85,446,075","$49,130,154",57.5%,"$36,315,921",42.5%,Yes
What to Expect When You're Expecting,"$84,384,002","$41,152,203",48.8%,"$43,231,799",51.2%,Yes
Savages,"$82,966,152","$47,382,068",57.1%,"$35,584,084",42.9%,Yes
Sinister,"$82,515,113","$48,086,903",58.3%,"$34,428,210",41.7%,Yes
Act of Valor,"$82,497,035","$70,012,847",84.9%,"$12,484,188",15.1%,Yes
Frankenweenie,"$81,491,068","$35,291,068",43.3%,"$46,200,000",56.7%,Yes
The Grey,"$79,781,695","$51,580,236",64.7%,"$28,201,459",35.3%,Yes
Diary of a Wimpy Kid: Dog Days,"$77,229,695","$49,008,662",63.5%,"$28,221,033",36.5%,Yes
Thermae Romae,"$74,285,251",-,-,"$74,285,251",100%,Yes
One Piece Film Z,"$74,223,861",-,-,"$74,223,861",100%,Yes
To Rome with Love,"$73,244,881","$16,685,867",22.8%,"$56,559,014",77.2%,Yes
Here Comes the Boom,"$73,100,172","$45,290,318",62%,"$27,809,854",38%,Yes
Bayside Shakedown the Final,"$72,867,395",-,-,"$72,867,395",100%,Yes
The Cabin in the Woods,"$69,935,600","$42,073,277",60.2%,"$27,862,323",39.8%,Yes
Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.3%,"$28,200,000",40.7%,Yes
Anna Karenina,"$68,929,150","$12,816,367",18.6%,"$56,112,783",81.4%,Yes
The Watch,"$68,267,862","$35,353,000",51.8%,"$32,914,862",48.2%,Yes
Moonrise Kingdom,"$68,263,166","$45,512,466",66.7%,"$22,750,700",33.3%,Yes
The Secret of the Gods,"$67,537,798",-,-,"$67,537,798",100%,Yes
Madea's Witness Protection,"$66,899,242","$65,653,242",98.1%,"$1,246,000",1.9%,Yes
Beauty and the Beast 2012 3D Release,"$62,008,601","$47,617,067",76.8%,"$14,391,534",23.2%,Yes
Astérix and Obélix: God Save Britannia,"$61,319,383",-,-,"$61,319,383",100%,Yes
Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.3%,"$60,313,399",99.7%,Yes
Quartet,"$59,520,298","$18,390,117",30.9%,"$41,130,181",69.1%,Yes
Rock of Ages,"$59,418,613","$38,518,613",64.8%,"$20,900,000",35.2%,Yes
That's My Boy,"$57,719,093","$36,931,089",64%,"$20,788,004",36%,Yes
The Odd Life of Timothy Green,"$56,012,642","$51,854,875",92.6%,"$4,157,767",7.4%,Yes
Lawless,"$55,404,159","$37,400,127",67.5%,"$18,004,032",32.5%,Yes
End of Watch,"$55,078,146","$41,003,371",74.4%,"$14,074,775",25.6%,Yes
Wolf Children,"$54,984,346",-,-,"$54,984,346",100%,Yes
The Three Stooges,"$54,819,301","$44,338,224",80.9%,"$10,481,077",19.1%,Yes
The Five-Year Engagement,"$54,169,363","$28,835,528",53.2%,"$25,333,835",46.8%,Yes
Red Dawn,"$50,950,296","$44,806,783",87.9%,"$6,143,513",12.1%,Yes
Red Tails,"$50,365,498","$49,876,377",99%,"$489,121",1%,Yes
"Monsters, Inc. 2012 3D Release","$50,207,820","$34,043,006",67.8%,"$16,164,814",32.2%,Yes
HOUBA! On the Trail of the Marsupilami,"$50,146,474",-,-,"$50,146,474",100%,Yes
Tad: The Lost Explorer,"$49,490,859",-,-,"$49,490,859",100%,Yes
A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",-,-,"$49,261,830",100%,Yes
Trouble with the Curve,"$48,963,137","$35,763,137",73%,"$13,200,000",27%,Yes
Man on a Ledge,"$47,636,031","$18,620,000",39.1%,"$29,016,031",60.9%,Yes
A Werewolf Boy,"$46,282,588","$342,922",0.7%,"$45,939,666",99.3%,Yes
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,"$46,180,706",-,-,"$46,180,706",100%,Yes
Gekijouban Tenpesuto 3D 2012 Re-release,"$46,008,255",-,-,"$46,008,255",100%,Yes
Detective Conan: The Eleventh Striker,"$44,369,456",-,-,"$44,369,456",100%,Yes
House at the End of the Street,"$44,287,131","$31,611,916",71.4%,"$12,675,215",28.6%,Yes
The Guilt Trip,"$41,863,726","$37,134,215",88.7%,"$4,729,511",11.3%,Yes
Safe,"$41,564,670","$17,142,080",41.2%,"$24,422,590",58.8%,Yes
Dredd,"$41,037,742","$13,414,714",32.7%,"$27,623,028",67.3%,Yes
La vérité si je mens! 3,"$40,928,635",-,-,"$40,928,635",100%,Yes
Always: Sunset on Third Street '64,"$40,923,305",-,-,"$40,923,305",100%,Yes
Chernobyl Diaries,"$38,390,020","$18,119,640",47.2%,"$20,270,380",52.8%,Yes
Killing Them Softly,"$37,930,465","$15,026,056",39.6%,"$22,904,409",60.4%,Yes
Rurouni Kenshin Part I: Origins,"$37,654,579",-,-,"$37,654,579",100%,Yes
The Tower,"$36,512,327",-,-,"$36,512,327",100%,Yes
Conquest 1453,"$35,797,045","$35,730",<0.1%,"$35,761,315",99.9%,Yes
Good Deeds,"$35,579,177","$35,025,791",98.4%,"$553,386",1.6%,Yes
Arbitrage,"$35,485,056","$7,919,574",22.3%,"$27,565,482",77.7%,Yes
Welcome to the North,"$34,995,189",-,-,"$34,995,189",100%,Yes
Chimpanzee,"$34,823,764","$28,972,764",83.2%,"$5,851,000",16.8%,Yes
Alex Cross,"$34,618,867","$25,888,412",74.8%,"$8,730,455",25.2%,Yes
Salmon Fishing in the Yemen,"$34,564,651","$9,047,981",26.2%,"$25,516,670",73.8%,Yes
Haywire,"$34,513,760","$18,942,396",54.9%,"$15,571,364",45.1%,Yes
Adventures in Zambezia,"$34,428,345",-,-,"$34,428,345",100%,Yes
Cirque du Soleil: Worlds Away,"$34,153,101","$12,512,862",36.6%,"$21,640,239",63.4%,Yes
Three Heroes on Distant Shores,"$33,674,759",-,-,"$33,674,759",100%,Yes
2016: Obama's America,"$33,449,086","$33,449,086",100%,-,-,No
The Perks of Being a Wallflower,"$33,384,127","$17,742,948",53.1%,"$15,641,179",46.9%,Yes
Lockout,"$32,948,113","$14,326,864",43.5%,"$18,621,249",56.5%,Yes
Bait,"$32,813,407",-,-,"$32,813,407",100%,Yes
Part of Me,"$32,726,956","$25,326,071",77.4%,"$7,400,885",22.6%,Yes
Nameless Gangster: Rules of the Time,"$32,472,645",-,-,"$32,472,645",100%,Yes
Movie 43,"$32,438,988","$8,840,453",27.3%,"$23,598,535",72.7%,Yes
The Floating Castle,"$31,967,471",-,-,"$31,967,471",100%,Yes
The Neighbors,"$31,949,315",-,-,"$31,949,315",100%,Yes
The Dream Team,"$31,822,402",-,-,"$31,822,402",100%,Yes
What's in a Name?,"$31,303,580","$8,111",<0.1%,"$31,295,469",100%,Yes
Joyful Noise,"$31,158,113","$30,932,113",99.3%,"$226,000",0.7%,Yes
Premium Rush,"$31,083,599","$20,275,446",65.2%,"$10,808,153",34.8%,Yes
Playing for Keeps,"$30,962,335","$13,103,272",42.3%,"$17,859,063",57.7%,Yes
The Four,"$30,505,808",-,-,"$30,505,808",100%,Yes
The Grand Heist,"$30,158,762",-,-,"$30,158,762",100%,Yes
The Raven,"$29,699,345","$16,008,272",53.9%,"$13,691,073",46.1%,Yes
Amour,"$29,652,180","$6,739,492",22.7%,"$22,912,688",77.3%,Yes
All About My Wife,"$29,382,038",-,-,"$29,382,038",100%,Yes
Seven Psychopaths,"$29,347,202","$15,024,049",51.2%,"$14,323,153",48.8%,Yes
Rowdy Rathore,"$29,342,463","$777,373",2.6%,"$28,565,090",97.4%,Yes
SPEC: Heaven,"$29,023,960",-,-,"$29,023,960",100%,Yes
We Were There: True Love,"$28,876,929",-,-,"$28,876,929",100%,Yes
Bol Bachchan,"$28,775,262","$1,216,258",4.2%,"$27,559,004",95.8%,Yes
Deranged,"$28,444,173",-,-,"$28,444,173",100%,Yes
The Master,"$28,258,060","$16,377,274",58%,"$11,880,786",42%,Yes
Hitchcock,"$27,039,669","$6,008,677",22.2%,"$21,030,992",77.8%,Yes
Dearest,"$26,723,916",-,-,"$26,723,916",100%,Yes
Architecture 101,"$26,642,354",-,-,"$26,642,354",100%,Yes
Dancing Queen,"$26,411,266",-,-,"$26,411,266",100%,Yes
Lesson of the Evil,"$26,167,224",-,-,"$26,167,224",100%,Yes
Agneepath,"$26,001,696","$1,986,748",7.6%,"$24,014,948",92.4%,Yes
Rust and Bone,"$25,807,712","$2,062,027",8%,"$23,745,685",92%,Yes
Head Over Heels 2,"$25,402,893",-,-,"$25,402,893",100%,Yes
On the Other Side of the Tracks,"$25,109,572","$9,572",<0.1%,"$25,100,000",100%,Yes
Helter Skelter,"$25,066,699",-,-,"$25,066,699",100%,Yes
The Last Tycoon,"$25,009,914",-,-,"$25,009,914",100%,Yes
Housefull 2,"$24,922,847","$1,791,780",7.2%,"$23,131,067",92.8%,Yes
Big Miracle,"$24,719,215","$20,157,300",81.5%,"$4,561,915",18.5%,Yes
Sparkle,"$24,637,800","$24,397,469",99%,"$240,331",1%,Yes
The Players,"$24,629,152","$10,854",<0.1%,"$24,618,298",100%,Yes
Liar Game: Reborn,"$24,549,726",-,-,"$24,549,726",100%,Yes
I Want You,"$23,961,214",-,-,"$23,961,214",100%,Yes
Turkish for Beginners,"$23,952,712",-,-,"$23,952,712",100%,Yes
Wanderlust,"$23,812,816","$17,450,535",73.3%,"$6,362,281",26.7%,Yes
"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",-,-,"$23,785,681",100%,Yes
To the Arctic 3D,"$23,695,388","$14,560,838",61.5%,"$9,134,550",38.5%,Yes
Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",-,-,"$22,975,341",100%,Yes
Kon-Tiki,"$22,842,887","$1,517,410",6.6%,"$21,325,477",93.4%,Yes
Fall in Love Like a Star,"$22,640,355",-,-,"$22,640,355",100%,Yes
Upside Down,"$22,187,813","$105,095",0.5%,"$22,082,718",99.5%,Yes
Unbowed,"$22,132,903",-,-,"$22,132,903",100%,Yes
Confession of Murder,"$21,701,525",-,-,"$21,701,525",100%,Yes
StreetDance 2 2012 Re-release,"$21,638,853",-,-,"$21,638,853",100%,Yes
2012 2012 Re-release,"$21,538,353",-,-,"$21,538,353",100%,Yes
Beasts of the Southern Wild,"$21,107,746","$12,795,746",60.6%,"$8,312,000",39.4%,Yes
