title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Pinocchio 1984 Re-release,"$26,414,038","$26,414,038",100%,-,-,No
Protocol,"$26,186,631","$26,186,631",100%,-,-,No
Micki + Maude,"$26,080,861","$26,080,861",100%,-,-,No
The Cotton Club,"$25,928,721","$25,928,721",100%,-,-,No
The Muppets Take Manhattan,"$25,534,703","$25,534,703",100%,-,-,No
A Nightmare on Elm Street,"$25,509,762","$25,504,513",100%,-,-,Yes
The Woman in Red,"$25,349,388","$25,308,147",99.8%,"$41,241",0.2%,Yes
Moscow on the Hudson,"$25,068,724","$25,068,724",100%,-,-,No
The Flamingo Kid,"$23,859,382","$23,859,382",100%,-,-,No
Sixteen Candles,"$23,686,027","$23,686,027",100%,-,-,No
The Jungle Book 1984 Re-release,"$23,456,945","$23,456,945",100%,-,-,No
Missing in Action,"$22,812,411","$22,812,411",100%,-,-,No
A Soldier's Story,"$21,821,347","$21,821,347",100%,-,-,No
Against All Odds,"$21,689,062","$21,689,062",100%,-,-,No
"Oh, God! You Devil","$21,538,850","$21,538,850",100%,-,-,No
Rhinestone,"$21,435,321","$21,435,321",100%,-,-,No
Weekend Pass,"$21,058,033","$21,058,033",100%,-,-,No
Top Secret!,"$20,458,340","$20,458,340",100%,-,-,No
Hot Dog... The Movie,"$20,307,325","$20,307,325",100%,-,-,No
The NeverEnding Story,"$20,162,419","$20,158,808",100%,-,-,Yes
Unfaithfully Yours,"$19,928,200","$19,928,200",100%,-,-,No
Best Defense,"$19,265,302","$19,265,302",100%,-,-,No
Blame It on Rio,"$18,644,570","$18,644,570",100%,-,-,No
Lassiter,"$17,513,452","$17,513,452",100%,-,-,No
Angel,"$17,488,564","$17,488,564",100%,-,-,No
Johnny Dangerously,"$17,124,395","$17,124,395",100%,-,-,No
Firestarter,"$17,080,167","$17,080,167",100%,-,-,No
Beat Street,"$16,596,465","$16,595,791",100%,-,-,Yes
Breakin' 2: Electric Boogaloo,"$15,101,131","$15,101,131",100%,-,-,No
Children of the Corn,"$14,568,989","$14,568,989",100%,-,-,No
Night of the Comet,"$14,418,922","$14,418,922",100%,-,-,No
Supergirl,"$14,296,438","$14,296,438",100%,-,-,No
The Ice Pirates,"$14,255,801","$14,255,801",100%,-,-,No
The Evil That Men Do,"$13,102,025","$13,102,025",100%,-,-,No
Irreconcilable Differences,"$12,414,210","$12,414,210",100%,-,-,No
Dreamscape,"$12,145,169","$12,145,169",100%,-,-,No
Up the Creek,"$11,708,269","$11,708,269",100%,-,-,No
The River,"$11,489,982","$11,489,982",100%,-,-,No
Tank,"$11,302,884","$11,302,884",100%,-,-,No
Falling in Love,"$11,129,057","$11,129,057",100%,-,-,No
Hard to Hold,"$11,113,806","$11,113,806",100%,-,-,No
The Wild Life,"$11,020,375","$11,020,375",100%,-,-,No
Broadway Danny Rose,"$10,600,497","$10,600,497",100%,-,-,No
Where the Boys Are,"$10,530,000","$10,530,000",100%,-,-,No
Thief of Hearts,"$10,435,015","$10,435,015",100%,-,-,No
Terror in the Aisles,"$10,004,817","$10,004,817",100%,-,-,No
Cloak and Dagger,"$9,719,952","$9,719,952",100%,-,-,No
Country,"$9,640,000","$9,640,000",100%,-,-,No
Bolero,"$8,914,881","$8,914,881",100%,-,-,No
Body Double,"$8,802,128","$8,801,940",100%,-,-,Yes
Oxford Blues,"$8,793,152","$8,793,152",100%,-,-,No
The Bounty,"$8,613,462","$8,613,462",100%,-,-,No
1984,"$8,430,492","$8,430,492",100%,-,-,No
Reckless,"$8,289,916","$8,289,916",100%,-,-,No
The Philadelphia Experiment,"$8,103,330","$8,103,330",100%,-,-,No
Streets of Fire,"$8,089,767","$8,089,290",100%,-,-,Yes
Just the Way You Are,"$7,889,694","$7,889,694",100%,-,-,No
The Little Drummer Girl,"$7,828,841","$7,828,841",100%,-,-,No
Ninja III: The Domination,"$7,610,785","$7,610,785",100%,-,-,No
Iceman,"$7,343,032","$7,343,032",100%,-,-,No
Hardbodies,"$7,121,719","$7,121,719",100%,-,-,No
Alphabet City,"$7,035,585","$7,035,585",100%,-,-,No
The Pope of Greenwich Village,"$6,836,201","$6,836,201",100%,-,-,No
Runaway,"$6,770,587","$6,770,587",100%,-,-,No
Swing Shift,"$6,650,206","$6,650,206",100%,-,-,No
The Razor's Edge,"$6,551,987","$6,551,987",100%,-,-,No
The Adventures of Buckaroo Banzai Across the 8th Dimension,"$6,254,148","$6,254,148",100%,-,-,No
Firstborn,"$6,250,994","$6,250,994",100%,-,-,No
Racing with the Moon,"$6,045,647","$6,045,647",100%,-,-,No
Sheena,"$5,778,353","$5,778,353",100%,-,-,No
The Lonely Guy,"$5,718,573","$5,718,573",100%,-,-,No
Meatballs Part II,"$5,410,972","$5,410,972",100%,-,-,No
Stop Making Sense,"$5,384,161","$4,949,438",91.9%,"$434,723",8.1%,Yes
Once Upon a Time in America,"$5,322,989","$5,321,508",100%,"$1,481",<0.1%,Yes
Love Letters,"$5,269,990","$5,269,990",100%,-,-,No
The Hotel New Hampshire,"$5,142,858","$5,142,858",100%,-,-,No
American Dreamer,"$5,021,751","$5,021,751",100%,-,-,No
No Small Affair,"$4,994,094","$4,994,094",100%,-,-,No
Harry & Son,"$4,864,980","$4,864,980",100%,-,-,No
"Grandview, U.S.A.","$4,743,119","$4,743,119",100%,-,-,No
C.H.U.D.,"$4,654,423","$4,654,423",100%,-,-,No
Making the Grade,"$4,561,346","$4,561,346",100%,-,-,No
This Is Spinal Tap,"$4,491,645","$4,491,645",100%,-,-,No
Joy of Sex,"$4,463,841","$4,463,841",100%,-,-,No
Mrs. Soffel,"$4,385,312","$4,385,312",100%,-,-,No
Until September,"$4,239,154","$4,239,154",100%,-,-,No
Pete's Dragon 1984 Re-release,"$4,100,000","$4,100,000",100%,-,-,No
Entre Nous,"$3,974,975","$3,974,975",100%,-,-,No
Flashpoint,"$3,854,833","$3,854,833",100%,-,-,No
Cheech & Chong's: The Corsican Brothers,"$3,772,785","$3,772,785",100%,-,-,No
Exterminator 2,"$3,739,406","$3,739,406",100%,-,-,No
The Brother from Another Planet,"$3,677,209","$3,677,209",100%,-,-,No
"Careful, He Might Hear You","$2,938,179","$2,938,179",100%,-,-,No
Crimes of Passion,"$2,912,945","$2,912,945",100%,-,-,No
The Warrior and the Sorceress,"$2,886,225","$2,886,225",100%,-,-,No
Phar Lap,"$2,878,404","$2,878,404",100%,-,-,No
Impulse,"$2,773,433","$2,773,433",100%,-,-,No
The Bear,"$2,687,148","$2,687,148",100%,-,-,No
Under the Volcano,"$2,556,800","$2,556,800",100%,-,-,No
"Silent Night, Deadly Night","$2,491,460","$2,491,460",100%,-,-,No
Choose Me,"$2,490,233","$2,490,233",100%,-,-,No
Stranger Than Paradise,"$2,454,363","$2,436,000",99.3%,"$18,363",0.7%,Yes
A Sunday in the Country,"$2,411,143","$2,411,143",100%,-,-,No
"Paris, Texas","$2,217,728","$2,181,987",98.4%,"$30,362",1.4%,Yes
Electric Dreams,"$2,193,612","$2,193,612",100%,-,-,No
Purple Hearts,"$2,075,282","$2,075,282",100%,-,-,No
The Buddy System,"$1,820,049","$1,820,049",100%,-,-,No
Body Rock,"$1,689,501","$1,689,501",100%,-,-,No
Misunderstood,"$1,525,532","$1,525,532",100%,-,-,No
Garbo Talks,"$1,493,782","$1,493,782",100%,-,-,No
Finders Keepers,"$1,467,396","$1,467,396",100%,-,-,No
Birdy,"$1,455,045","$1,455,045",100%,-,-,No
Sahara,"$1,402,962","$1,402,962",100%,-,-,No
Gabriela,"$1,318,839","$1,318,839",100%,-,-,No
A Christmas Story 1984 Re-release,"$1,311,065","$1,311,065",100%,-,-,No
The River Rat,"$1,142,944","$1,142,944",100%,-,-,No
Mike's Murder,"$1,059,966","$1,059,966",100%,-,-,No
Comfort and Joy,"$1,057,368","$1,057,368",100%,-,-,No
The Bostonians,"$1,009,700","$1,009,700",100%,-,-,No
The Power,"$929,162","$929,162",100%,-,-,No
Songwriter,"$865,915","$865,915",100%,-,-,No
Scandalous,"$526,805","$526,805",100%,-,-,No
Windy City,"$343,890","$343,890",100%,-,-,No
The Stone Boy,"$261,033","$261,033",100%,-,-,No
Champions,"$200,498","$200,498",100%,-,-,No
Razorback,"$150,140","$150,140",100%,-,-,No
Heartbreakers,"$148,750","$148,750",100%,-,-,No
Crackers,"$129,268","$129,268",100%,-,-,No
Repo Man,"$129,000","$129,000",100%,-,-,No
Eureka,"$123,572","$123,572",100%,-,-,No
Slayground,"$108,128","$108,128",100%,-,-,No
