date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2019,New Year's Eve 2019,Tuesday,365,"$41,665,447",-3.6%,+13.1%,54,Star Wars: Episode IX - The Rise of Skywalker,"$13,217,698"
Dec 30 2019,,Monday,364,"$43,219,231",-23.4%,-8.5%,53,Star Wars: Episode IX - The Rise of Skywalker,"$15,302,130"
Dec 29 2019,,Sunday,363,"$56,411,598",-13.5%,-10.1%,54,Star Wars: Episode IX - The Rise of Skywalker,"$21,244,082"
Dec 28 2019,,Saturday,362,"$65,192,161",<0.1%,-9.5%,54,Star Wars: Episode IX - The Rise of Skywalker,"$25,075,535"
Dec 27 2019,,Friday,361,"$65,191,259",-4.8%,-39.9%,54,Star Wars: Episode IX - The Rise of Skywalker,"$26,069,973"
Dec 26 2019,,Thursday,360,"$68,467,070",-9%,+770.8%,54,Star Wars: Episode IX - The Rise of Skywalker,"$30,586,950"
Dec 25 2019,Christmas Day 2019,Wednesday,359,"$75,198,949",+6.1%,+10.4%,54,Star Wars: Episode IX - The Rise of Skywalker,"$32,165,681"
Dec 24 2019,,Tuesday,358,"$36,838,699",-22%,+157.1%,48,Star Wars: Episode IX - The Rise of Skywalker,"$20,270,474"
Dec 23 2019,,Monday,357,"$47,229,945",-24.7%,+455.1%,52,Star Wars: Episode IX - The Rise of Skywalker,"$29,389,847"
Dec 22 2019,,Sunday,356,"$62,731,517",-12.9%,+107.2%,51,Star Wars: Episode IX - The Rise of Skywalker,"$40,301,011"
Dec 21 2019,,Saturday,355,"$72,035,124",-33.6%,+56.4%,51,Star Wars: Episode IX - The Rise of Skywalker,"$47,467,565"
Dec 20 2019,,Friday,354,"$108,450,464","+1,279.3%",+218.1%,51,Star Wars: Episode IX - The Rise of Skywalker,"$89,615,288"
Dec 19 2019,,Thursday,353,"$7,862,973",-11.3%,+39.3%,54,Jumanji: The Next Level,"$3,215,901"
Dec 18 2019,,Wednesday,352,"$8,860,729",-38.2%,+35.6%,54,Jumanji: The Next Level,"$3,456,336"
Dec 17 2019,,Tuesday,351,"$14,327,480",+68.4%,+35.1%,53,Jumanji: The Next Level,"$6,301,757"
Dec 16 2019,,Monday,350,"$8,508,581",-71.9%,+39%,54,Jumanji: The Next Level,"$3,585,828"
Dec 15 2019,,Sunday,349,"$30,280,587",-34.3%,+27.3%,59,Jumanji: The Next Level,"$15,917,973"
Dec 14 2019,,Saturday,348,"$46,058,861",+35.1%,+30%,57,Jumanji: The Next Level,"$23,610,586"
Dec 13 2019,,Friday,347,"$34,092,053",+504%,+63.8%,56,Jumanji: The Next Level,"$19,722,984"
Dec 12 2019,,Thursday,346,"$5,643,980",-13.6%,-29.3%,53,Frozen II,"$1,758,492"
Dec 11 2019,,Wednesday,345,"$6,533,255",-38.4%,-21.7%,56,Frozen II,"$2,034,899"
Dec 10 2019,,Tuesday,344,"$10,602,743",+73.3%,-24%,55,Frozen II,"$3,585,256"
Dec 9 2019,,Monday,343,"$6,119,141",-74.3%,-32.6%,56,Frozen II,"$1,890,910"
Dec 8 2019,,Sunday,342,"$23,778,027",-32.9%,-35.9%,56,Frozen II,"$11,298,128"
Dec 7 2019,,Saturday,341,"$35,416,686",+70.1%,-44.3%,54,Frozen II,"$16,050,532"
Dec 6 2019,,Friday,340,"$20,815,381",+160.6%,-68.7%,52,Frozen II,"$7,816,954"
Dec 5 2019,,Thursday,339,"$7,986,180",-4.3%,-75.8%,52,Frozen II,"$2,730,406"
Dec 4 2019,,Wednesday,338,"$8,346,926",-40.2%,-80.8%,54,Frozen II,"$2,824,699"
Dec 3 2019,,Tuesday,337,"$13,957,681",+53.7%,-55.4%,53,Frozen II,"$5,336,770"
Dec 2 2019,,Monday,336,"$9,080,802",-75.5%,-53.6%,53,Frozen II,"$3,187,895"
Dec 1 2019,,Sunday,335,"$37,085,196",-41.7%,-32%,52,Frozen II,"$19,482,892"
Nov 30 2019,,Saturday,334,"$63,577,988",-4.5%,-15%,51,Frozen II,"$32,363,967"
Nov 29 2019,,Friday,333,"$66,606,168",+101.9%,+9.7%,51,Frozen II,"$34,130,914"
Nov 28 2019,Thanksgiving 2019,Thursday,332,"$32,997,845",-24.2%,+467.7%,52,Frozen II,"$14,960,468"
Nov 27 2019,,Wednesday,331,"$43,551,766",+39.3%,+523.7%,52,Frozen II,"$24,080,546"
Nov 26 2019,,Tuesday,330,"$31,266,098",+59.8%,+179.6%,52,Frozen II,"$20,791,974"
Nov 25 2019,,Monday,329,"$19,568,580",-64.1%,+191.5%,55,Frozen II,"$12,771,012"
Nov 24 2019,,Sunday,328,"$54,569,715",-27.1%,+129.9%,57,Frozen II,"$38,017,065"
Nov 23 2019,,Saturday,327,"$74,835,863",+23.2%,+96.3%,56,Frozen II,"$50,041,031"
Nov 22 2019,,Friday,326,"$60,740,243",+944.9%,+118.8%,55,Frozen II,"$42,205,262"
Nov 21 2019,,Thursday,325,"$5,812,815",-16.8%,-7.9%,55,Ford v Ferrari,"$2,023,953"
Nov 20 2019,,Wednesday,324,"$6,982,607",-37.6%,+5.3%,57,Ford v Ferrari,"$2,409,124"
Nov 19 2019,,Tuesday,323,"$11,181,619",+66.6%,-0.4%,57,Ford v Ferrari,"$3,721,314"
Nov 18 2019,,Monday,322,"$6,713,649",-71.7%,-57.8%,57,Ford v Ferrari,"$2,360,221"
