date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2011,New Year's Eve 2011,Saturday,365,"$42,241,242",-14.8%,+90.4%,46,Mission: Impossible - Ghost Protocol,"$8,731,970"
Dec 30 2011,,Friday,364,"$49,603,855",+20.8%,+34.1%,47,Mission: Impossible - Ghost Protocol,"$10,631,148"
Dec 29 2011,,Thursday,363,"$41,053,999",-1.4%,+65.4%,48,Mission: Impossible - Ghost Protocol,"$8,246,568"
Dec 28 2011,,Wednesday,362,"$41,623,917",-8.7%,+51.6%,48,Mission: Impossible - Ghost Protocol,"$8,518,218"
Dec 27 2011,,Tuesday,361,"$45,611,168",-26.3%,+190.5%,46,Mission: Impossible - Ghost Protocol,"$9,664,177"
Dec 26 2011,,Monday,360,"$61,876,701",+13.5%,+329.4%,46,Mission: Impossible - Ghost Protocol,"$14,562,154"
Dec 25 2011,Christmas Day 2011,Sunday,359,"$54,535,936",+3.8%,+14.2%,45,Mission: Impossible - Ghost Protocol,"$13,653,650"
Dec 24 2011,,Saturday,358,"$22,184,180",-40%,-47.1%,42,Mission: Impossible - Ghost Protocol,"$6,227,071"
Dec 23 2011,,Friday,357,"$36,988,550",+49%,+7.2%,42,Mission: Impossible - Ghost Protocol,"$9,675,908"
Dec 22 2011,,Thursday,356,"$24,826,392",-9.6%,+354.9%,43,Mission: Impossible - Ghost Protocol,"$6,421,102"
Dec 21 2011,,Wednesday,355,"$27,461,218",+74.9%,+463.5%,43,Mission: Impossible - Ghost Protocol,"$8,921,045"
Dec 20 2011,,Tuesday,354,"$15,701,776",+9%,+166.3%,41,Sherlock Holmes: A Game of Shadows,"$5,162,067"
Dec 19 2011,,Monday,353,"$14,409,531",-51.5%,+199.1%,41,Sherlock Holmes: A Game of Shadows,"$4,926,128"
Dec 18 2011,,Sunday,352,"$29,717,512",-29.1%,+82.2%,41,Sherlock Holmes: A Game of Shadows,"$10,334,634"
Dec 17 2011,,Saturday,351,"$41,905,221",+21.4%,+49.8%,41,Sherlock Holmes: A Game of Shadows,"$14,694,463"
Dec 16 2011,,Friday,350,"$34,511,230",+532.4%,+75.8%,41,Sherlock Holmes: A Game of Shadows,"$14,607,982"
Dec 15 2011,,Thursday,349,"$5,457,042",+12%,+17.1%,46,New Year's Eve,"$1,058,002"
Dec 14 2011,,Wednesday,348,"$4,873,638",-17.3%,+8.7%,45,New Year's Eve,"$1,026,098"
Dec 13 2011,,Tuesday,347,"$5,896,283",+22.4%,+8.3%,45,New Year's Eve,"$1,314,197"
Dec 12 2011,,Monday,346,"$4,817,642",-70.5%,+8.9%,45,New Year's Eve,"$988,277"
Dec 11 2011,,Sunday,345,"$16,308,195",-41.7%,-13.9%,47,New Year's Eve,"$2,717,723"
Dec 10 2011,,Saturday,344,"$27,970,230",+42.5%,-11.6%,47,New Year's Eve,"$5,274,009"
Dec 9 2011,,Friday,343,"$19,633,444",+321.2%,+0.5%,47,New Year's Eve,"$5,027,448"
