date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 1998,New Year's Eve 1998,Thursday,365,"$21,013,038",+5.7%,+239.1%,6,Patch Adams,"$6,142,680"
Dec 30 1998,,Wednesday,364,"$19,874,937",-6.8%,+145.1%,6,Patch Adams,"$4,840,920"
Dec 29 1998,,Tuesday,363,"$21,317,206",+4.4%,+151.8%,6,Patch Adams,"$5,112,120"
Dec 28 1998,,Monday,362,"$20,418,255",-25.7%,+191.8%,6,Patch Adams,"$5,086,325"
Dec 27 1998,,Sunday,361,"$27,481,644",-22.4%,+105%,6,Patch Adams,"$7,376,640"
Dec 26 1998,,Saturday,360,"$35,419,888",+7.9%,+103.3%,6,Patch Adams,"$9,803,880"
Dec 25 1998,Christmas Day 1998,Friday,359,"$32,813,178",+28%,"+1,043.7%",8,Patch Adams,"$8,081,760"
Dec 24 1998,,Thursday,358,"$6,197,439",-23.6%,+675.1%,4,The Prince of Egypt,"$2,466,804"
Dec 23 1998,,Wednesday,357,"$8,108,864",-4.2%,"+1,005.8%",4,You've Got Mail,"$2,926,000"
Dec 22 1998,,Tuesday,356,"$8,464,307",+21%,"+1,005.1%",4,You've Got Mail,"$3,152,510"
Dec 21 1998,,Monday,355,"$6,997,375",-47.8%,+980.7%,4,You've Got Mail,"$2,666,741"
Dec 20 1998,,Sunday,354,"$13,407,956",-23.1%,+275.7%,4,You've Got Mail,"$5,176,000"
Dec 19 1998,,Saturday,353,"$17,424,551",+38.4%,+233.4%,4,You've Got Mail,"$7,224,000"
Dec 18 1998,,Friday,352,"$12,594,038","+1,475.1%",+388.4%,4,You've Got Mail,"$6,027,000"
Dec 17 1998,,Thursday,351,"$799,584",+9%,-11.1%,2,A Bug's Life,"$777,941"
Dec 16 1998,,Wednesday,350,"$733,313",-4.3%,-15.1%,2,A Bug's Life,"$715,067"
Dec 15 1998,,Tuesday,349,"$765,902",+18.3%,-27.2%,2,A Bug's Life,"$747,259"
Dec 14 1998,,Monday,348,"$647,488",-81.9%,-28.6%,2,A Bug's Life,"$626,991"
Dec 13 1998,,Sunday,347,"$3,569,037",-31.7%,-33.2%,2,A Bug's Life,"$3,503,923"
Dec 12 1998,,Saturday,346,"$5,226,944",+102.7%,-35.2%,2,A Bug's Life,"$5,151,662"
