date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2014,New Year's Eve 2014,Wednesday,365,"$33,400,735",-12.4%,+110%,49,The Hobbit: The Battle of the Five Armies,"$6,001,672"
Dec 30 2014,,Tuesday,364,"$38,119,055",+9.2%,+48.8%,49,The Hobbit: The Battle of the Five Armies,"$7,972,307"
Dec 29 2014,,Monday,363,"$34,909,156",-26.4%,+54.5%,49,The Hobbit: The Battle of the Five Armies,"$7,557,834"
Dec 28 2014,,Sunday,362,"$47,402,342",-25.2%,+28%,48,The Hobbit: The Battle of the Five Armies,"$11,010,085"
Dec 27 2014,,Saturday,361,"$63,376,195",-6.4%,+32.1%,48,The Hobbit: The Battle of the Five Armies,"$14,302,456"
Dec 26 2014,,Friday,360,"$67,721,150",-4.4%,+82.8%,48,The Hobbit: The Battle of the Five Armies,"$15,608,854"
Dec 25 2014,Christmas Day 2014,Thursday,359,"$70,818,446",+5.4%,+23.3%,49,Unbroken,"$15,434,400"
Dec 24 2014,,Wednesday,358,"$15,904,649",-37.9%,-45.9%,42,The Hobbit: The Battle of the Five Armies,"$6,024,132"
Dec 23 2014,,Tuesday,357,"$25,615,878",+13.3%,+253.9%,43,The Hobbit: The Battle of the Five Armies,"$9,803,414"
Dec 22 2014,,Monday,356,"$22,599,868",-39%,+275.2%,43,The Hobbit: The Battle of the Five Armies,"$9,007,010"
Dec 21 2014,,Sunday,355,"$37,021,438",-22.8%,+95.1%,44,The Hobbit: The Battle of the Five Armies,"$16,763,949"
Dec 20 2014,,Saturday,354,"$47,985,403",+29.5%,+51.1%,44,The Hobbit: The Battle of the Five Armies,"$21,397,014"
Dec 19 2014,,Friday,353,"$37,052,544",+148.5%,+60.6%,44,The Hobbit: The Battle of the Five Armies,"$16,563,371"
Dec 18 2014,,Thursday,352,"$14,911,757",-49.3%,+217.4%,45,The Hobbit: The Battle of the Five Armies,"$9,955,093"
Dec 17 2014,,Wednesday,351,"$29,413,896",+306.4%,+538.1%,44,The Hobbit: The Battle of the Five Armies,"$24,452,117"
Dec 16 2014,,Tuesday,350,"$7,237,381",+20.2%,+25%,43,Exodus: Gods and Kings,"$2,209,485"
Dec 15 2014,,Monday,349,"$6,023,603",-68.3%,+33.4%,44,Exodus: Gods and Kings,"$1,972,434"
Dec 14 2014,,Sunday,348,"$18,973,016",-40.3%,+6.8%,45,Exodus: Gods and Kings,"$6,001,967"
Dec 13 2014,,Saturday,347,"$31,765,671",+37.7%,+1.2%,45,Exodus: Gods and Kings,"$9,246,422"
Dec 12 2014,,Friday,346,"$23,069,451",+391.1%,+21.6%,45,Exodus: Gods and Kings,"$8,867,545"
Dec 11 2014,,Thursday,345,"$4,697,657",+1.9%,-27.6%,46,The Hunger Games: Mockingjay - Part 1,"$1,431,583"
Dec 10 2014,,Wednesday,344,"$4,609,389",-20.4%,-29.3%,47,The Hunger Games: Mockingjay - Part 1,"$1,389,399"
Dec 9 2014,,Tuesday,343,"$5,789,646",+28.2%,-32.9%,46,The Hunger Games: Mockingjay - Part 1,"$1,785,778"
Dec 8 2014,,Monday,342,"$4,515,534",-74.6%,-36.4%,46,The Hunger Games: Mockingjay - Part 1,"$1,437,896"
