date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2002,New Year's Eve 2002,Tuesday,365,"$31,154,142",-3.1%,+86.1%,43,The Lord of the Rings: The Two Towers,"$8,442,823"
Dec 30 2002,,Monday,364,"$32,144,178",-27.2%,+15.4%,41,The Lord of the Rings: The Two Towers,"$10,094,851"
Dec 29 2002,,Sunday,363,"$44,169,066",-18.3%,+8.6%,40,The Lord of the Rings: The Two Towers,"$14,774,949"
Dec 28 2002,,Saturday,362,"$54,032,322",+6.3%,+13.1%,40,The Lord of the Rings: The Two Towers,"$17,227,061"
Dec 27 2002,,Friday,361,"$50,846,800",+15.4%,+31.7%,40,The Lord of the Rings: The Two Towers,"$16,873,539"
Dec 26 2002,,Thursday,360,"$44,045,296",+18.6%,+130.2%,36,The Lord of the Rings: The Two Towers,"$15,455,171"
Dec 25 2002,Christmas Day 2002,Wednesday,359,"$37,133,319",-10.4%,"+1,546.5%",36,The Lord of the Rings: The Two Towers,"$12,381,307"
Dec 24 2002,,Tuesday,358,"$16,743,983",-39.9%,+173.4%,34,The Lord of the Rings: The Two Towers,"$7,790,050"
Dec 23 2002,,Monday,357,"$27,843,951",-31.6%,+360%,34,The Lord of the Rings: The Two Towers,"$13,509,942"
Dec 22 2002,,Sunday,356,"$40,680,388",-14.9%,+82.6%,35,The Lord of the Rings: The Two Towers,"$20,031,131"
Dec 21 2002,,Saturday,355,"$47,781,709",+23.7%,+33%,35,The Lord of the Rings: The Two Towers,"$22,752,057"
Dec 20 2002,,Friday,354,"$38,618,115",+101.8%,+34.4%,35,The Lord of the Rings: The Two Towers,"$19,224,340"
Dec 19 2002,,Thursday,353,"$19,134,076",-38.8%,+385.5%,35,The Lord of the Rings: The Two Towers,"$13,878,712"
Dec 18 2002,,Wednesday,352,"$31,271,190",+410.7%,+674.7%,33,The Lord of the Rings: The Two Towers,"$26,159,972"
Dec 17 2002,,Tuesday,351,"$6,123,520",+1.2%,+35.3%,32,Maid in Manhattan,"$1,554,755"
Dec 16 2002,,Monday,350,"$6,053,354",-72.8%,+48.2%,32,Maid in Manhattan,"$1,488,832"
Dec 15 2002,,Sunday,349,"$22,279,205",-38%,+37.3%,34,Maid in Manhattan,"$4,646,231"
Dec 14 2002,,Saturday,348,"$35,917,468",+25%,+25.4%,34,Maid in Manhattan,"$7,492,208"
Dec 13 2002,,Friday,347,"$28,728,232",+628.9%,+50.7%,34,Star Trek: Nemesis,"$7,732,988"
Dec 12 2002,,Thursday,346,"$3,941,126",-2.4%,-14.1%,34,Die Another Day,"$901,007"
Dec 11 2002,,Wednesday,345,"$4,036,680",-10.8%,-10.2%,34,Die Another Day,"$930,014"
Dec 10 2002,,Tuesday,344,"$4,525,388",+10.8%,-13.1%,35,Die Another Day,"$1,118,825"
Dec 9 2002,,Monday,343,"$4,083,593",-74.8%,-21.3%,35,Die Another Day,"$909,122"
Dec 8 2002,,Sunday,342,"$16,226,137",-43.3%,-35.4%,40,Die Another Day,"$2,904,011"
Dec 7 2002,,Saturday,341,"$28,637,460",+50.3%,-42%,40,Die Another Day,"$5,872,112"
Dec 6 2002,,Friday,340,"$19,057,358",+315.2%,-63.8%,40,Die Another Day,"$4,066,884"
Dec 5 2002,,Thursday,339,"$4,590,222",+2.1%,-84.8%,35,Die Another Day,"$1,437,124"
Dec 4 2002,,Wednesday,338,"$4,497,016",-13.6%,-82.4%,36,Die Another Day,"$1,402,336"
Dec 3 2002,,Tuesday,337,"$5,204,993",+0.3%,-59.5%,35,Die Another Day,"$1,667,225"
Dec 2 2002,,Monday,336,"$5,189,085",-79.3%,-47.2%,35,Die Another Day,"$1,478,007"
Dec 1 2002,,Sunday,335,"$25,111,603",-49.1%,-32.7%,38,Harry Potter and the Chamber of Secrets,"$6,712,704"
Nov 30 2002,,Saturday,334,"$49,340,293",-6.2%,-18.6%,37,Die Another Day,"$12,185,332"
Nov 29 2002,,Friday,333,"$52,604,634",+74.7%,+20.2%,38,Harry Potter and the Chamber of Secrets,"$13,378,160"
Nov 28 2002,Thanksgiving 2002,Thursday,332,"$30,116,618",+17.7%,+299.5%,38,Die Another Day,"$8,407,810"
Nov 27 2002,,Wednesday,331,"$25,593,987",+99.4%,+233.9%,38,Die Another Day,"$6,650,018"
Nov 26 2002,,Tuesday,330,"$12,836,913",+30.6%,+41.2%,37,Die Another Day,"$4,602,228"
Nov 25 2002,,Monday,329,"$9,827,093",-73.6%,+6.9%,36,Die Another Day,"$3,637,421"
Nov 24 2002,,Sunday,328,"$37,292,616",-38.5%,-10.9%,38,Harry Potter and the Chamber of Secrets,"$12,513,680"
Nov 23 2002,,Saturday,327,"$60,634,128",+38.6%,-7.7%,38,Die Another Day,"$19,045,657"
Nov 22 2002,,Friday,326,"$43,761,799",+480.5%,-14.7%,38,Die Another Day,"$16,619,731"
Nov 21 2002,,Thursday,325,"$7,538,442",-1.6%,+23.4%,35,Harry Potter and the Chamber of Secrets,"$3,678,022"
Nov 20 2002,,Wednesday,324,"$7,664,593",-15.7%,+25.1%,35,Harry Potter and the Chamber of Secrets,"$4,032,485"
