date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2020,COVID-19 PandemicNew Year's Eve 2020,Thursday,366,"$2,915,033",+1.3%,+272.5%,17,Wonder Woman 1984,"$1,378,106"
Dec 30 2020,COVID-19 Pandemic 2020,Wednesday,365,"$2,876,460",-6.1%,-71.4%,16,Wonder Woman 1984,"$1,451,131"
Dec 29 2020,COVID-19 Pandemic 2020,Tuesday,364,"$3,063,773",-0.7%,+291.5%,17,Wonder Woman 1984,"$1,655,240"
Dec 28 2020,COVID-19 Pandemic 2020,Monday,363,"$3,085,353",-41.8%,+231.4%,17,Wonder Woman 1984,"$1,822,877"
Dec 27 2020,COVID-19 Pandemic 2020,Sunday,362,"$5,302,360",-36.9%,-94.9%,27,Wonder Woman 1984,"$3,408,342"
Dec 26 2020,COVID-19 Pandemic 2020,Saturday,361,"$8,403,557",-16.6%,+985.8%,27,Wonder Woman 1984,"$5,811,188"
Dec 25 2020,COVID-19 PandemicChristmas Day 2020,Friday,360,"$10,074,446",-86.6%,-85%,27,Wonder Woman 1984,"$7,482,427"
Dec 24 2020,COVID-19 Pandemic 2020,Thursday,359,"$782,482",-16%,+144.7%,15,The Croods: A New Age,"$348,215"
Dec 23 2020,COVID-19 Pandemic 2020,Wednesday,358,"$930,994",-99.1%,-57.5%,17,The Croods: A New Age,"$416,835"
Dec 22 2020,COVID-19 Pandemic 2020,Tuesday,357,"$944,706",+22.1%,+195.5%,17,The Croods: A New Age,"$420,110"
Dec 21 2020,COVID-19 Pandemic 2020,Monday,356,"$773,974",-58.7%,+141.1%,17,The Croods: A New Age,"$323,075"
Dec 20 2020,COVID-19 Pandemic 2020,Sunday,355,"$1,873,323",-30.7%,-96.7%,25,The Croods: A New Age,"$647,765"
Dec 19 2020,COVID-19 Pandemic 2020,Saturday,354,"$2,703,842",+23.5%,+822.5%,27,The Croods: A New Age,"$884,055"
Dec 18 2020,COVID-19 Pandemic 2020,Friday,353,"$2,188,535",+584.5%,+41.7%,27,Monster Hunter,"$824,964"
