rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Pirates of the Caribbean: Dead Man's Chest,,"$423,317,154","4,133","$423,315,812",Jul 7 2006,Walt Disney Studios Motion Pictures
2,Cars,,"$244,082,982","3,988","$244,082,982",Jun 9 2006,Walt Disney Studios Motion Pictures
3,X-Men: The Last Stand,,"$234,362,462","3,714","$234,362,462",May 26 2006,Twentieth Century Fox
4,The Da Vinci Code,,"$217,536,138","3,757","$217,536,138",May 19 2006,Sony Pictures Releasing
5,Superman Returns,,"$200,081,192","4,065","$200,081,192",Jun 28 2006,Warner Bros.
6,Ice Age: The Meltdown,,"$195,330,621","3,969","$195,330,621",Mar 31 2006,Twentieth Century Fox
7,Happy Feet,,"$175,967,627","3,804","$198,000,317",Nov 17 2006,Warner Bros.
8,Over the Hedge,,"$155,019,340","4,093","$155,019,340",May 19 2006,DreamWorks
9,Casino Royale,,"$153,531,944","3,443","$167,445,960",Nov 17 2006,Sony Pictures Releasing
10,Talladega Nights: The Ballad of Ricky Bobby,,"$148,213,377","3,807","$148,213,377",Aug 4 2006,Sony Pictures Releasing
11,Click,,"$137,355,633","3,764","$137,355,633",Jun 23 2006,Revolution Studios
12,Mission: Impossible III,,"$134,029,801","4,059","$134,029,801",May 5 2006,Paramount Pictures
13,Borat,,"$125,601,414","2,611","$128,505,958",Nov 3 2006,Twentieth Century Fox
14,The Devil Wears Prada,,"$124,740,460","2,882","$124,740,460",Jun 30 2006,Twentieth Century Fox
15,The Departed,,"$120,359,613","3,017","$132,384,315",Oct 6 2006,Warner Bros.
16,The Break-Up,,"$118,703,275","3,146","$118,703,275",Jun 2 2006,Universal Pictures
17,Night at the Museum,,"$115,822,154","3,768","$250,863,268",Dec 22 2006,Twentieth Century Fox
18,The Pursuit of Happyness,,"$98,411,670","3,169","$163,566,459",Dec 15 2006,Sony Pictures Releasing
19,Scary Movie 4,,"$90,710,620","3,674","$90,710,620",Apr 14 2006,-
20,Failure to Launch,,"$88,715,192","3,202","$88,715,192",Mar 10 2006,Paramount Pictures
21,Inside Man,,"$88,513,495","2,867","$88,513,495",Mar 24 2006,Universal Pictures
22,Open Season,,"$84,303,558","3,833","$85,105,259",Sep 29 2006,Sony Pictures Releasing
23,The Santa Clause 3: The Escape Clause,,"$83,549,047","3,458","$84,500,122",Nov 3 2006,Walt Disney Studios Motion Pictures
24,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",,"$82,270,870","3,853","$291,710,957",Dec 9 2006,Walt Disney Studios Motion Pictures
25,The Pink Panther,,"$82,226,474","3,477","$82,226,474",Feb 10 2006,Sony Pictures Releasing
26,Eight Below,,"$81,612,565","3,122","$81,612,565",Feb 17 2006,Walt Disney Studios Motion Pictures
27,Saw III,,"$80,238,724","3,167","$80,238,724",Oct 27 2006,Lionsgate Films
28,Nacho Libre,,"$80,197,993","3,083","$80,197,993",Jun 16 2006,Paramount Pictures
29,"You, Me and Dupree",,"$75,628,110","3,137","$75,628,110",Jul 14 2006,Universal Pictures
30,Monster House,,"$73,661,010","3,553","$73,661,010",Jul 21 2006,Sony Pictures Releasing
31,Jackass Number Two,,"$72,778,712","3,063","$72,778,712",Sep 22 2006,Paramount Pictures
32,Barnyard,,"$72,637,803","3,311","$72,637,803",Aug 4 2006,Paramount Pictures
33,RV,,"$71,726,025","3,651","$71,726,025",Apr 28 2006,Sony Pictures Releasing
34,Brokeback Mountain,,"$70,612,954","2,089","$83,043,761",Dec 9 2006,Focus Features
35,V for Vendetta,,"$70,511,035","3,365","$70,511,035",Mar 17 2006,Warner Bros.
36,World Trade Center,,"$70,278,893","3,021","$70,278,893",Aug 9 2006,Paramount Pictures
37,Big Momma's House 2,,"$70,165,972","3,261","$70,165,972",Jan 27 2006,Twentieth Century Fox
38,Step Up,,"$65,326,375","2,647","$65,328,121",Aug 11 2006,Walt Disney Studios Motion Pictures
39,Miami Vice,,"$63,450,470","3,026","$63,450,470",Jul 28 2006,Universal Pictures
40,Madea's Family Reunion,,"$63,257,940","2,194","$63,257,940",Feb 24 2006,Lionsgate Films
41,The Fast and the Furious: Tokyo Drift,,"$62,514,415","3,030","$62,514,415",Jun 16 2006,Universal Pictures
42,Underworld: Evolution,,"$62,318,875","3,207","$62,318,875",Jan 20 2006,Screen Gems
43,Flushed Away,,"$61,733,119","3,707","$64,665,672",Nov 3 2006,DreamWorks
44,Deja Vu,,"$61,574,479","3,108","$64,038,616",Nov 22 2006,Walt Disney Studios Motion Pictures
45,The Shaggy Dog,,"$61,123,569","3,501","$61,123,569",Mar 10 2006,Walt Disney Studios Motion Pictures
46,Poseidon,,"$60,674,817","3,555","$60,674,817",May 12 2006,Warner Bros.
47,The Benchwarmers,,"$59,843,754","3,282","$59,843,754",Apr 7 2006,Revolution Studios
48,Little Miss Sunshine,,"$59,489,083","1,602","$59,891,098",Jul 26 2006,-
49,King Kong,,"$59,370,190","3,627","$218,080,025",Dec 14 2006,Universal Pictures
50,Little Man,,"$58,645,052","2,537","$58,645,052",Jul 14 2006,Revolution Studios
51,Curious George,,"$58,360,760","2,609","$58,360,760",Feb 10 2006,Universal Pictures
52,Invincible,,"$57,806,056","2,987","$57,806,952",Aug 25 2006,Walt Disney Studios Motion Pictures
53,Eragon,,"$56,420,434","3,030","$75,030,163",Dec 15 2006,Twentieth Century Fox
54,Fun with Dick and Jane,,"$56,270,199","3,239","$110,332,737",Dec 21 2006,Sony Pictures Releasing
55,The Guardian,,"$54,957,777","3,241","$55,011,732",Sep 29 2006,Walt Disney Studios Motion Pictures
56,The Omen,,"$54,607,383","2,723","$54,607,383",Jun 6 2006,Twentieth Century Fox
57,Final Destination 3,,"$54,097,021","2,880","$54,098,051",Feb 10 2006,New Line Cinema
58,Charlotte's Web,,"$52,532,601","3,745","$82,985,708",Dec 15 2006,Paramount Pictures
59,The Prestige,,"$52,455,154","2,305","$53,089,891",Oct 20 2006,Walt Disney Studios Motion Pictures
60,The Lake House,,"$52,330,111","2,645","$52,330,111",Jun 16 2006,Warner Bros.
61,Hoodwinked!,,"$51,386,611","3,020","$51,386,611",Dec 16 2006,The Weinstein Company
62,The Holiday,,"$50,029,085","2,698","$63,224,849",Dec 8 2006,Sony Pictures Releasing
63,Firewall,,"$48,751,189","2,840","$48,751,189",Feb 10 2006,Warner Bros.
64,Date Movie,,"$48,548,426","2,898","$48,548,426",Feb 17 2006,Twentieth Century Fox
65,Rocky Balboa,,"$47,940,632","3,019","$70,270,943",Dec 20 2006,Metro-Goldwyn-Mayer (MGM)
66,When a Stranger Calls,,"$47,860,214","3,004","$47,860,214",Feb 3 2006,Screen Gems
67,Hostel,,"$47,326,473","2,337","$47,326,473",Jan 6 2006,Lionsgate Films
68,Nanny McPhee,,"$47,144,110","2,148","$47,144,110",Jan 27 2006,Universal Pictures
69,Silent Hill,,"$46,982,632","2,932","$46,982,632",Apr 21 2006,Sony Pictures Releasing
70,Apocalypto,,"$42,654,236","2,465","$50,866,635",Dec 8 2006,Walt Disney Studios Motion Pictures
71,Glory Road,,"$42,647,449","2,397","$42,647,449",Jan 13 2006,Walt Disney Studios Motion Pictures
72,Lady in the Water,,"$42,285,169","3,235","$42,285,169",Jul 21 2006,Warner Bros.
73,The Hills Have Eyes,,"$41,778,863","2,621","$41,778,863",Mar 10 2006,-
74,John Tucker Must Die,,"$41,011,711","2,566","$41,011,711",Jul 28 2006,Twentieth Century Fox
75,Stranger Than Fiction,,"$40,435,190","2,270","$40,660,952",Nov 10 2006,Sony Pictures Releasing
76,The Illusionist,,"$39,770,667","1,438","$39,868,642",Aug 18 2006,Yari Film Group Releasing
77,The Texas Chainsaw Massacre: The Beginning,,"$39,505,863","2,820","$39,517,763",Oct 6 2006,New Line Cinema
78,The Grudge 2,,"$39,143,839","3,214","$39,143,839",Oct 13 2006,Sony Pictures Releasing
79,Gridiron Gang,,"$38,432,823","3,510","$38,432,823",Sep 15 2006,Sony Pictures Releasing
80,Last Holiday,,"$38,399,961","2,514","$38,399,961",Jan 13 2006,Paramount Pictures
81,The Wild,,"$37,384,046","2,854","$37,384,046",Apr 14 2006,Walt Disney Studios Motion Pictures
82,Man of the Year,,"$37,327,390","2,626","$37,327,390",Oct 13 2006,Universal Pictures
83,Dreamgirls,,"$37,064,395","2,797","$103,365,956",Dec 15 2006,DreamWorks
84,16 Blocks,,"$36,895,141","2,706","$36,895,141",Mar 3 2006,Warner Bros.
85,Cheaper by the Dozen 2,,"$36,612,259","3,211","$82,571,173",Dec 21 2006,Twentieth Century Fox
86,The Nativity Story,,"$36,418,000","3,083","$37,629,831",Dec 1 2006,New Line Cinema
87,Accepted,,"$36,323,505","2,917","$36,323,505",Aug 18 2006,Universal Pictures
88,The Sentinel,,"$36,280,697","2,851","$36,280,697",Apr 21 2006,Twentieth Century Fox
89,Blood Diamond,,"$35,726,534","1,920","$57,377,916",Dec 8 2006,Warner Bros.
90,Munich,,"$35,128,025","1,498","$47,403,685",Dec 23 2006,Universal Pictures
91,The Good Shepherd,,"$35,066,495","2,250","$59,952,835",Dec 22 2006,Universal Pictures
92,Deck the Halls,,"$34,753,961","3,205","$35,093,569",Nov 22 2006,Twentieth Century Fox
93,Take the Lead,,"$34,741,730","3,009","$34,742,066",Apr 7 2006,New Line Cinema
94,Snakes on a Plane,,"$34,020,741","3,555","$34,020,814",Aug 18 2006,New Line Cinema
95,She's the Man,,"$33,741,133","2,631","$33,741,133",Mar 17 2006,DreamWorks
96,Flags of Our Fathers,,"$33,602,376","2,375","$33,602,376",Oct 20 2006,DreamWorks
97,Memoirs of a Geisha,,"$32,166,624","1,654","$57,490,508",Dec 9 2006,Sony Pictures Releasing
98,United 93,,"$31,483,450","1,871","$31,483,450",Apr 28 2006,Universal Pictures
99,Walk the Line,,"$28,668,398","3,160","$119,519,402",Nov 18 2006,Twentieth Century Fox
100,Employee of the Month,,"$28,444,855","2,579","$28,444,855",Oct 6 2006,Lionsgate Films
