rank,title,re_release,gross,num_theaters,total_gross,date,distributor
101,Garfield: A Tail of Two Kitties,,"$28,426,747","2,981","$28,426,747",Jun 16 2006,Twentieth Century Fox
102,The Queen,,"$28,191,739","1,850","$56,441,711",Sep 30 2006,Miramax
103,The Ant Bully,,"$28,142,535","3,050","$28,142,535",Jul 28 2006,Warner Bros.
104,Crank,,"$27,838,408","2,515","$27,838,408",Sep 1 2006,Lionsgate Films
105,Stick It,,"$26,910,056","2,044","$26,910,736",Apr 28 2006,Walt Disney Studios Motion Pictures
106,The Descent,,"$26,024,456","2,095","$26,024,456",Aug 4 2006,Lionsgate Films
107,We Are Marshall,,"$25,128,312","2,606","$43,545,364",Dec 22 2006,Warner Bros.
108,Thank You for Smoking,,"$24,793,509","1,020","$24,793,509",Mar 17 2006,-
109,Fearless,,"$24,637,306","1,810","$24,633,730",Sep 22 2006,Rogue Pictures
110,Clerks II,,"$24,148,068","2,150","$24,148,068",Jul 21 2006,-
111,An Inconvenient Truth,,"$23,814,997",587,"$24,146,161",May 24 2006,Paramount Classics
112,The Wicker Man,,"$23,649,127","2,784","$23,649,127",Sep 1 2006,Warner Bros.
113,The Covenant,,"$23,380,495","2,681","$23,380,495",Sep 8 2006,Screen Gems
114,Stay Alive,,"$23,086,480","2,009","$23,086,480",Mar 24 2006,Walt Disney Studios Motion Pictures
115,Match Point,,"$22,702,604",512,"$23,151,529",Dec 28 2006,DreamWorks Distribution
116,The Black Dahlia,,"$22,545,080","2,236","$22,545,080",Sep 15 2006,Universal Pictures
117,My Super Ex-Girlfriend,,"$22,530,295","2,702","$22,530,295",Jul 21 2006,Twentieth Century Fox
118,Lucky Number Slevin,,"$22,495,466","1,989","$22,495,466",Apr 7 2006,-
119,Deep Sea,,"$21,973,886",47,"$46,412,757",Mar 3 2006,Warner Bros.
120,Rumor Has It...,,"$21,730,356","2,815","$43,000,262",Dec 25 2006,Warner Bros.
121,Waist Deep,,"$21,331,895","1,006","$21,344,312",Jun 23 2006,Rogue Pictures
122,ATL,,"$21,170,563","1,602","$21,170,563",Mar 31 2006,Warner Bros.
123,Flicka,,"$20,888,606","2,877","$21,000,147",Oct 20 2006,Twentieth Century Fox
124,A Prairie Home Companion,,"$20,342,852",767,"$20,342,852",Jun 9 2006,Picturehouse
125,Pulse,,"$20,264,436","2,323","$20,264,436",Aug 11 2006,-
126,Babel,,"$19,825,138","1,251","$34,302,837",Oct 27 2006,Paramount Vantage
127,Beerfest,,"$19,185,184","2,964","$19,185,184",Aug 25 2006,Warner Bros.
128,Akeelah and the Bee,,"$18,848,430","2,195","$18,848,430",Apr 28 2006,Lionsgate Films
129,The Marine,,"$18,782,953","2,545","$18,844,784",Oct 13 2006,Twentieth Century Fox
130,The Family Stone,,"$18,657,532","2,469","$60,062,868",Dec 16 2006,Twentieth Century Fox
131,Aquamarine,,"$18,597,342","2,538","$18,597,342",Mar 3 2006,Twentieth Century Fox
132,Ultraviolet,,"$18,535,812","2,558","$18,535,812",Mar 3 2006,Screen Gems
133,The Ringer,,"$18,163,047","1,853","$35,428,675",Dec 23 2006,-
134,School for Scoundrels,,"$17,807,569","3,007","$17,807,569",Sep 29 2006,-
135,Just My Luck,,"$17,326,650","2,543","$17,326,650",May 12 2006,Twentieth Century Fox
136,Annapolis,,"$17,127,992","1,607","$17,127,992",Jan 27 2006,Walt Disney Studios Motion Pictures
137,Capote,,"$17,018,375","1,239","$28,750,530",Sep 30 2006,Sony Pictures Classics
138,Harry Potter and the Goblet of Fire,,"$16,731,856","3,858","$290,013,036",Nov 18 2006,Warner Bros.
139,An American Haunting,,"$16,290,949","1,703","$16,298,046",May 5 2006,Freestyle Releasing
140,Marie Antoinette,,"$15,962,471",870,"$15,962,471",Oct 20 2006,Sony Pictures Releasing
141,Larry the Cable Guy: Health Inspector,,"$15,680,099","1,747","$15,680,099",Mar 24 2006,Lionsgate Films
142,See No Evil,,"$15,032,800","1,270","$15,032,800",May 19 2006,Lionsgate Films
143,Unaccompanied Minors,,"$14,993,733","2,775","$16,655,224",Dec 8 2006,Warner Bros.
144,Tristan + Isolde,,"$14,734,633","1,845","$14,734,633",Jan 13 2006,Twentieth Century Fox
145,Syriana,,"$14,676,762","1,775","$50,824,620",Nov 23 2006,Warner Bros.
146,Everyone's Hero,,"$14,523,101","2,898","$14,523,101",Sep 15 2006,Twentieth Century Fox
147,Hollywoodland,,"$14,425,753","1,551","$14,426,251",Sep 8 2006,Focus Features
148,One Night with the King,,"$13,394,029",909,"$13,395,961",Oct 13 2006,8x Entertainment
149,Friends with Money,,"$13,366,989","1,010","$13,368,437",Apr 7 2006,Sony Pictures Classics
150,Flyboys,,"$13,090,630","2,033","$13,090,630",Sep 22 2006,Metro-Goldwyn-Mayer (MGM)
151,How to Eat Fried Worms,,"$13,040,390","1,870","$13,040,527",Aug 25 2006,New Line Cinema
152,Bon Cop Bad Cop,,"$12,665,721",260,"$12,665,721",Aug 4 2006,Alliance Atlantis Vivafilm
153,The New World,2005 Re-release,"$12,588,149",811,"$12,712,093",Dec 25 2006,New Line Cinema
154,Idlewild,,"$12,571,185",975,"$12,571,185",Aug 25 2006,Universal Pictures
155,The Matador,,"$12,555,022",905,"$12,594,698",Dec 30 2006,The Weinstein Company
156,Freedomland,,"$12,512,886","2,361","$12,512,886",Feb 17 2006,Revolution Studios
157,The Protector,,"$12,044,087","1,541","$12,044,087",Sep 8 2006,Dragon Dynasty
158,Zoom,,"$11,989,328","2,501","$11,989,328",Aug 11 2006,Revolution Studios
159,End of the Spear,,"$11,746,686","1,163","$11,967,000",Jan 20 2006,Rocky Mountain Pictures
160,Dave Chappelle's Block Party,,"$11,720,590","1,200","$11,718,595",Mar 3 2006,Rogue Pictures
161,The Last Kiss,,"$11,614,790","1,359","$11,614,790",Sep 15 2006,DreamWorks
162,Something New,,"$11,469,090","1,265","$11,468,568",Feb 3 2006,Focus Features
163,Material Girls,,"$11,449,638","1,509","$11,449,638",Aug 18 2006,Metro-Goldwyn-Mayer (MGM)
164,Bobby,,"$11,034,972","1,670","$11,242,801",Nov 17 2006,-
165,Black Christmas,,"$10,917,918","1,544","$16,273,581",Dec 25 2006,-
166,Mrs. Henderson Presents,,"$10,661,180",522,"$11,036,366",Dec 9 2006,The Weinstein Company
167,Casanova,,"$10,579,075","1,011","$11,304,403",Dec 25 2006,Walt Disney Studios Motion Pictures
168,Magnificent Desolation: Walking on the Moon,,"$10,571,573",82,"$34,137,524",Sep 23 2006,IMAX
169,Scoop,,"$10,526,261",541,"$10,525,717",Jul 28 2006,Focus Features
170,The Producers,,"$10,134,990",978,"$19,398,532",Dec 16 2006,Universal Pictures
171,Facing the Giants,,"$10,066,143",441,"$10,178,331",Sep 29 2006,IDP Distribution
172,The Fountain,,"$9,930,941","1,472","$10,144,010",Nov 22 2006,Warner Bros.
173,Transamerica,,"$8,770,560",656,"$9,015,303",Dec 2 2006,The Weinstein Company
174,The Nightmare Before Christmas,2006 3D Release,"$8,686,272",168,"$8,700,869",Oct 20 2006,Walt Disney Studios Motion Pictures
175,Tenacious D in the Pick of Destiny,,"$8,311,739","1,919","$8,334,575",Nov 22 2006,New Line Cinema
176,Hoot,,"$8,118,000","3,018","$8,117,637",May 5 2006,New Line Cinema
177,"Good Night, and Good Luck.",,"$8,114,382",929,"$31,558,003",Oct 7 2006,Warner Independent Pictures (WIP)
178,The Night Listener,,"$7,835,046","1,370","$7,836,393",Aug 4 2006,Miramax
179,Slither,,"$7,802,450","1,946","$7,802,450",Mar 31 2006,Universal Pictures
180,The Return,,"$7,750,613","1,986","$7,749,851",Nov 10 2006,Rogue Pictures
181,Doogal,,"$7,438,119","2,319","$7,438,000",Feb 24 2006,The Weinstein Company
182,A Good Year,,"$7,430,241","2,067","$7,459,300",Nov 10 2006,Twentieth Century Fox
183,All the King's Men,,"$7,221,458","1,520","$7,221,458",Sep 22 2006,Sony Pictures Releasing
184,American Dreamz,,"$7,191,830","1,500","$7,191,830",Apr 21 2006,Universal Pictures
185,Phat Girlz,,"$7,061,128","1,060","$7,061,128",Apr 7 2006,-
186,Crossover,,"$7,009,668","1,023","$7,009,668",Sep 1 2006,Sony Pictures Releasing
187,Turistas,,"$6,947,433","1,572","$7,027,762",Dec 1 2006,Fox Atomic
188,Running Scared,,"$6,845,051","1,611","$6,855,137",Feb 24 2006,New Line Cinema
189,Running with Scissors,,"$6,754,898",586,"$7,022,827",Oct 20 2006,Sony Pictures Releasing
190,Grandma's Boy,,"$6,090,172","2,016","$6,090,172",Jan 6 2006,Twentieth Century Fox
191,Basic Instinct 2,,"$5,971,336","1,453","$5,971,336",Mar 31 2006,Sony Pictures Releasing
192,Wild Safari - A South African Adventure,,"$5,811,433",21,"$16,621,530",Apr 8 2006,-
193,Wolf Creek,,"$5,626,960","1,761","$16,188,180",Dec 25 2006,-
194,A Scanner Darkly,,"$5,501,616",263,"$5,501,616",Jul 7 2006,Warner Independent Pictures (WIP)
195,Roving Mars,,"$5,461,675",27,"$10,407,978",Jan 27 2006,Walt Disney Studios Motion Pictures
196,For Your Consideration,,"$5,414,596",625,"$5,549,923",Nov 17 2006,Warner Independent Pictures (WIP)
197,Pride & Prejudice,,"$5,140,796","1,335","$38,405,088",Nov 11 2006,Focus Features
198,The Three Burials of Melquiades Estrada,,"$4,996,040",356,"$5,027,684",Dec 14 2006,Sony Pictures Classics
199,The World's Fastest Indian,,"$4,971,721",251,"$5,128,124",Dec 7 2006,Magnolia Pictures
200,The Libertine,,"$4,790,603",819,"$4,835,065",Nov 25 2006,The Weinstein Company
