rank,title,re_release,gross,num_theaters,total_gross,date,distributor
100,Memoirs of a Geisha,,"$25,323,884","1,654","$57,490,508",Dec 9 2005,Sony Pictures Releasing
101,Ocean's Twelve,,"$25,127,623","3,290","$125,544,280",Dec 10 2005,Warner Bros.
102,Æon Flux,,"$24,845,514","2,608","$25,874,337",Dec 2 2005,Paramount Pictures
103,Rumor Has It...,,"$24,739,906","2,815","$43,000,262",Dec 25 2005,Warner Bros.
104,Unleashed,,"$24,537,116","1,962","$24,537,621",May 13 2005,Rogue Pictures
105,Elektra,,"$24,409,722","3,204","$24,409,722",Jan 14 2005,Twentieth Century Fox
106,Ice Princess,,"$24,402,491","2,501","$24,402,491",Mar 18 2005,Walt Disney Studios Motion Pictures
107,Lord of War,,"$24,149,632","2,814","$24,149,632",Sep 16 2005,Lionsgate Films
108,"Good Night, and Good Luck.",,"$23,443,621",929,"$31,558,003",Oct 7 2005,Warner Independent Pictures (WIP)
109,Hotel Rwanda,,"$23,213,894",824,"$23,530,892",Dec 22 2005,United Artists
110,Two for the Money,,"$22,991,379","2,397","$22,991,379",Oct 7 2005,Universal Pictures
111,National Treasure,,"$22,886,909","3,243","$173,008,894",Nov 19 2005,Walt Disney Studios Motion Pictures
112,Prime,,"$22,827,153","1,837","$22,827,153",Oct 28 2005,Universal Pictures
113,Deuce Bigalow: European Gigolo,,"$22,400,154","3,127","$22,400,154",Aug 12 2005,Sony Pictures Releasing
114,Hustle & Flow,,"$22,202,809","1,016","$22,202,809",Jul 22 2005,Paramount Classics
115,Fat Albert,,"$21,935,948","2,744","$48,116,322",Dec 25 2005,Twentieth Century Fox
116,A Lot Like Love,,"$21,845,719","2,502","$21,845,719",Apr 22 2005,Walt Disney Studios Motion Pictures
117,Land of the Dead,,"$20,700,082","2,253","$20,700,082",Jun 24 2005,Universal Pictures
118,Assault on Precinct 13,,"$20,043,091","2,297","$20,040,895",Jan 19 2005,Rogue Pictures
119,Man of the House,,"$19,699,706","2,422","$19,699,706",Feb 25 2005,Sony Pictures Releasing
120,Valiant,,"$19,478,106","2,016","$19,478,106",Aug 19 2005,Walt Disney Studios Motion Pictures
121,Cursed,,"$19,298,687","2,805","$19,297,522",Feb 25 2005,Dimension Films
122,The Upside of Anger,,"$18,763,647","1,166","$18,761,993",Mar 11 2005,New Line Cinema
123,Into the Blue,,"$18,491,661","2,789","$18,801,234",Sep 30 2005,Sony Pictures Releasing
124,North Country,,"$18,245,513","2,555","$18,337,722",Oct 21 2005,Warner Bros.
125,Pooh's Heffalump Movie,,"$18,098,433","2,529","$18,098,433",Feb 11 2005,Walt Disney Studios Motion Pictures
126,Roll Bounce,,"$17,372,536","1,661","$17,380,866",Sep 23 2005,-
127,The Ringer,,"$17,265,628","1,853","$35,428,675",Dec 23 2005,-
128,Kung Fu Hustle,,"$17,110,460","2,503","$17,108,591",Apr 8 2005,Sony Pictures Classics
129,The Devil's Rejects,,"$17,044,981","1,757","$17,044,981",Jul 22 2005,Lionsgate Films
130,Son of the Mask,,"$17,018,378","2,966","$17,018,422",Feb 18 2005,New Line Cinema
131,Rebound,,"$16,809,014","2,464","$16,809,014",Jul 1 2005,Twentieth Century Fox
132,The Perfect Man,,"$16,535,005","2,090","$16,535,005",Jun 17 2005,Universal Pictures
133,Spanglish,,"$16,240,247","2,587","$42,726,869",Dec 17 2005,Sony Pictures Releasing
134,Waiting...,,"$16,124,543","1,652","$16,124,543",Oct 7 2005,Lionsgate Films
135,The Gospel,,"$15,778,152",983,"$15,778,152",Oct 7 2005,Screen Gems
136,The Greatest Game Ever Played,,"$15,337,393","1,810","$15,337,393",Sep 30 2005,Walt Disney Studios Motion Pictures
137,The Cave,,"$15,007,991","2,195","$15,007,991",Aug 26 2005,Screen Gems
138,Broken Flowers,,"$13,744,960",433,"$13,744,960",Aug 5 2005,Focus Features
139,The Honeymooners,,"$12,843,849","1,912","$12,843,849",Jun 10 2005,Paramount Pictures
140,The Life Aquatic with Steve Zissou,,"$12,659,078","1,105","$24,020,403",Dec 10 2005,Walt Disney Studios Motion Pictures
141,The Incredibles,,"$12,501,327","3,933","$261,441,092",Nov 5 2005,Walt Disney Studios Motion Pictures
142,The Weather Man,,"$12,482,775","1,510","$12,482,775",Oct 28 2005,Paramount Pictures
143,Brokeback Mountain,,"$12,427,578","2,089","$83,043,761",Dec 9 2005,Focus Features
144,Munich,,"$12,275,660","1,498","$47,403,685",Dec 23 2005,Universal Pictures
145,Capote,,"$11,732,609","1,239","$28,750,530",Sep 30 2005,Sony Pictures Classics
146,Lords of Dogtown,,"$11,273,517","1,865","$11,273,517",Jun 3 2005,Sony Pictures Releasing
147,The Polar Express,,"$11,153,453","3,650","$162,775,358",Nov 10 2005,Warner Bros.
148,Wolf Creek,,"$10,561,220","1,761","$16,188,180",Dec 25 2005,-
149,In the Mix,,"$10,223,896","1,608","$10,223,896",Nov 23 2005,Lionsgate Films
150,Domino,,"$10,168,709","2,223","$10,169,202",Oct 14 2005,New Line Cinema
151,The Great Raid,,"$10,167,373",920,"$10,167,373",Aug 12 2005,Miramax
152,Shopgirl,,"$10,063,697",493,"$10,284,523",Oct 21 2005,Walt Disney Studios Motion Pictures
153,Cry Wolf,,"$10,047,616","1,789","$10,047,674",Sep 16 2005,Rogue Pictures
154,The Polar Express,2005 IMAX Release,"$9,643,722",66,"$10,900,597",Nov 23 2005,Warner Bros.
155,Darkness,,"$9,292,014","1,718","$22,163,442",Dec 25 2005,Dimension Films
156,The Producers,,"$9,263,542",978,"$19,398,532",Dec 16 2005,Universal Pictures
157,The Ice Harvest,,"$9,016,782","1,555","$9,016,782",Nov 23 2005,Focus Features
158,An Unfinished Life,,"$8,584,261",888,"$8,586,392",Sep 9 2005,Miramax
159,The Man,,"$8,330,303","2,040","$8,330,720",Sep 9 2005,New Line Cinema
160,Closer,,"$8,229,888","1,098","$33,987,757",Dec 3 2005,Sony Pictures Releasing
161,Mad Hot Ballroom,,"$8,046,040",202,"$8,117,961",May 13 2005,Paramount Classics
162,Aliens of the Deep,,"$7,535,409",27,"$8,968,684",Jan 28 2005,Walt Disney Studios Motion Pictures
163,Proof,,"$7,535,331",517,"$7,535,331",Sep 16 2005,Miramax
164,House of Flying Daggers,,"$7,485,627","1,189","$11,050,094",Dec 3 2005,Sony Pictures Classics
165,Space Station 3D,,"$7,483,064",64,"$93,383,953",Apr 19 2005,IMAX
166,Ladies in Lavender,,"$6,765,081",119,"$6,765,081",Apr 29 2005,IDP Distribution
167,Bride & Prejudice,,"$6,605,592",288,"$6,605,592",Feb 11 2005,Miramax
168,Millions,,"$6,584,159",340,"$6,584,159",Mar 11 2005,-
169,Flight of the Phoenix,,"$6,450,040","2,604","$21,009,180",Dec 17 2005,Twentieth Century Fox
170,The Aristocrats,,"$6,360,237",234,"$6,377,461",Jul 29 2005,THINKFilm
171,The Jacket,,"$6,303,762","1,331","$6,303,762",Mar 4 2005,Warner Independent Pictures (WIP)
172,Magnificent Desolation: Walking on the Moon,,"$6,015,875",82,"$34,137,524",Sep 23 2005,IMAX
173,Underclassman,,"$5,656,612","1,132","$5,655,459",Sep 2 2005,Miramax
174,Blade: Trinity,,"$5,579,963","2,912","$52,411,906",Dec 8 2005,New Line Cinema
175,Downfall,,"$5,509,040",174,"$5,509,040",Feb 18 2005,Newmarket Films
176,Beyond the Sea,,"$5,307,776",383,"$6,318,709",Dec 17 2005,Lionsgate Films
177,Alone in the Dark,,"$5,178,569","2,124","$5,178,569",Jan 28 2005,Lionsgate Films
178,The Squid and the Whale,,"$4,986,790",151,"$7,372,734",Oct 5 2005,IDP Distribution
179,Wild Safari - A South African Adventure,,"$4,849,356",21,"$16,621,530",Apr 8 2005,-
180,Howl's Moving Castle,,"$4,711,096",202,"$4,711,096",Jun 10 2005,Walt Disney Studios Motion Pictures
181,Ong-Bak: The Thai Warrior,,"$4,563,167",387,"$4,563,167",Feb 11 2005,Magnolia Pictures
182,Mindhunters,,"$4,480,469","1,040","$4,480,744",May 13 2005,Dimension Films
183,A Very Long Engagement,,"$4,396,424",219,"$6,524,389",Nov 26 2005,Warner Independent Pictures (WIP)
184,The SpongeBob SquarePants Movie,,"$4,311,650","3,307","$85,417,988",Nov 19 2005,Paramount Pictures
185,Being Julia,,"$4,220,370",328,"$7,739,049",Oct 15 2005,Sony Pictures Classics
186,Kiss Kiss Bang Bang,,"$4,205,036",226,"$4,243,756",Oct 21 2005,Warner Bros.
187,Enron: The Smartest Guys in the Room,,"$4,071,700",151,"$4,071,700",Apr 22 2005,Magnolia Pictures
188,Ray,,"$4,053,245","2,474","$75,331,600",Oct 29 2005,Universal Pictures
189,King's Ransom,,"$4,008,193","1,508","$4,008,527",Apr 22 2005,New Line Cinema
190,Kinsey,,"$3,928,716",588,"$10,254,979",Nov 12 2005,-
191,Me and You and Everyone We Know,,"$3,885,134",160,"$3,885,134",Jun 17 2005,IFC Films
192,Melinda and Melinda,,"$3,826,280",302,"$3,826,280",Mar 18 2005,-
193,The Merchant of Venice,,"$3,719,849",107,"$3,765,585",Dec 29 2005,Sony Pictures Classics
194,High Tension,,"$3,681,066","1,323","$3,681,066",Jun 10 2005,Lionsgate Films
195,Bad Education,,"$3,675,806",106,"$5,211,842",Nov 19 2005,Sony Pictures Classics
196,Stay,,"$3,626,883","1,684","$3,626,883",Oct 21 2005,Twentieth Century Fox
197,Born Into Brothels: Calcutta's Red Light Kids,,"$3,468,989",127,"$3,515,061",Dec 8 2005,THINKFilm
198,Rize,,"$3,336,391",352,"$3,336,391",Jun 24 2005,Lionsgate Films
199,Grizzly Man,,"$3,178,403",105,"$3,178,403",Aug 12 2005,Lionsgate Films
200,Supercross,,"$3,102,550","1,621","$3,102,550",Aug 17 2005,Twentieth Century Fox
