rank,title,re_release,gross,num_theaters,total_gross,date,distributor
126,The Founder,,"$12,786,053","1,115","$12,786,053",Jan 19 2017,The Weinstein Company
127,All the Money in the World,,"$12,712,380","2,123","$25,113,707",Dec 25 2017,TriStar Pictures
128,Battle of the Sexes,,"$12,638,526","1,822","$12,638,526",Sep 22 2017,-
129,Before I Fall,,"$12,241,122","2,346","$12,241,122",Mar 3 2017,Open Road Films (II)
130,"Roman J. Israel, Esq.",,"$11,851,274","1,669","$11,962,778",Nov 17 2017,Sony Pictures Releasing
131,Unforgettable,,"$11,368,012","2,417","$11,368,012",Apr 21 2017,Warner Bros.
132,Fantastic Beasts and Where to Find Them,,"$11,362,002","4,144","$234,037,575",Nov 18 2017,Warner Bros.
133,The Beguiled,,"$10,709,995",941,"$10,709,995",Jun 23 2017,Focus Features
134,Live by Night,,"$10,283,585","2,822","$10,378,555",Dec 25 2017,Warner Bros.
135,The Belko Experiment,,"$10,166,820","1,341","$10,166,820",Mar 17 2017,BH Tilt
136,Thank You for Your Service,,"$9,536,300","2,083","$9,536,300",Oct 27 2017,Universal Pictures
137,Marshall,,"$9,468,318",821,"$10,051,659",Oct 13 2017,Open Road Films (II)
138,Rock Dog,,"$9,420,546","2,077","$9,420,546",Feb 24 2017,Lionsgate Films
139,Arrival,,"$8,870,040","3,115","$100,546,139",Nov 11 2017,Paramount Pictures
140,The Lost City of Z,,"$8,580,410",866,"$8,580,410",Apr 14 2017,Bleecker Street Media
141,The Promise,,"$8,224,288","2,251","$8,224,288",Apr 21 2017,Open Road Films (II)
142,A Cure for Wellness,,"$8,106,986","2,704","$8,106,986",Feb 17 2017,Twentieth Century Fox
143,The Space Between Us,,"$7,885,294","2,812","$7,885,294",Feb 3 2017,STX Entertainment
144,Jackie,,"$7,490,669",508,"$13,960,394",Dec 2 2017,-
145,Gold,,"$7,227,038","2,166","$7,227,038",Jan 27 2017,The Weinstein Company
146,Let There Be Light,,"$7,208,088",774,"$7,233,471",Oct 27 2017,Atlas Distribution Company
147,I Am Not Your Negro,,"$7,123,919",320,"$7,123,919",Feb 3 2017,Magnolia Pictures
148,Beatriz at Dinner,,"$7,115,854",683,"$7,115,854",Jun 9 2017,Roadside Attractions
149,Birth of the Dragon,,"$6,901,965","1,633","$6,901,965",Aug 25 2017,BH Tilt
150,Silence,,"$6,823,622","1,580","$7,100,177",Dec 23 2017,Paramount Pictures
151,The Snowman,,"$6,700,035","1,815","$6,700,035",Oct 20 2017,Universal Pictures
152,Collateral Beauty,,"$6,673,543","3,028","$31,016,021",Dec 16 2017,Warner Bros.
153,Same Kind of Different as Me,,"$6,394,006","1,362","$6,423,605",Oct 20 2017,Pure Flix Entertainment
154,Lowriders,,"$6,303,560",365,"$6,303,560",May 12 2017,BH Tilt
155,Loving Vincent,,"$6,240,935",218,"$6,735,118",Sep 22 2017,Good Deed Entertainment
156,Maudie,,"$6,171,598",233,"$6,170,998",Apr 14 2017,Sony Pictures Classics
157,Just Getting Started,,"$6,034,990","2,161","$6,069,605",Dec 8 2017,Broad Green Pictures
158,All Saints,,"$5,802,208",846,"$5,802,208",Aug 25 2017,Affirm Films
159,Suburbicon,,"$5,775,178","2,046","$5,775,178",Oct 27 2017,Paramount Pictures
160,Paris Can Wait,,"$5,617,731",447,"$5,617,731",May 12 2017,Sony Pictures Classics
161,The Man Who Invented Christmas,,"$5,575,759",720,"$5,676,486",Nov 22 2017,Bleecker Street Media
162,20th Century Women,,"$5,526,783",650,"$5,664,764",Dec 28 2017,A24
163,Molly's Game,,"$5,377,480","1,708","$28,780,744",Dec 25 2017,STX Entertainment
164,The Florida Project,,"$5,297,299",229,"$5,904,366",Oct 6 2017,A24
165,Your Name.,,"$5,017,246",311,"$5,017,246",Apr 7 2017,FUNimation Entertainment
166,Office Christmas Party,,"$4,952,318","3,210","$54,767,494",Dec 9 2017,Paramount Pictures
167,A Beautiful Planet,,"$4,676,580",155,"$15,650,615",Apr 29 2017,IMAX
168,Tiger Zinda Hai,,"$4,572,231",299,"$5,560,921",Dec 22 2017,Yash Raj Films
169,Call Me by Your Name,,"$4,516,120",914,"$18,095,701",Nov 24 2017,Sony Pictures Classics
170,The Book of Henry,,"$4,504,974",650,"$4,504,974",Jun 16 2017,Focus Features
171,Stronger,,"$4,211,129",645,"$4,211,129",Sep 22 2017,Roadside Attractions
172,The Hero,,"$4,077,333",447,"$4,077,333",Jun 9 2017,The Orchard
173,Dangal,,"$4,037,118",338,"$12,391,761",Dec 21 2017,UTV Motion Pictures
174,Sleight,,"$3,986,245",591,"$3,986,245",Apr 28 2017,BH Tilt
175,A United Kingdom,,"$3,902,185",317,"$3,902,185",Feb 10 2017,-
176,Norman,,"$3,814,868",373,"$3,814,868",Apr 14 2017,Sony Pictures Classics
177,Friend Request,,"$3,759,078","2,573","$3,759,078",Sep 22 2017,Entertainment Studios Motion Pictures
178,A Monster Calls,,"$3,676,757","1,523","$3,740,823",Dec 23 2017,Focus Features
179,Table 19,,"$3,614,896",868,"$3,614,896",Mar 3 2017,-
180,Their Finest,,"$3,603,484",330,"$3,603,484",Apr 7 2017,STX Entertainment
181,Phoenix Forgotten,,"$3,600,146","1,626","$3,600,146",Apr 21 2017,Cinelou Films
182,Trolls,,"$3,576,772","4,066","$153,856,089",Nov 4 2017,Twentieth Century Fox
183,An Inconvenient Sequel: Truth to Power,,"$3,496,795",556,"$3,496,795",Jul 28 2017,Paramount Pictures
184,Til Death Do Us Part,,"$3,455,268",562,"$3,455,267",Sep 29 2017,-
185,Raees,,"$3,262,954",265,"$3,262,954",Jan 25 2017,-
186,Close Encounters of the Third Kind,2017 Re-release,"$3,100,479",901,"$3,100,479",Sep 1 2017,Sony Pictures Releasing
187,Colossal,,"$3,029,287",327,"$3,029,287",Apr 7 2017,Neon
188,Ingrid Goes West,,"$3,024,308",647,"$3,024,308",Aug 11 2017,Neon
189,Leap!,,"$2,844,490",237,"$2,844,490",Feb 24 2017,Entertainment One
190,The Oscar Nominated Short Films 2017: Live Action,,"$2,835,355",272,"$2,835,355",Feb 10 2017,Shorts International
191,Kedi,,"$2,835,047",130,"$2,835,047",Feb 10 2017,Oscilloscope
192,Doctor Strange,,"$2,765,583","3,882","$232,641,920",Nov 4 2017,Walt Disney Studios Motion Pictures
193,Hacksaw Ridge,,"$2,746,401","2,971","$67,209,615",Nov 4 2017,Lionsgate Films
194,Wolf Warrior 2,,"$2,721,100",53,"$2,721,100",Jul 28 2017,The H Collective
195,My Cousin Rachel,,"$2,716,368",531,"$2,716,368",Jun 9 2017,-
196,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,,"$2,620,183",532,"$2,620,183",Aug 26 2017,Fathom Events
197,A Question of Faith,,"$2,587,072",661,"$2,587,072",Sep 29 2017,Pure Flix Entertainment
198,Is Genesis History?,,"$2,570,392",704,"$2,570,392",Feb 23 2017,Fathom Events
199,Disney's Newsies: The Broadway Musical!,,"$2,545,060",780,"$2,545,060",Feb 18 2017,Fathom Events
200,IN OUR HANDS: Battle for Jerusalem,,"$2,534,370",733,"$2,534,370",May 23 2017,Fathom Events
