rank,title,re_release,gross,num_theaters,total_gross,date,distributor
94,The Mortal Instruments: City of Bones,,"$31,165,421","3,118","$31,165,421",Aug 21 2013,Screen Gems
95,Delivery Man,,"$29,704,884","3,036","$30,664,106",Nov 22 2013,Walt Disney Studios Motion Pictures
96,One Direction: This Is Us,,"$28,873,374","2,735","$28,873,374",Aug 30 2013,TriStar Pictures
97,Kick-Ass 2,,"$28,795,985","2,945","$28,795,985",Aug 16 2013,Universal Pictures
98,This Is 40,,"$28,592,545","2,931","$67,544,505",Dec 21 2013,Universal Pictures
99,Argo,,"$27,304,583","3,247","$136,025,503",Oct 12 2013,Warner Bros.
100,Rush,,"$26,947,624","2,308","$26,947,624",Sep 20 2013,Universal Pictures
101,The Host,,"$26,627,201","3,202","$26,627,201",Mar 29 2013,Open Road Films (II)
102,The World's End,,"$26,004,851","1,553","$26,004,851",Aug 23 2013,Focus Features
103,21 & Over,,"$25,682,380","2,771","$25,682,380",Mar 1 2013,Relativity Media
104,Escape Plan,,"$24,977,645","2,883","$25,135,965",Oct 18 2013,Lionsgate Films
105,Don Jon,,"$24,469,383","2,422","$24,477,704",Sep 27 2013,Relativity Media
106,Walking with Dinosaurs 3D,,"$24,345,767","3,243","$36,076,121",Dec 20 2013,Twentieth Century Fox
107,47 Ronin,,"$23,852,775","2,690","$38,362,475",Dec 25 2013,Universal Pictures
108,The Incredible Burt Wonderstone,,"$22,537,881","3,160","$22,537,881",Mar 15 2013,Warner Bros.
109,The Big Wedding,,"$21,819,348","2,633","$21,819,348",Apr 26 2013,Lionsgate Films
110,Mud,,"$21,590,086",960,"$21,590,086",Apr 26 2013,Roadside Attractions
111,Baggage Claim,,"$21,569,509","2,230","$21,569,509",Sep 27 2013,-
112,The Way Way Back,,"$21,506,546","1,001","$21,506,546",Jul 5 2013,-
113,The Place Beyond the Pines,,"$21,403,519","1,584","$21,403,519",Mar 29 2013,Focus Features
114,Homefront,,"$20,122,876","2,570","$20,158,898",Nov 27 2013,Open Road Films (II)
115,Broken City,,"$19,701,164","2,622","$19,701,164",Jan 18 2013,Twentieth Century Fox
116,Beautiful Creatures,,"$19,452,138","2,950","$19,452,138",Feb 14 2013,Warner Bros.
117,Runner Runner,,"$19,316,646","3,026","$19,316,646",Oct 4 2013,Twentieth Century Fox
118,You're Next,,"$18,494,006","2,437","$18,494,006",Aug 23 2013,Lionsgate Films
119,The Impossible,,"$18,491,079",886,"$19,019,882",Dec 21 2013,Lionsgate Films
120,Quartet,,"$18,390,117",725,"$18,390,117",Jan 11 2013,The Weinstein Company
121,The Book Thief,,"$18,214,732","1,316","$21,488,481",Nov 8 2013,Twentieth Century Fox
122,Admission,,"$18,007,317","2,161","$18,007,317",Mar 22 2013,Focus Features
123,Parker,,"$17,616,641","2,238","$17,616,641",Jan 25 2013,FilmDistrict
124,Enough Said,,"$17,464,587",835,"$17,550,872",Sep 18 2013,-
125,Dark Skies,,"$17,418,667","2,313","$17,418,667",Feb 22 2013,-
126,Philomena,,"$17,312,034","1,225","$37,709,979",Nov 22 2013,The Weinstein Company
127,The Counselor,,"$16,952,766","3,044","$16,973,715",Oct 25 2013,Twentieth Century Fox
128,Grudge Match,,"$16,240,226","2,856","$29,807,260",Dec 25 2013,Warner Bros.
129,Jobs,,"$16,131,410","2,381","$16,131,410",Aug 16 2013,Open Road Films (II)
130,Fruitvale Station,,"$16,101,339","1,086","$16,101,339",Jul 12 2013,The Weinstein Company
131,Dallas Buyers Club,,"$15,847,213","1,110","$27,298,285",Nov 1 2013,Focus Features
132,About Time,,"$15,322,921","1,280","$15,322,921",Nov 1 2013,Universal Pictures
133,The Last Exorcism Part II,,"$15,179,302","2,700","$15,179,302",Mar 1 2013,CBS Films
134,The Guilt Trip,,"$14,363,294","2,431","$37,134,215",Dec 19 2013,Paramount Pictures
135,Spring Breakers,,"$14,124,284","1,379","$14,124,284",Mar 15 2013,A24
136,"Monsters, Inc.",2012 3D Release,"$14,029,026","2,618","$34,043,006",Dec 19 2013,Walt Disney Studios Motion Pictures
137,Skyfall,,"$13,456,006","3,526","$304,360,277",Nov 9 2013,Sony Pictures Releasing
138,Wreck-It Ralph,,"$13,432,870","3,752","$189,422,889",Nov 2 2013,Walt Disney Studios Motion Pictures
139,Rise of the Guardians,,"$12,075,099","3,672","$103,412,758",Nov 21 2013,DreamWorks
140,The Last Stand,,"$12,050,299","2,913","$12,050,299",Jan 18 2013,Lionsgate Films
141,Out of the Furnace,,"$11,140,012","2,101","$11,330,849",Dec 4 2013,Relativity Media
142,Dead Man Down,,"$10,895,295","2,188","$10,895,295",Mar 8 2013,FilmDistrict
143,Getaway,,"$10,501,938","2,135","$10,501,938",Aug 30 2013,Warner Bros.
144,Bullet to the Head,,"$9,489,829","2,404","$9,489,829",Feb 1 2013,Warner Bros.
145,Peeples,,"$9,177,065","2,041","$9,177,065",May 10 2013,Lionsgate Films
146,Battle of the Year,,"$8,888,355","2,008","$8,888,355",Sep 20 2013,Screen Gems
147,Movie 43,,"$8,840,453","2,023","$8,840,453",Jan 25 2013,Relativity Media
148,Before Midnight,,"$8,114,627",897,"$8,114,627",May 24 2013,Sony Pictures Classics
149,Machete Kills,,"$8,008,161","2,538","$8,008,161",Oct 11 2013,Open Road Films (II)
150,Paranoia,,"$7,388,654","2,459","$7,388,654",Aug 16 2013,Relativity Media
151,Promised Land,,"$7,371,538","1,676","$7,597,898",Dec 28 2013,Focus Features
152,Dhoom 3,,"$7,194,748",239,"$8,031,955",Dec 20 2013,Yash Raj Films
153,Black Nativity,,"$7,004,330","1,525","$7,018,189",Nov 27 2013,-
154,The Spectacular Now,,"$6,854,611",770,"$6,854,611",Aug 2 2013,A24
155,The Grandmaster,,"$6,594,959",804,"$6,594,959",Aug 23 2013,The Weinstein Company
156,Amour,,"$6,511,320",333,"$6,739,492",Dec 19 2013,Sony Pictures Classics
157,Hubble,,"$6,177,621",151,"$52,522,904",Mar 19 2013,Warner Bros.
158,Nebraska,,"$6,058,098",968,"$17,654,912",Nov 15 2013,Paramount Pictures
159,All Is Lost,,"$5,972,093",483,"$6,263,670",Oct 18 2013,Roadside Attractions
160,The Twilight Saga: Breaking Dawn - Part 2,,"$5,901,844","4,070","$292,324,737",Nov 16 2013,Lionsgate Films
161,The Bling Ring,,"$5,845,733",650,"$5,845,732",Jun 14 2013,A24
162,Pulling Strings,,"$5,842,961",438,"$5,842,961",Oct 4 2013,Lionsgate Films
163,Closed Circuit,,"$5,750,401",870,"$5,750,401",Aug 28 2013,Focus Features
164,The Wizard of Oz,2013 3D/IMAX Release,"$5,633,202",318,"$5,633,202",Sep 20 2013,Warner Bros.
165,Chennai Express,,"$5,307,960",196,"$5,307,960",Aug 8 2013,UTV Motion Pictures
166,Mandela: Long Walk to Freedom,,"$5,236,120","1,010","$8,323,085",Nov 29 2013,The Weinstein Company
167,Inside Llewyn Davis,,"$5,198,928",729,"$13,235,319",Dec 6 2013,CBS Films
168,The Company You Keep,,"$5,133,027",807,"$5,133,027",Apr 5 2013,Sony Pictures Classics
169,Justin Bieber's Believe,,"$4,881,936","1,037","$6,206,566",Dec 25 2013,Open Road Films (II)
170,20 Feet from Stardom,,"$4,815,564",147,"$4,946,445",Jun 14 2013,RADiUS-TWC
171,Hyde Park on Hudson,,"$4,486,248",246,"$6,376,145",Dec 7 2013,Focus Features
172,Cirque du Soleil: Worlds Away,,"$4,422,021",840,"$12,512,862",Dec 21 2013,Paramount Pictures
173,Much Ado About Nothing,,"$4,328,849",222,"$4,328,849",Jun 7 2013,Roadside Attractions
174,Frances Ha,,"$4,069,826",233,"$4,069,826",May 17 2013,IFC Films
175,Yeh Jawaani Hai Deewani,,"$3,827,466",161,"$3,827,466",May 31 2013,Eros Worldwide
176,The To Do List,,"$3,491,669",591,"$3,491,669",Jul 26 2013,CBS Films
177,Metallica Through the Never,,"$3,419,967",589,"$3,419,967",Sep 27 2013,-
178,Emperor,,"$3,346,275",311,"$3,346,265",Mar 8 2013,Roadside Attractions
179,Stand Up Guys,,"$3,310,031",670,"$3,310,031",Feb 1 2013,Lionsgate Films
180,The Fifth Estate,,"$3,255,008","1,769","$3,255,008",Oct 18 2013,Walt Disney Studios Motion Pictures
181,Love Is All You Need,,"$3,180,709",101,"$1,631,709",May 3 2013,Sony Pictures Classics
182,Top Gun,2013 3D Release,"$3,018,873",300,"$3,018,873",Feb 8 2013,Paramount Pictures
183,In a World...,,"$2,963,902",144,"$2,963,902",Aug 9 2013,Roadside Attractions
184,To the Arctic 3D,,"$2,925,326",52,"$14,560,838",Apr 20 2013,Warner Bros.
185,Home Run,,"$2,861,020",381,"$2,861,020",Apr 19 2013,The Samuel Goldwyn Company
186,Filly Brown,,"$2,850,357",259,"$2,850,357",Apr 19 2013,Lionsgate Films
187,Hotel Transylvania,,"$2,775,193","3,375","$148,313,048",Sep 28 2013,Sony Pictures Releasing
188,Goliyon Ki Raasleela Ram Leela,,"$2,738,863",204,"$2,738,863",Nov 15 2013,Eros Worldwide
189,Space Station 3D,,"$2,616,192",64,"$93,383,953",Apr 19 2013,IMAX
190,Grace Unplugged,,"$2,507,201",511,"$2,507,201",Oct 4 2013,Roadside Attractions
191,The Sapphires,,"$2,450,867",126,"$2,450,867",Mar 22 2013,The Weinstein Company
192,The Gatekeepers,,"$2,415,727",131,"$2,415,727",Feb 1 2013,Sony Pictures Classics
193,I'm in Love with a Church Girl,,"$2,387,730",458,"$2,387,730",Oct 18 2013,High Top Releasing
194,No,,"$2,343,664",99,"$2,343,664",Feb 15 2013,Sony Pictures Classics
195,Trance,,"$2,328,743",443,"$2,328,743",Apr 5 2013,-
196,The East,,"$2,301,839",195,"$2,301,839",May 31 2013,-
197,Renoir,,"$2,293,798",86,"$2,293,798",Mar 29 2013,The Samuel Goldwyn Company
198,The Christmas Candle,,"$2,252,400",392,"$2,258,620",Nov 15 2013,EchoLight Studios
199,Krrish 3,,"$2,191,534",208,"$2,191,534",Nov 1 2013,Eros Worldwide
200,Oldboy,,"$2,190,524",583,"$2,193,658",Nov 27 2013,FilmDistrict
