rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Iron Man 3,,"$409,013,994","4,253","$409,013,994",May 3 2013,Walt Disney Studios Motion Pictures
2,The Hunger Games: Catching Fire,,"$395,526,705","4,163","$424,668,047",Nov 22 2013,Lionsgate Films
3,Despicable Me 2,,"$367,793,270","4,003","$368,065,385",Jul 3 2013,Universal Pictures
4,Man of Steel,,"$291,045,518","4,207","$291,045,518",Jun 14 2013,Warner Bros.
5,Monsters University,,"$268,492,764","4,004","$268,492,764",Jun 21 2013,Walt Disney Studios Motion Pictures
6,Frozen,,"$263,092,648","3,742","$400,738,009",Nov 22 2013,Walt Disney Studios Motion Pictures
7,Gravity,,"$254,861,229","3,820","$274,092,705",Oct 4 2013,Warner Bros.
8,Fast & Furious 6,,"$238,679,850","3,771","$238,679,850",May 24 2013,Universal Pictures
9,Oz the Great and Powerful,,"$234,911,825","3,912","$234,911,825",Mar 8 2013,Walt Disney Studios Motion Pictures
10,Star Trek Into Darkness,,"$228,778,661","3,907","$228,778,661",May 16 2013,Paramount Pictures
11,Thor: The Dark World,,"$202,651,732","3,841","$206,362,140",Nov 8 2013,Walt Disney Studios Motion Pictures
12,World War Z,,"$202,359,711","3,607","$202,359,711",Jun 21 2013,Paramount Pictures
13,The Hobbit: The Desolation of Smaug,,"$201,542,078","3,928","$258,366,855",Dec 13 2013,Warner Bros.
14,The Croods,,"$187,168,425","4,065","$187,168,425",Mar 22 2013,Twentieth Century Fox
15,The Heat,,"$159,582,188","3,184","$159,582,188",Jun 28 2013,Twentieth Century Fox
16,We're the Millers,,"$150,394,119","3,445","$150,394,119",Aug 7 2013,Warner Bros.
17,The Great Gatsby,,"$144,840,419","3,550","$144,840,419",May 10 2013,Warner Bros.
18,The Conjuring,,"$137,400,141","3,115","$137,400,141",Jul 19 2013,Warner Bros.
19,Identity Thief,,"$134,506,920","3,230","$134,506,920",Feb 8 2013,Universal Pictures
20,Grown Ups 2,,"$133,668,525","3,491","$133,668,525",Jul 12 2013,Sony Pictures Releasing
21,The Wolverine,,"$132,556,852","3,924","$132,556,852",Jul 26 2013,Twentieth Century Fox
22,G.I. Joe: Retaliation,,"$122,523,060","3,734","$122,523,060",Mar 28 2013,Paramount Pictures
23,Now You See Me,,"$117,723,989","3,082","$117,723,989",May 31 2013,Lionsgate Films
24,Cloudy with a Chance of Meatballs 2,,"$116,857,454","4,001","$119,793,567",Sep 27 2013,Sony Pictures Releasing
25,The Butler,,"$116,180,128","3,330","$116,632,095",Aug 16 2013,The Weinstein Company
26,The Hangover Part III,,"$112,200,072","3,565","$112,200,072",May 23 2013,Warner Bros.
27,Epic,,"$107,518,682","3,894","$107,518,682",May 24 2013,Twentieth Century Fox
28,Captain Phillips,,"$104,638,057","3,143","$107,100,855",Oct 11 2013,Sony Pictures Releasing
29,Silver Linings Playbook,,"$103,633,972","2,809","$132,092,958",Nov 16 2013,The Weinstein Company
30,Pacific Rim,,"$101,802,906","3,285","$101,802,906",Jul 12 2013,Warner Bros.
31,This Is the End,,"$101,470,202","3,055","$101,470,202",Jun 12 2013,Sony Pictures Releasing
32,Jackass Presents: Bad Grandpa,,"$101,337,759","3,345","$102,003,019",Oct 25 2013,Paramount Pictures
33,Olympus Has Fallen,,"$98,925,640","3,106","$98,925,640",Mar 22 2013,FilmDistrict
34,42,,"$95,020,213","3,405","$95,020,213",Apr 12 2013,Warner Bros.
35,Zero Dark Thirty,,"$94,277,984","2,946","$95,720,716",Dec 19 2013,Sony Pictures Releasing
36,Django Unchained,,"$94,199,823","3,012","$162,805,434",Dec 25 2013,The Weinstein Company
37,Elysium,,"$93,050,117","3,284","$93,050,117",Aug 9 2013,TriStar Pictures
38,Anchorman 2: The Legend Continues,,"$90,579,768","3,507","$125,168,368",Dec 18 2013,Paramount Pictures
39,Planes,,"$90,288,712","3,716","$90,288,712",Aug 9 2013,Walt Disney Studios Motion Pictures
40,The Lone Ranger,,"$89,302,115","3,904","$89,302,115",Jul 3 2013,Walt Disney Studios Motion Pictures
41,Oblivion,,"$89,107,235","3,792","$89,107,235",Apr 19 2013,Universal Pictures
42,Insidious: Chapter 2,,"$83,586,447","3,155","$83,586,447",Sep 13 2013,FilmDistrict
43,Turbo,,"$83,028,128","3,809","$83,028,128",Jul 17 2013,Twentieth Century Fox
44,Les Misérables,,"$75,842,530","2,927","$148,809,770",Dec 25 2013,Universal Pictures
45,2 Guns,,"$75,612,460","3,028","$75,612,460",Aug 2 2013,Universal Pictures
46,The Hobbit: An Unexpected Journey,,"$74,456,964","4,100","$303,003,568",Dec 14 2013,Warner Bros.
47,White House Down,,"$73,103,784","3,222","$73,103,784",Jun 28 2013,Sony Pictures Releasing
48,Mama,,"$71,628,180","2,781","$71,628,180",Jan 18 2013,Universal Pictures
49,Safe Haven,,"$71,349,120","3,223","$71,349,120",Feb 14 2013,Relativity Media
50,The Smurfs 2,,"$71,017,784","3,867","$71,017,784",Jul 31 2013,Sony Pictures Releasing
51,The Best Man Holiday,,"$70,313,550","2,041","$70,525,195",Nov 15 2013,Universal Pictures
52,Percy Jackson: Sea of Monsters,,"$68,481,744","3,080","$68,559,554",Aug 7 2013,Twentieth Century Fox
53,American Hustle,,"$67,518,524","2,629","$150,117,807",Dec 13 2013,Sony Pictures Releasing
54,A Good Day to Die Hard,,"$67,349,198","3,555","$67,349,198",Feb 14 2013,Twentieth Century Fox
55,Warm Bodies,,"$66,380,662","3,009","$66,380,662",Feb 1 2013,Lionsgate Films
56,Jack the Giant Slayer,,"$65,187,603","3,525","$65,187,603",Mar 1 2013,Warner Bros.
57,The Purge,,"$64,473,115","2,591","$64,473,115",Jun 7 2013,Universal Pictures
58,Last Vegas,,"$62,791,595","3,237","$63,914,167",Nov 1 2013,CBS Films
59,Ender's Game,,"$61,283,464","3,407","$61,737,191",Nov 1 2013,Lionsgate Films
60,Prisoners,,"$61,002,302","3,290","$61,002,302",Sep 20 2013,Warner Bros.
61,After Earth,,"$60,522,097","3,401","$60,522,097",May 31 2013,Sony Pictures Releasing
62,Escape from Planet Earth,,"$57,012,977","3,353","$57,012,977",Feb 15 2013,The Weinstein Company
63,Hansel & Gretel: Witch Hunters,,"$55,703,475","3,375","$55,703,475",Jan 25 2013,Paramount Pictures
64,Free Birds,,"$54,542,536","3,736","$55,750,480",Nov 1 2013,Relativity Media
65,Evil Dead,,"$54,239,856","3,025","$54,239,856",Apr 5 2013,TriStar Pictures
66,RED 2,,"$53,262,560","3,016","$53,262,560",Jul 19 2013,Lionsgate Films
67,Temptation: Confessions of a Marriage Counselor,,"$51,975,354","2,047","$51,975,354",Mar 29 2013,Lionsgate Films
68,The Call,,"$51,872,378","2,507","$51,872,378",Mar 15 2013,TriStar Pictures
69,Pain & Gain,,"$49,875,291","3,303","$49,875,291",Apr 26 2013,Paramount Pictures
70,Lincoln,,"$48,018,876","2,293","$182,207,973",Nov 9 2013,Walt Disney Studios Motion Pictures
71,Gangster Squad,,"$46,000,903","3,103","$46,000,903",Jan 11 2013,Warner Bros.
72,Jurassic Park,2013 Re-release,"$45,385,935","2,778","$45,385,935",Apr 5 2013,Universal Pictures
73,A Madea Christmas,,"$45,282,853","2,194","$52,543,354",Dec 13 2013,Lionsgate Films
74,The Internship,,"$44,672,764","3,399","$44,672,764",Jun 7 2013,Twentieth Century Fox
75,Instructions Not Included,,"$44,467,206",978,"$44,467,206",Aug 30 2013,Lionsgate Films
76,Saving Mr. Banks,,"$44,087,469","2,671","$83,301,580",Dec 13 2013,Walt Disney Studios Motion Pictures
77,Parental Guidance,,"$43,273,946","3,368","$77,267,296",Dec 25 2013,Twentieth Century Fox
78,Snitch,,"$42,930,462","2,511","$42,930,462",Feb 22 2013,Lionsgate Films
79,Riddick,,"$42,025,135","3,117","$42,025,135",Sep 6 2013,Universal Pictures
80,The Wolf of Wall Street,,"$41,448,935","2,557","$116,900,694",Dec 25 2013,Paramount Pictures
81,A Haunted House,,"$40,041,683","2,160","$40,041,683",Jan 11 2013,Open Road Films (II)
82,Life of Pi,,"$39,347,207","2,946","$124,987,023",Nov 21 2013,Twentieth Century Fox
83,12 Years a Slave,,"$37,951,371","1,474","$56,671,993",Oct 18 2013,-
84,The Family,,"$36,912,954","3,091","$36,918,811",Sep 13 2013,Relativity Media
85,Carrie,,"$35,266,619","3,157","$35,266,619",Oct 18 2013,Screen Gems
86,Texas Chainsaw,,"$34,341,945","2,659","$34,341,945",Jan 4 2013,Lionsgate Films
87,R.I.P.D.,,"$33,618,855","2,852","$33,618,855",Jul 19 2013,Universal Pictures
88,Blue Jasmine,,"$33,021,046","1,283","$33,405,481",Jul 26 2013,Sony Pictures Classics
89,Jack Reacher,,"$32,520,094","3,352","$80,070,736",Dec 21 2013,Paramount Pictures
90,Kevin Hart: Let Me Explain,,"$32,244,051",892,"$32,244,051",Jul 3 2013,Lionsgate Films
91,Side Effects,,"$32,172,757","2,605","$32,172,757",Feb 8 2013,Open Road Films (II)
92,Scary Movie V,,"$32,015,787","3,402","$32,015,787",Apr 12 2013,-
93,The Secret Life of Walter Mitty,,"$31,484,331","2,922","$58,236,838",Dec 25 2013,Twentieth Century Fox
