rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Dune: Part Two,,"$282,144,358","4,074","$429,700,000",Mar 1 2024,Warner Bros.
2,Godzilla x Kong: The New Empire,,"$194,370,849","3,948","$194,370,849",Mar 29 2024,Warner Bros.
3,Kung Fu Panda 4,,"$192,634,545","4,067","$192,634,545",Mar 8 2024,Universal Pictures
4,Ghostbusters: Frozen Empire,,"$112,146,516","4,345","$112,146,516",Mar 22 2024,Sony Pictures Releasing
5,Kingdom of the Planet of the Apes,,"$100,689,790","4,075","$100,689,790",May 10 2024,20th Century Studios
6,Bob Marley: One Love,,"$96,893,170","3,597","$96,893,170",Feb 14 2024,Paramount Pictures
7,Wonka,,"$85,272,410","4,213","$218,402,312",Dec 15 2024,Warner Bros.
8,Migration,,"$73,202,330","3,839","$127,306,285",Dec 22 2024,Universal Pictures
9,Mean Girls,,"$72,404,248","3,826","$72,404,248",Jan 12 2024,Paramount Pictures
10,Civil War,,"$67,275,120","3,929","$67,275,120",Apr 12 2024,A24
11,The Beekeeper,,"$66,220,535","3,337","$66,220,535",Jan 12 2024,Metro-Goldwyn-Mayer (MGM)
12,Anyone But You,,"$63,482,283","3,055","$88,319,668",Dec 22 2024,Columbia Pictures
13,The Fall Guy,,"$62,887,485","4,008","$62,887,485",May 3 2024,Universal Pictures
14,Aquaman and the Lost Kingdom,,"$48,011,513","3,787","$124,481,226",Dec 22 2024,Warner Bros.
15,Argylle,,"$45,207,275","3,647","$45,207,275",Feb 2 2024,Universal Pictures International (UPI)
16,Madame Web,,"$43,817,106","4,013","$43,817,106",Feb 14 2024,Columbia Pictures
17,Challengers,,"$43,436,439","3,477","$43,436,439",Apr 26 2024,United Artists Releasing
18,IF,,"$33,715,801","4,041","$33,715,801",May 17 2024,Paramount Pictures
19,Night Swim,,"$32,494,740","3,257","$32,494,740",Jan 5 2024,Universal Pictures International (UPI)
20,The Boys in the Boat,,"$30,642,834","2,687","$52,641,306",Dec 25 2024,-
21,Imaginary,,"$28,009,161","3,118","$28,009,161",Mar 8 2024,Lionsgate Films
22,Abigail,,"$25,632,560","3,393","$25,632,560",Apr 19 2024,Universal Pictures
23,Monkey Man,,"$25,116,955","3,037","$25,116,955",Apr 5 2024,Universal Pictures
24,Arthur the King,,"$25,049,006","3,003","$25,049,006",Mar 15 2024,Lionsgate Films
25,Poor Things,,"$24,284,189","2,300","$34,553,225",Dec 8 2024,Searchlight Pictures
26,The Ministry of Ungentlemanly Warfare,,"$20,327,824","2,845","$20,327,824",Apr 19 2024,Lionsgate Films
27,The First Omen,,"$20,052,967","3,375","$20,052,967",Apr 5 2024,Walt Disney Studios Motion Pictures
28,Cabrini,,"$19,496,980","2,850","$19,496,980",Mar 8 2024,Angel Studios
29,American Fiction,,"$19,442,987","1,902","$21,098,470",Dec 15 2024,Metro-Goldwyn-Mayer (MGM)
30,Ordinary Angels,,"$19,174,421","3,020","$19,174,421",Feb 23 2024,-
31,The Iron Claw,,"$19,110,429","2,794","$35,070,296",Dec 22 2024,A24
32,Unsung Hero,,"$19,009,391","2,832","$19,009,391",Apr 26 2024,Lionsgate Films
33,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,,"$17,657,658","1,949","$17,657,658",Feb 23 2024,Sony Pictures Releasing
34,The Color Purple,,"$16,571,549","3,218","$60,619,191",Dec 25 2024,Warner Bros.
35,Immaculate,,"$15,671,307","2,362","$15,671,307",Mar 22 2024,-
36,Tarot,,"$15,451,082","3,104","$15,451,082",May 3 2024,Screen Gems
37,The Chosen: S4 Episodes 1-3,,"$14,410,169","2,280","$14,409,169",Feb 1 2024,Fathom Events
38,Star Wars: Episode I - The Phantom Menace,2024 Re-release,"$12,911,461","2,700","$12,911,461",May 3 2024,Walt Disney Studios Motion Pictures
39,The Strangers: Chapter 1,,"$11,825,058","2,856","$11,825,058",May 17 2024,Lionsgate Films
40,The Boy and the Heron,,"$10,983,633","2,325","$46,830,188",Dec 8 2024,GKIDS
41,Godzilla Minus One,,"$10,838,381","2,622","$56,418,793",Dec 1 2024,-
42,The Chosen: S4 Episodes 4-6,,"$10,797,328","2,272","$9,482,744",Feb 15 2024,Fathom Events
43,Late Night with the Devil,,"$9,957,461","1,442","$9,957,461",Mar 22 2024,IFC Films
44,Lisa Frankenstein,,"$9,774,285","3,144","$9,774,285",Feb 9 2024,Focus Features
45,Love Lies Bleeding,,"$8,335,797","1,828","$8,335,797",Mar 8 2024,A24
46,The Zone of Interest,,"$8,195,679",598,"$8,659,464",Dec 8 2024,A24
47,Spy x Family Code: White,,"$8,077,890","2,009","$8,077,890",Apr 19 2024,Crunchyroll
48,Ferrari,,"$7,771,546","2,386","$18,550,028",Dec 25 2024,Neon
49,The Chosen: S4 Episodes 7-8,,"$7,729,152","2,215","$7,729,152",Feb 29 2024,Fathom Events
50,The Hunger Games: The Ballad of Songbirds & Snakes,,"$6,630,969","3,776","$166,350,594",Nov 17 2024,Lionsgate Films
51,I.S.S.,,"$6,573,799","2,518","$6,573,799",Jan 19 2024,Bleecker Street Media
52,The Book of Clarence,,"$6,132,813","2,010","$6,132,813",Jan 12 2024,Sony Pictures Releasing
53,Someone Like You,,"$5,937,306","1,802","$5,937,306",Apr 5 2024,Fathom Events
54,One Life,,"$5,716,885","1,009","$5,716,885",Mar 15 2024,Bleecker Street Media
55,Trolls Band Together,,"$5,456,710","3,893","$102,996,915",Nov 17 2024,Universal Pictures
56,Drive-Away Dolls,,"$5,028,215","2,280","$5,028,215",Feb 23 2024,Focus Features
57,Wicked Little Letters,,"$4,812,858","1,009","$4,812,858",Mar 29 2024,Sony Pictures Releasing
58,Origin,,"$4,689,830",664,"$4,689,830",Dec 8 2024,-
59,Land of Bad,,"$4,620,045","1,317","$4,620,045",Feb 16 2024,The Avenue Entertainment
