rank,title,re_release,gross,num_theaters,total_gross,date,distributor
78,Uptown Girls,,"$37,182,494","2,495","$37,182,494",Aug 15,Metro-Goldwyn-Mayer (MGM)
79,Matchstick Men,,"$36,906,460","2,711","$36,906,460",Sep 12,Warner Bros.
80,National Security,,"$36,377,344","2,729","$36,381,186",Jan 17,Sony Pictures Releasing
81,What a Girl Wants,,"$36,105,433","2,964","$36,105,433",Apr 4,Warner Bros.
82,Jeepers Creepers 2,,"$35,666,252","3,124","$35,667,218",Aug 29,United Artists
83,Intolerable Cruelty,,"$35,267,692","2,570","$35,327,628",Oct 10,Universal Pictures
84,Cradle 2 the Grave,,"$34,712,347","2,625","$34,712,347",Feb 28,Warner Bros.
85,Malibu's Most Wanted,,"$34,432,201","2,503","$34,432,201",Apr 18,Warner Bros.
86,The Hunted,,"$34,244,097","2,517","$34,244,097",Mar 14,Paramount Pictures
87,Dreamcatcher,,"$33,715,436","2,945","$33,715,436",Mar 21,Warner Bros.
88,Darkness Falls,,"$32,554,133","2,865","$32,551,396",Jan 24,Revolution Studios
89,Bend It Like Beckham,,"$32,543,449","1,002","$32,543,449",Mar 12,-
90,The Pianist,,"$32,366,947",842,"$32,572,577",Dec 25,Focus Features
91,Maid in Manhattan,,"$31,880,424","3,050","$94,011,225",Dec 13,Revolution Studios
92,The Core,,"$31,186,896","3,019","$31,186,896",Mar 28,Paramount Pictures
93,Lost in Translation,,"$30,961,436",882,"$44,585,453",Sep 12,Focus Features
94,Hollywood Homicide,,"$30,940,691","2,840","$30,940,691",Jun 13,Revolution Studios
95,The Fighting Temptations,,"$30,250,745","2,026","$30,250,745",Sep 19,Paramount Pictures
96,Johnny English,,"$28,082,366","2,236","$28,082,366",Jul 18,Universal Pictures
97,Cold Mountain,,"$28,051,514","2,802","$95,636,509",Dec 25,Miramax
98,Honey,,"$27,368,200","1,972","$30,308,417",Dec 5,Universal Pictures
99,A Man Apart,,"$26,798,622","2,495","$26,736,098",Apr 4,New Line Cinema
100,Basic,,"$26,793,311","2,876","$26,793,311",Mar 28,Sony Pictures Releasing
101,Stuck on You,,"$26,763,656","3,007","$33,832,741",Dec 12,Twentieth Century Fox
102,Sinbad: Legend of the Seven Seas,,"$26,483,452","3,086","$26,483,452",Jul 2,DreamWorks Distribution
103,Dumb and Dumberer: When Harry Met Lloyd,,"$26,277,757","2,609","$26,276,465",Jun 13,New Line Cinema
104,The Missing,,"$25,904,967","2,756","$27,011,180",Nov 26,Revolution Studios
105,Paycheck,,"$25,022,077","2,762","$53,790,451",Dec 25,Paramount Pictures
106,Bulletproof Monk,,"$23,358,708","2,955","$23,358,708",Apr 16,Metro-Goldwyn-Mayer (MGM)
107,Piglet's Big Movie,,"$23,101,950","2,084","$23,103,423",Mar 21,Walt Disney Studios Motion Pictures
108,Dickie Roberts: Former Child Star,,"$22,738,671","2,083","$22,738,671",Sep 5,Paramount Pictures
109,The Medallion,,"$22,219,192","2,652","$22,219,192",Aug 22,TriStar Pictures
110,Peter Pan,,"$22,111,465","2,813","$48,462,608",Dec 25,Universal Pictures
111,Biker Boyz,,"$22,064,769","1,769","$22,076,772",Jan 31,DreamWorks Distribution
112,Cold Creek Manor,,"$21,386,011","2,035","$21,386,011",Sep 19,Walt Disney Studios Motion Pictures
113,Cabin Fever,,"$21,157,359","2,105","$21,158,188",Sep 12,Lionsgate Films
114,Whale Rider,,"$20,779,666",556,"$20,779,666",Jun 6,Newmarket Films
115,The In-Laws,,"$20,453,431","2,652","$20,453,431",May 23,Warner Bros.
116,Looney Tunes: Back in Action,,"$20,382,757","2,903","$20,991,364",Nov 14,Warner Bros.
117,Down with Love,,"$20,305,251","2,123","$20,305,251",May 9,Twentieth Century Fox
118,The Life of David Gale,,"$19,955,598","2,003","$19,955,598",Feb 21,Universal Pictures
119,Timeline,,"$19,068,097","2,787","$19,481,943",Nov 26,Paramount Pictures
120,Harry Potter and the Chamber of Secrets,,"$18,121,111","3,682","$261,988,482",Nov 15,Warner Bros.
121,Adaptation.,,"$17,946,961",672,"$22,498,520",Dec 6,Sony Pictures Releasing
122,My Big Fat Greek Wedding,,"$17,785,714","2,016","$241,438,208",Apr 19,IFC Films
123,A Mighty Wind,,"$17,781,006",770,"$17,781,006",Apr 16,Warner Bros.
124,The Wild Thornberrys,,"$17,697,164","3,012","$40,108,697",Dec 20,Paramount Pictures
125,Love Don't Cost a Thing,,"$17,602,676","1,844","$21,924,226",Dec 12,Warner Bros.
126,Deliver Us from Eva,,"$17,539,222","1,139","$17,573,594",Feb 7,Focus Features
127,Antwone Fisher,,"$17,406,808","1,021","$21,078,145",Dec 19,-
128,Drumline,,"$17,282,795","1,837","$56,399,184",Dec 13,Twentieth Century Fox
129,Space Station 3D,,"$16,077,213",64,"$93,383,953",Apr 19,IMAX
130,Confessions of a Dangerous Mind,,"$15,986,590","1,776","$16,007,718",Dec 31,Miramax
131,View from the Top,,"$15,613,897","2,508","$15,614,000",Mar 21,Miramax
132,My Boss's Daughter,,"$15,548,548","2,206","$15,550,605",Aug 22,Dimension Films
133,A Guy Thing,,"$15,545,431","2,520","$15,545,431",Jan 17,Metro-Goldwyn-Mayer (MGM)
134,Wrong Turn,,"$15,418,790","1,615","$15,418,790",May 30,Twentieth Century Fox
135,Ghosts of the Abyss,,"$15,259,623",97,"$17,040,871",Apr 11,Walt Disney Studios Motion Pictures
136,Dirty Pretty Things,,"$14,864,314",493,"$8,112,414",Jul 18,Miramax
137,Alex & Emma,,"$14,218,698","2,310","$14,218,698",Jun 20,Warner Bros.
138,How to Deal,,"$14,197,991","2,319","$14,195,227",Jul 18,New Line Cinema
139,Gods and Generals,,"$12,882,935","1,533","$12,882,934",Feb 21,Warner Bros.
140,25th Hour,,"$12,676,545",495,"$13,084,595",Dec 19,Walt Disney Studios Motion Pictures
141,House of 1000 Corpses,,"$12,631,898",847,"$12,634,962",Apr 11,Lionsgate Films
142,The Quiet American,,"$12,488,421",396,"$12,988,801",Nov 22,Miramax
143,Confidence,,"$12,252,063","1,871","$12,251,640",Apr 25,Lionsgate Films
144,Die Another Day,,"$12,176,580","3,377","$160,942,139",Nov 22,Metro-Goldwyn-Mayer (MGM)
145,The Lion King,2002 IMAX Release,"$11,977,577",66,"$15,686,215",Dec 27,Walt Disney Studios Motion Pictures
146,The Hot Chick,,"$11,085,987","2,246","$35,081,594",Dec 13,Walt Disney Studios Motion Pictures
147,Winged Migration,2003 Re-release,"$10,763,402",202,"$10,764,402",Apr 18,Sony Pictures Classics
148,Narc,,"$10,256,880",822,"$10,465,659",Dec 20,Paramount Pictures
149,House of the Dead,,"$10,249,719","1,540","$10,249,719",Oct 10,Artisan Entertainment
150,Swimming Pool,,"$10,133,961",259,"$10,130,108",Jul 2,Focus Features
151,Duplex,,"$9,692,219","2,191","$9,692,135",Sep 26,Miramax
152,Dark Blue,,"$9,250,301","2,176","$9,250,301",Feb 21,United Artists
153,The Divorce,,"$9,081,057",701,"$9,081,057",Aug 8,-
154,Boat Trip,,"$8,599,116","1,803","$8,600,126",Mar 21,Artisan Entertainment
155,Seducing Doctor Lewis,,"$8,025,397",80,"$9,354,342",Jul 11,Odeon
156,Talk to Her,2002 Re-release,"$7,772,256",255,"$9,285,469",Nov 22,Sony Pictures Classics
157,Star Trek: Nemesis,,"$7,760,057","2,711","$43,254,409",Dec 13,Paramount Pictures
158,Tupac: Resurrection,,"$7,718,961",804,"$7,718,961",Nov 14,Paramount Pictures
159,The Order,,"$7,660,806","1,975","$7,660,806",Sep 5,Twentieth Century Fox
160,It Runs in the Family,,"$7,491,839","1,207","$7,491,839",Apr 25,Metro-Goldwyn-Mayer (MGM)
161,Willard,,"$6,885,125","1,762","$6,886,089",Mar 14,New Line Cinema
162,Bowling for Columbine,,"$6,202,134",248,"$21,576,018",Oct 11,United Artists
163,Nowhere in Africa,,"$6,178,808",78,"$6,180,200",Mar 7,Zeitgeist Films
164,Chasing Papi,,"$6,130,049",585,"$6,130,049",Apr 16,Twentieth Century Fox
165,Gigli,,"$6,087,542","2,215","$6,087,542",Aug 1,Revolution Studios
166,American Splendor,,"$6,011,630",272,"$6,010,990",Aug 15,Fine Line Features
167,Spellbound,,"$5,728,581",117,"$5,728,581",Apr 30,THINKFilm
168,T-Rex: Back to the Cretaceous,,"$5,727,822",38,"$53,354,743",Oct 23,IMAX
169,Far from Heaven,,"$5,597,865",291,"$15,901,849",Nov 8,Focus Features
170,21 Grams,,"$5,564,820",411,"$16,290,476",Nov 21,Focus Features
171,Luther,,"$5,485,926",400,"$5,791,328",Sep 26,R.S. Entertainment
172,Frida,,"$5,372,495",794,"$25,885,000",Oct 25,Miramax
173,The Human Stain,,"$5,353,851",388,"$5,381,908",Oct 31,Miramax
174,Grind,,"$5,123,696","2,253","$5,123,696",Aug 15,Warner Bros.
175,Rabbit-Proof Fence,,"$5,100,906",153,"$6,199,600",Nov 27,Miramax
176,The Barbarian Invasions,,"$5,037,785",134,"$5,109,226",May 9,Alliance Atlantis Vivafilm
177,Big Fish,,"$4,965,533","2,514","$66,809,693",Dec 10,Sony Pictures Releasing
178,From Justin to Kelly,,"$4,928,883","2,001","$4,928,883",Jun 20,Twentieth Century Fox
179,In the Cut,,"$4,750,602",825,"$4,750,602",Oct 22,Screen Gems
180,Spirited Away,,"$4,640,765",714,"$10,055,859",Sep 20,Walt Disney Studios Motion Pictures
181,Thirteen,,"$4,601,043",243,"$4,601,043",Aug 20,-
182,City of God,,"$4,583,534",242,"$7,564,459",Jan 17,Miramax
183,The Magdalene Sisters,2003 Re-release,"$4,581,436",295,"$4,583,889",Aug 1,Miramax
184,The Station Agent,,"$4,464,135",198,"$5,739,376",Oct 3,Miramax
185,Beyond Borders,,"$4,430,101","1,798","$4,430,101",Oct 24,Paramount Pictures
186,Treasure Planet,,"$4,409,766","3,227","$38,176,783",Nov 27,Walt Disney Studios Motion Pictures
187,The Real Cancun,,"$3,823,269","2,261","$3,825,421",Apr 25,New Line Cinema
188,Better Luck Tomorrow,,"$3,802,390",387,"$3,802,390",Apr 11,Paramount Pictures
189,In America,,"$3,681,206",403,"$15,539,656",Nov 26,-
190,Step Into Liquid,,"$3,680,394",91,"$3,681,803",Aug 8,Artisan Entertainment
191,Laurel Canyon,,"$3,662,159",121,"$3,663,356",Mar 7,Sony Pictures Classics
192,The Secret Lives of Dentists,,"$3,618,566",181,"$3,707,346",Aug 1,-
193,The Good Thief,,"$3,517,797",222,"$3,517,797",Apr 2,-
194,Analyze That,,"$3,390,920","2,635","$32,130,627",Dec 6,Warner Bros.
195,Anything Else,,"$3,212,310","1,033","$3,212,310",Sep 19,DreamWorks Distribution
196,Mambo Italiano,2003 Re-release,"$3,205,730",183,"$3,205,730",Sep 19,IDP Distribution
197,Capturing the Friedmans,,"$3,119,113",78,"$3,119,113",May 30,Magnolia Pictures
198,The Guru,,"$3,095,506",98,"$3,095,506",Jan 31,Universal Pictures
199,The Gospel of John,,"$3,084,128",113,"$4,069,090",Sep 26,THINKFilm
200,Mambo Italiano,,"$3,047,296",100,"$3,047,296",Jun 6,-
