rank,title,re_release,gross,num_theaters,total_gross,date,distributor
92,The Prince and Me,,"$28,176,497","2,711","$28,176,497",Apr 2 2004,Paramount Pictures
93,After the Sunset,,"$28,064,533","2,819","$28,331,233",Nov 12 2004,New Line Cinema
94,Garden State,,"$26,745,860",813,"$26,782,316",Jul 28 2004,-
95,Spanglish,,"$26,486,622","2,587","$42,726,869",Dec 17 2004,Sony Pictures Releasing
96,Peter Pan,,"$26,351,143","2,813","$48,462,608",Dec 25 2004,Universal Pictures
97,Fat Albert,,"$26,180,374","2,744","$48,116,322",Dec 25 2004,Twentieth Century Fox
98,Closer,,"$25,757,869","1,098","$33,987,757",Dec 3 2004,Sony Pictures Releasing
99,Jersey Girl,,"$25,293,276","1,821","$25,268,157",Mar 26 2004,Miramax
100,Mona Lisa Smile,,"$25,266,797","2,714","$63,860,942",Dec 19 2004,Revolution Studios
101,Twisted,,"$25,198,598","2,704","$25,198,598",Feb 27 2004,Paramount Pictures
102,The Aviator,,"$24,088,726","2,530","$102,610,330",Dec 17 2004,Miramax
103,Around the World in 80 Days,,"$24,008,137","2,801","$24,008,137",Jun 16 2004,Walt Disney Studios Motion Pictures
104,Agent Cody Banks 2: Destination London,,"$23,630,159","2,973","$23,630,159",Mar 12 2004,Metro-Goldwyn-Mayer (MGM)
105,Ella Enchanted,,"$22,948,987","2,149","$22,918,387",Apr 9 2004,Miramax
106,Finding Neverland,,"$22,675,510","1,411","$51,680,613",Nov 12 2004,Miramax
107,The Alamo,,"$22,414,961","2,609","$22,414,961",Apr 9 2004,Walt Disney Studios Motion Pictures
108,Mr. 3000,,"$21,811,187","2,736","$21,811,187",Sep 17 2004,Walt Disney Studios Motion Pictures
109,Torque,,"$21,215,059","2,463","$21,215,059",Jan 16 2004,Warner Bros.
110,Sideways,,"$20,868,408","1,786","$71,503,593",Oct 22 2004,-
111,Little Black Book,,"$20,698,668","2,445","$20,698,668",Aug 6 2004,Revolution Studios
112,Yu-Gi-Oh!: The Movie - Pyramid of Light,,"$19,765,868","2,411","$19,765,868",Aug 13 2004,Warner Bros.
113,NASCAR: The IMAX Experience,,"$19,541,074",73,"$21,583,831",Mar 12 2004,Warner Bros.
114,Two Brothers,,"$19,176,754","2,181","$19,176,754",Jun 25 2004,Universal Pictures
115,Harold & Kumar Go to White Castle,,"$18,249,648","2,163","$18,250,550",Jul 30 2004,New Line Cinema
116,Laws of Attraction,,"$17,795,140","2,449","$17,871,255",Apr 30 2004,New Line Cinema
117,EuroTrip,,"$17,771,387","2,544","$17,771,387",Feb 20 2004,DreamWorks Distribution
118,My Baby's Daddy,,"$17,669,609","1,448","$17,669,317",Jan 9 2004,Miramax
119,Seed of Chucky,,"$17,083,364","2,062","$17,083,732",Nov 12 2004,Rogue Pictures
120,Win a Date with Tad Hamilton!,,"$17,071,962","2,808","$17,071,962",Jan 23 2004,DreamWorks Distribution
121,Wimbledon,,"$17,001,133","2,039","$17,001,133",Sep 17 2004,Universal Pictures
122,Catch That Kid,,"$16,703,799","2,848","$16,703,799",Feb 6 2004,Twentieth Century Fox
123,The Whole Ten Yards,,"$16,328,471","2,654","$16,328,471",Apr 9 2004,Warner Bros.
124,Vanity Fair,,"$16,134,657","1,054","$16,136,476",Sep 1 2004,Focus Features
125,Paparazzi,,"$15,714,234","2,153","$15,714,234",Sep 3 2004,Twentieth Century Fox
126,The Motorcycle Diaries,,"$15,575,375",272,"$16,781,387",Sep 24 2004,Focus Features
127,The Girl Next Door,,"$14,589,444","2,148","$14,589,444",Apr 9 2004,Twentieth Century Fox
128,Flight of the Phoenix,,"$14,559,140","2,604","$21,009,180",Dec 17 2004,Twentieth Century Fox
129,Welcome to Mooseport,,"$14,470,947","2,868","$14,470,947",Feb 20 2004,Twentieth Century Fox
130,Godsend,,"$14,378,469","2,323","$14,379,751",Apr 30 2004,Lionsgate Films
131,Soul Plane,,"$14,190,750","1,566","$14,190,750",May 28 2004,Metro-Goldwyn-Mayer (MGM)
132,Dirty Dancing: Havana Nights,,"$14,161,656","2,042","$14,161,590",Feb 27 2004,Lionsgate Films
133,New York Minute,,"$14,071,441","3,006","$14,071,441",May 7 2004,Warner Bros.
134,Lost in Translation,,"$13,614,949",882,"$44,585,453",Sep 12 2004,Focus Features
135,Envy,,"$13,598,653","2,445","$13,562,325",Apr 30 2004,DreamWorks Distribution
136,Shaun of the Dead,,"$13,542,662",675,"$13,542,874",Sep 24 2004,Rogue Pictures
137,De-Lovely,,"$13,456,633",410,"$13,456,633",Jul 2 2004,United Artists
138,Alfie,,"$13,381,998","2,215","$13,399,812",Nov 5 2004,Paramount Pictures
139,Wicker Park,,"$13,001,257","2,598","$13,001,257",Sep 3 2004,Metro-Goldwyn-Mayer (MGM)
140,The Phantom of the Opera,,"$12,956,893","1,515","$51,268,815",Dec 22 2004,Warner Bros.
141,Darkness,,"$12,872,058","1,718","$22,163,442",Dec 25 2004,Dimension Films
142,I Heart Huckabees,,"$12,576,126",901,"$12,785,432",Oct 1 2004,-
143,Master and Commander: The Far Side of the World,,"$12,396,172","3,101","$93,927,920",Nov 14 2004,Twentieth Century Fox
144,Breakin' All the Rules,,"$12,264,319","1,318","$12,264,319",May 14 2004,Screen Gems
145,Chasing Liberty,,"$12,195,626","2,400","$12,195,626",Jan 9 2004,Warner Bros.
146,In America,,"$11,858,450",403,"$15,539,656",Nov 26 2004,-
147,The Cookout,,"$11,814,019","1,303","$11,814,019",Sep 3 2004,Lionsgate Films
148,Surviving Christmas,,"$11,663,156","2,755","$11,663,156",Oct 22 2004,DreamWorks Distribution
149,Super Size Me,,"$11,535,710",230,"$11,536,423",May 7 2004,IDP Distribution
150,The Life Aquatic with Steve Zissou,,"$11,361,325","1,105","$24,020,403",Dec 10 2004,Walt Disney Studios Motion Pictures
151,Girl with a Pearl Earring,,"$11,070,310",402,"$11,670,971",Dec 12 2004,Lionsgate Films
152,21 Grams,,"$10,835,411",411,"$16,290,476",Nov 21 2004,Focus Features
153,Raise Your Voice,,"$10,413,484","2,521","$10,411,980",Oct 8 2004,New Line Cinema
154,The Perfect Score,,"$10,391,003","2,208","$10,391,003",Jan 30 2004,Paramount Pictures
155,Space Station 3D,,"$10,241,152",64,"$93,383,953",Apr 19 2004,IMAX
156,House of Sand and Fog,,"$10,094,363",598,"$13,040,288",Dec 19 2004,DreamWorks Distribution
157,What the #$*! Do We (K)now!?,,"$10,040,325",146,"$10,942,306",Feb 6 2004,-
158,Bugs!,,"$9,694,425",33,"$19,063,544",Mar 12 2004,SK Films
159,Sleepover,,"$9,436,390","2,207","$9,436,390",Jul 9 2004,Metro-Goldwyn-Mayer (MGM)
160,Superbabies: Baby Geniuses 2,,"$9,219,388","1,276","$9,219,388",Aug 27 2004,Triumph Releasing Corporation
161,First Daughter,,"$9,055,921","2,280","$9,055,921",Sep 24 2004,Twentieth Century Fox
162,Saved!,,"$8,940,582",592,"$8,940,582",May 28 2004,United Artists
163,The Haunted Mansion,,"$8,830,978","3,122","$75,847,266",Nov 26 2004,Walt Disney Studios Motion Pictures
164,Suspect Zero,,"$8,725,813","1,501","$8,725,813",Aug 27 2004,Paramount Pictures
165,Connie and Carla,,"$8,085,771","1,016","$8,085,771",Apr 16 2004,Universal Pictures
166,Bad Santa,,"$7,211,279","2,540","$60,060,328",Nov 26 2004,Dimension Films
167,Stuck on You,,"$7,069,085","3,007","$33,832,741",Dec 12 2004,Twentieth Century Fox
168,The Cooler,,"$6,882,556",408,"$8,291,572",Nov 26 2004,Lionsgate Films
169,Thunderbirds,,"$6,880,917","2,062","$6,880,917",Jul 30 2004,Universal Pictures
170,Woman Thou Art Loosed,,"$6,879,730",521,"$6,879,730",Oct 1 2004,Magnolia Pictures
171,Maria Full of Grace,,"$6,529,624",127,"$6,529,624",Jul 16 2004,Fine Line Features
172,Teacher's Pet,,"$6,491,969","2,027","$6,491,969",Jan 16 2004,Walt Disney Studios Motion Pictures
173,The Big Bounce,,"$6,489,476","2,304","$6,489,476",Jan 30 2004,Warner Bros.
174,Kinsey,,"$6,326,263",588,"$10,254,979",Nov 12 2004,-
175,The Triplets of Belleville,,"$6,245,780",463,"$7,007,149",Nov 26 2004,Sony Pictures Classics
176,Against the Ropes,,"$5,884,190","1,601","$5,884,190",Feb 20 2004,Paramount Pictures
177,Elf,,"$5,852,220","3,381","$173,398,518",Nov 7 2004,New Line Cinema
178,Before Sunset,,"$5,820,649",204,"$5,820,649",Jul 2 2004,Warner Independent Pictures (WIP)
179,The Clearing,,"$5,763,875",449,"$5,763,875",Jul 2 2004,-
180,Never Die Alone,,"$5,645,298","1,160","$5,645,298",Mar 26 2004,-
181,The Young Black Stallion,,"$5,242,131",51,"$6,751,389",Dec 25 2004,Walt Disney Studios Motion Pictures
182,Club Dread,,"$5,001,708","1,807","$5,001,708",Feb 27 2004,-
183,Birth,,"$4,762,995",550,"$5,095,038",Oct 29 2004,New Line Cinema
184,Touching the Void,,"$4,593,598",137,"$4,593,598",Jan 23 2004,IFC Films
185,Spartan,,"$4,434,432",832,"$4,434,432",Mar 12 2004,Warner Bros.
186,Love Don't Cost a Thing,,"$4,321,550","1,844","$21,924,226",Dec 12 2004,Warner Bros.
187,A Day Without a Mexican,,"$4,195,471",107,"$4,179,890",May 14 2004,Televisa Cine
188,Good Bye Lenin!,,"$4,064,200",125,"$4,064,200",Feb 27 2004,Sony Pictures Classics
189,The Fog of War,,"$4,020,568",261,"$4,198,566",Dec 19 2004,Sony Pictures Classics
190,Camping sauvage,,"$3,894,585",99,"$3,894,585",Jul 9 2004,Alliance Atlantis Vivafilm
191,The Door in the Floor,,"$3,842,119",134,"$3,854,624",Jul 14 2004,Focus Features
192,Benji: Off the Leash!,,"$3,817,362",877,"$3,817,362",Aug 20 2004,-
193,House of Flying Daggers,,"$3,564,467","1,189","$11,050,094",Dec 3 2004,Sony Pictures Classics
194,Being Julia,,"$3,518,676",328,"$7,739,049",Oct 15 2004,Sony Pictures Classics
195,City of God,,"$3,499,198",242,"$7,564,459",Jan 17 2004,Miramax
196,Love Actually,,"$3,249,904","1,714","$59,696,144",Nov 7 2004,Universal Pictures
197,The Cat in the Hat,,"$3,098,290","3,467","$101,149,285",Nov 21 2004,Universal Pictures
198,Honey,,"$2,940,217","1,972","$30,308,417",Dec 5 2004,Universal Pictures
199,Clifford's Really Big Movie,,"$2,922,354",471,"$2,922,354",Apr 20 2004,Warner Bros.
200,Veer Zaara,,"$2,863,026",88,"$2,938,532",Nov 11 2004,Yash Raj Films
