rank,title,re_release,gross,num_theaters,total_gross,date,distributor
56,Friday the 13th: The New Blood,,"$19,170,001","1,796","$19,170,001",May 13,Paramount Pictures
57,The Seventh Sign,,"$18,875,011","1,258","$18,875,011",Apr 1,TriStar Pictures
58,Above the Law,,"$18,869,631",868,"$18,869,631",Apr 8,Warner Bros.
59,*batteries not included,,"$18,283,077","1,367","$32,945,797",Dec 18,Universal Pictures
60,Dirty Rotten Scoundrels,,"$18,026,148","1,515","$42,039,085",Dec 16,Orion Pictures
61,Halloween 4: The Return of Michael Myers,,"$17,768,757","1,692","$17,768,757",Oct 21,-
62,Frantic,,"$17,637,950","1,101","$17,637,950",Feb 26,Warner Bros.
63,Johnny Be Good,,"$17,550,399","1,194","$17,550,399",Mar 25,Orion Pictures
64,For Keeps?,,"$17,514,553",959,"$17,514,553",Jan 15,TriStar Pictures
65,Overboard,,"$17,297,290","1,135","$26,713,187",Dec 18,Metro-Goldwyn-Mayer (MGM)
66,Crossing Delancey,,"$16,262,415",303,"$16,262,415",Aug 26,Warner Bros.
67,"Bright Lights, Big City",,"$16,118,077","1,199","$16,118,077",Apr 1,United Artists
68,She's Having a Baby,,"$16,031,707","1,133","$16,031,707",Feb 5,Paramount Pictures
69,Masquerade,,"$15,855,828","1,031","$15,855,828",Mar 11,Metro-Goldwyn-Mayer (MGM)
70,Cocoon: The Return,,"$15,148,719",997,"$18,924,919",Nov 23,Twentieth Century Fox
71,Big Top Pee-wee,,"$15,122,324","1,256","$15,122,324",Jul 22,Paramount Pictures
72,Arthur 2: On the Rocks,,"$14,681,192","1,426","$14,681,192",Jul 8,Warner Bros.
73,School Daze,,"$14,545,844",224,"$14,545,844",Feb 12,Columbia Pictures
74,"Planes, Trains & Automobiles",,"$14,481,131","1,684","$49,530,280",Nov 25,Paramount Pictures
75,Poltergeist III,,"$14,114,488","1,471","$14,114,488",Jun 10,Metro-Goldwyn-Mayer (MGM)
76,Stand and Deliver,,"$13,994,920",472,"$13,994,920",Mar 11,Warner Bros.
77,The Milagro Beanfield War,,"$13,825,794",437,"$13,825,794",Mar 18,Universal Pictures
78,Return to Snowy River,,"$13,687,027","1,121","$13,687,027",Apr 15,Walt Disney Studios Motion Pictures
79,Vice Versa,,"$13,664,060","1,225","$13,664,060",Mar 11,Columbia Pictures
80,Empire of the Sun,,"$13,444,114",673,"$22,238,696",Dec 11,Warner Bros.
81,They Live,,"$13,008,928","1,463","$13,447,978",Nov 4,Universal Pictures
82,Mystic Pizza,,"$12,793,213",440,"$12,793,213",Oct 21,The Samuel Goldwyn Company
83,D.O.A.,,"$12,706,478",908,"$12,706,478",Mar 18,Walt Disney Studios Motion Pictures
84,Everybody's All-American,,"$12,638,294","1,123","$12,638,294",Nov 4,Warner Bros.
85,Casual Sex?,,"$12,277,096","1,265","$12,277,096",Apr 22,Universal Pictures
86,Working Girl,,"$11,956,349","1,149","$63,779,477",Dec 23,Twentieth Century Fox
87,Bloodsport,,"$11,806,119",124,"$11,806,119",Feb 26,Cannon Film Distributors
88,Caddyshack II,,"$11,798,302","1,556","$11,798,302",Jul 22,Warner Bros.
89,Moon Over Parador,,"$11,444,204","1,145","$11,444,204",Sep 9,Universal Pictures
90,The Couch Trip,,"$11,005,304","1,332","$11,005,304",Jan 15,Lorimar Motion Pictures
91,Moving,,"$10,815,378","1,404","$10,815,378",Mar 4,Warner Bros.
92,Iron Eagle II,,"$10,497,324",878,"$10,497,324",Nov 11,TriStar Pictures
93,Shakedown,,"$10,068,039","1,580","$10,068,039",May 6,Universal Pictures
94,The Unbearable Lightness of Being,,"$10,006,806",140,"$10,006,806",Feb 5,Orion Pictures
95,Hope and Glory,,"$9,982,827",328,"$10,021,120",Oct 16,Columbia Pictures
96,Bad Dreams,,"$9,797,098","1,185","$9,797,098",Apr 8,Twentieth Century Fox
97,Return of the Living Dead II,,"$9,205,924","1,467","$9,205,924",Jan 15,Lorimar Motion Pictures
98,Switching Channels,,"$9,129,999",971,"$9,129,999",Mar 4,TriStar Pictures
99,Salsa,,"$8,892,589","1,125","$8,892,589",May 6,Cannon Film Distributors
100,Clean and Sober,,"$8,674,093",675,"$8,674,093",Aug 12,Warner Bros.
101,U2: Rattle and Hum,,"$8,600,823","1,391","$8,600,823",Nov 4,Paramount Pictures
102,High Spirits,,"$8,578,231",826,"$8,578,231",Nov 18,TriStar Pictures
103,Without a Clue,,"$8,539,181",491,"$8,539,181",Oct 21,Orion Pictures
104,Dirty Dancing,,"$8,427,264","1,012","$63,446,382",Aug 21,Vestron Pictures
105,The Last Temptation of Christ,,"$8,373,585",123,"$8,373,585",Aug 12,Universal Pictures
106,Satisfaction,,"$8,253,123","1,018","$8,253,123",Feb 12,Twentieth Century Fox
107,The Blob,,"$8,247,943","1,081","$8,247,943",Aug 5,TriStar Pictures
108,Nuts,,"$8,152,024","1,112","$30,950,002",Nov 20,Warner Bros.
109,Dead Ringers,,"$8,038,508","1,048","$8,038,508",Sep 23,Twentieth Century Fox
110,A New Life,,"$7,721,852",796,"$7,721,852",Mar 25,Paramount Pictures
111,My Stepmother Is an Alien,,"$7,558,387","1,148","$13,854,000",Dec 9,Columbia Pictures
112,Stealing Home,,"$7,467,504",985,"$7,467,504",Aug 26,Warner Bros.
113,Phantasm II,,"$7,282,851","1,227","$7,282,851",Jul 8,Universal Pictures
114,Off Limits,,"$7,242,035","1,371","$7,242,035",Mar 11,Twentieth Century Fox
115,A Cry in the Dark,,"$6,908,797",334,"$6,908,797",Nov 11,Warner Bros.
116,Hairspray,,"$6,671,108",227,"$6,671,108",Feb 26,New Line Cinema
117,Fresh Horses,,"$6,640,346","1,276","$6,640,346",Nov 18,Columbia Pictures
118,Ironweed,,"$6,565,846",600,"$7,393,346",Dec 18,TriStar Pictures
119,Hot to Trot,,"$6,436,211","1,157","$6,436,211",Aug 26,Warner Bros.
120,Mac and Me,,"$6,424,112","1,317","$6,424,112",Aug 12,Orion Pictures
121,The Unholy,,"$6,337,299","1,189","$6,337,299",Apr 22,Vestron Pictures
122,A Night in the Life of Jimmy Reardon,,"$6,264,058",882,"$6,264,058",Feb 26,Twentieth Century Fox
123,Braddock: Missing in Action III,,"$6,193,901","1,040","$6,193,901",Jan 22,Cannon Film Distributors
124,Cinderella,1987 Re-release,"$5,989,042","1,657","$34,101,149",Nov 20,Walt Disney Studios Motion Pictures
125,1969,,"$5,979,011",520,"$5,979,011",Nov 18,Atlantic Releasing Corporation
126,The Rescue,,"$5,855,392","1,275","$5,855,392",Aug 5,Walt Disney Studios Motion Pictures
127,Hellbound: Hellraiser II,,"$5,755,305","1,187","$12,090,735",Dec 23,New World Pictures
128,Eight Men Out,,"$5,680,515",349,"$5,680,515",Sep 2,Orion Pictures
129,Elvira: Mistress of the Dark,,"$5,596,267",627,"$5,596,267",Sep 30,New World Pictures
130,Heartbreak Hotel,,"$5,509,417","1,414","$5,509,417",Sep 30,Walt Disney Studios Motion Pictures
131,Monkey Shines,,"$5,344,577","1,181","$5,344,577",Jul 29,Orion Pictures
132,Hero and the Terror,,"$5,301,200",995,"$5,301,200",Aug 26,Cannon Film Distributors
133,Clara's Heart,,"$5,194,491",315,"$5,194,491",Oct 7,Warner Bros.
134,The Good Mother,,"$4,764,606",670,"$4,764,606",Nov 4,Walt Disney Studios Motion Pictures
135,Sunset,,"$4,594,452","1,024","$4,594,452",Apr 29,TriStar Pictures
136,Bat*21,,"$3,966,256",516,"$3,966,256",Oct 21,TriStar Pictures
137,Feds,,"$3,838,793",850,"$3,838,793",Oct 28,Warner Bros.
138,Critters 2: The Main Course,,"$3,813,293","1,114","$3,813,293",Apr 29,New Line Cinema
139,Sweet Hearts Dance,,"$3,790,493",246,"$3,790,493",Sep 23,TriStar Pictures
140,Imagine: John Lennon,,"$3,753,977",561,"$3,753,977",Oct 7,Warner Bros.
141,Dead Heat,,"$3,588,626","1,012","$3,588,626",May 6,New World Pictures
142,Memories of Me,,"$3,583,303",723,"$3,965,604",Sep 30,Metro-Goldwyn-Mayer (MGM)
143,Tougher Than Leather,,"$3,582,760",130,"$3,582,760",Sep 16,New Line Cinema
144,The New Adventures of Pippi Longstocking,,"$3,569,939",844,"$3,569,939",Jul 29,Columbia Pictures
145,Madame Sousatzka,,"$3,548,238",123,"$3,548,238",Oct 14,Universal Pictures
146,Things Change,,"$3,527,886",99,"$3,527,886",Oct 21,Columbia Pictures
147,The Big Blue,,"$3,500,000",967,"$3,500,000",Aug 19,Columbia Pictures
148,Pumpkinhead,,"$3,385,516",353,"$3,385,516",Oct 14,United Artists
149,The Running Man,,"$3,242,838","1,694","$38,122,105",Nov 13,TriStar Pictures
150,Wings of Desire,,"$3,210,139",29,"$3,210,139",Apr 29,Orion Classics
151,White Mischief,,"$3,107,551",87,"$3,107,551",Apr 22,Columbia Pictures
152,Dominick and Eugene,,"$3,076,031",76,"$3,076,031",Mar 18,Orion Pictures
153,Messenger of Death,,"$3,074,681",450,"$3,074,681",Sep 16,Cannon Film Distributors
154,Cry Freedom,,"$2,923,670",479,"$5,899,797",Nov 6,Universal Pictures
155,Running on Empty,,"$2,835,116",238,"$2,835,116",Sep 9,Warner Bros.
156,The Manchurian Candidate,1988 Re-release,"$2,757,256",49,"$2,757,256",Feb 12,Metro-Goldwyn-Mayer (MGM)
157,18 Again!,,"$2,567,099","1,152","$2,567,099",Apr 8,New World Pictures
158,Kansas,,"$2,432,536",847,"$2,432,536",Sep 23,Trans World Entertainment (TWE)
159,A World Apart,,"$2,326,860",42,"$2,326,860",Jun 17,Atlantic Releasing Corporation
160,Salaam Bombay!,,"$2,080,046",27,"$2,080,046",Oct 7,Cinecom Pictures
161,The Moderns,,"$2,011,497",28,"$2,011,497",Apr 15,Alive Films
162,I'm Gonna Git You Sucka,,"$2,007,044",266,"$13,030,057",Dec 16,United Artists
163,Vibes,,"$1,883,811","1,003","$1,883,811",Aug 5,Columbia Pictures
164,Stormy Monday,,"$1,791,328",49,"$1,791,328",Apr 22,Atlantic Releasing Corporation
165,Little Nikita,,"$1,733,070",376,"$1,733,070",Mar 18,Columbia Pictures
166,Lady in White,,"$1,705,139",107,"$1,705,139",Apr 22,New Century
167,A Handful of Dust,,"$1,560,700",29,"$1,560,700",Jun 24,New Line Cinema
168,Two Moon Junction,,"$1,547,397",458,"$1,547,397",Apr 29,Lorimar Motion Pictures
169,Pascali's Island,,"$1,451,857",55,"$1,451,857",Jul 22,Avenue Pictures Productions
170,I've Heard the Mermaids Singing,,"$1,368,651",27,"$1,408,491",Sep 11,Miramax
171,Patty Hearst,,"$1,223,326",460,"$1,223,326",Sep 23,Atlantic Releasing Corporation
172,Mr. North,,"$1,221,366",29,"$1,221,366",Jul 22,The Samuel Goldwyn Company
173,A Time of Destiny,,"$1,212,487",220,"$1,212,487",Apr 22,Columbia Pictures
174,The Thin Blue Line,,"$1,209,846",23,"$1,209,846",Aug 26,Miramax
175,The Lair of the White Worm,,"$1,189,315",32,"$1,189,315",Oct 21,Vestron Pictures
176,Sammy and Rosie Get Laid,,"$1,141,028",15,"$1,196,336",Oct 30,Cinecom Pictures
177,Aria,,"$1,028,679",34,"$1,028,679",Mar 18,Miramax
178,Mississippi Burning,,"$1,003,369","1,134","$34,603,943",Dec 9,Orion Pictures
179,Five Corners,,"$969,205",13,"$969,205",Jan 22,-
180,Appointment with Death,,"$960,040",465,"$960,040",Apr 15,Cannon Film Distributors
181,Watchers,,"$940,173",161,"$940,173",Dec 2,Universal Pictures
182,Bulletproof,,"$807,947",268,"$807,947",May 13,Universal Pictures
183,Leonard Part 6,,"$723,595","1,149","$4,615,255",Dec 18,Columbia Pictures
184,And God Created Woman,,"$717,376",385,"$717,376",Mar 4,Vestron Pictures
185,Siesta,,"$700,000",30,"$700,000",Nov 11,Lorimar Motion Pictures
186,Split Decisions,,"$695,822",405,"$695,822",Nov 11,New Century
187,Maniac Cop,,"$671,382",50,"$671,382",May 13,-
188,Spellbinder,,"$657,446",326,"$657,446",Sep 23,Metro-Goldwyn-Mayer (MGM)
189,Da,,"$644,532",1,"$644,532",Apr 29,-
190,Powaqqatsi,,"$589,244",22,"$589,244",Apr 29,Cannon Film Distributors
191,Buster,,"$540,000",217,"$540,000",Nov 23,Hemdale
192,Beaches,,"$453,250","1,122","$57,041,866",Dec 23,Walt Disney Studios Motion Pictures
193,Full Moon in Blue Water,,"$450,726",56,"$450,726",Nov 23,Trans World Entertainment (TWE)
194,Track 29,,"$429,028",13,"$429,028",Sep 9,Island Pictures
195,Aloha Summer,,"$418,379",123,"$418,379",Feb 26,-
196,The Decline of Western Civilization Part II: The Metal Years,,"$373,743",21,"$373,743",Jun 3,New Line Cinema
197,Gandahar,,"$370,698",7,"$370,698",Jan 29,Miramax
198,The Family,,"$346,730",1,"$346,730",Jan 22,Vestron Pictures
199,The Deceivers,,"$346,297",68,"$346,297",Sep 2,Cinecom Pictures
200,Prison,,"$345,704",42,"$345,704",May 6,New World Pictures
