rank,title,re_release,gross,num_theaters,total_gross,date,distributor
71,Crawl,,"$39,014,193","3,170","$39,014,193",Jul 12,Paramount Pictures
72,Little Women,,"$37,593,127","3,308","$108,101,214",Dec 25,Sony Pictures Releasing
73,The Intruder,,"$35,419,122","2,231","$35,419,122",May 3,Screen Gems
74,The Hustle,,"$35,417,038","3,077","$35,417,038",May 10,United Artists Releasing
75,Last Christmas,,"$35,116,450","3,454","$35,150,750",Nov 8,Universal Pictures
76,Overcomer,,"$34,746,945","2,293","$34,746,945",Aug 23,Affirm Films
77,Cold Pursuit,,"$32,138,862","2,630","$32,138,862",Feb 8,Lionsgate Films
78,Doctor Sleep,,"$31,543,097","3,855","$31,581,712",Nov 8,Warner Bros.
79,Dragon Ball Super: Broly,,"$30,712,119","1,267","$30,712,119",Jan 16,FUNimation Entertainment
80,Long Shot,,"$30,316,271","3,230","$30,316,271",May 3,Lionsgate Films
81,Spies in Disguise,,"$29,323,688","3,502","$66,757,013",Dec 25,Twentieth Century Fox
82,Child's Play,,"$29,208,403","3,007","$29,208,403",Jun 21,United Artists Releasing
83,Ready or Not,,"$28,714,231","2,998","$28,714,231",Aug 21,-
84,Happy Death Day 2U,,"$28,148,130","3,212","$28,148,130",Feb 13,Universal Pictures
85,Vice,,"$28,060,115","2,534","$47,836,282",Dec 25,Annapurna Pictures
86,21 Bridges,,"$27,747,269","2,665","$28,539,757",Nov 22,STX Entertainment
87,Midsommar,,"$27,426,361","2,707","$27,426,361",Jul 3,A24
88,Bohemian Rhapsody,,"$26,614,909","4,000","$216,428,042",Nov 2,Twentieth Century Fox
89,The Art of Racing in the Rain,,"$26,395,642","2,765","$26,395,642",Aug 9,Twentieth Century Fox
90,Countdown,,"$25,594,369","2,675","$25,621,766",Oct 25,STX Entertainment
91,Uncut Gems,,"$25,253,119","2,686","$50,023,780",Dec 13,A24
92,Judy,,"$24,017,545","1,627","$24,313,888",Sep 27,Roadside Attractions
93,Ralph Breaks the Internet,,"$23,474,857","4,017","$201,091,711",Nov 21,Walt Disney Studios Motion Pictures
94,Fighting with My Family,,"$22,958,886","2,855","$22,958,886",Feb 14,Metro-Goldwyn-Mayer (MGM)
95,On the Basis of Sex,,"$22,946,065","1,957","$24,622,687",Dec 25,Focus Features
96,A Dog's Journey,,"$22,782,371","3,279","$22,782,371",May 17,Universal Pictures
97,Booksmart,,"$22,680,962","2,518","$22,680,962",May 24,United Artists Releasing
98,Parasite,,"$22,633,689","2,001","$53,369,749",Oct 11,Neon
99,Stuber,,"$22,370,452","3,050","$22,370,452",Jul 12,Twentieth Century Fox
100,47 Meters Down: Uncaged,,"$22,260,900","2,883","$22,260,900",Aug 16,Entertainment Studios Motion Pictures
101,Black and Blue,,"$22,047,506","2,062","$22,055,313",Oct 25,Screen Gems
102,Hellboy,,"$21,903,748","3,303","$21,903,748",Apr 12,Lionsgate Films
103,Shaft,,"$21,360,215","2,952","$21,360,215",Jun 14,Warner Bros.
104,Jojo Rabbit,,"$21,059,726","1,173","$33,370,906",Oct 18,-
105,The Peanut Butter Falcon,,"$20,457,151","1,490","$20,457,151",Aug 9,Roadside Attractions
106,UglyDolls,,"$20,150,241","3,652","$20,150,241",May 3,STX Entertainment
107,Cats,,"$19,970,095","3,380","$27,166,770",Dec 20,Universal Pictures
108,Unplanned,,"$19,006,109","1,516","$19,005,109",Mar 29,Pure Flix Entertainment
109,The Favourite,,"$18,478,318","1,554","$34,366,783",Nov 23,-
110,Bombshell,,"$18,117,885","1,721","$31,762,808",Dec 13,Lionsgate Films
111,Richard Jewell,,"$17,822,217","2,502","$22,345,542",Dec 13,Warner Bros.
112,Charlie's Angels,,"$17,756,400","3,452","$17,803,077",Nov 15,Sony Pictures Releasing
113,The Farewell,,"$17,695,781",891,"$17,695,781",Jul 12,A24
114,Brightburn,,"$17,300,439","2,607","$17,300,439",May 24,Screen Gems
115,The Good Liar,,"$16,973,279","2,454","$17,156,058",Nov 15,Warner Bros.
116,The Kid Who Would Be King,,"$16,790,790","3,528","$16,790,790",Jan 25,Twentieth Century Fox
117,Missing Link,,"$16,649,539","3,437","$16,649,539",Apr 12,United Artists Releasing
118,Second Act,,"$15,737,285","2,607","$39,282,227",Dec 21,STX Entertainment
119,Late Night,,"$15,499,454","2,220","$15,499,454",Jun 7,Amazon Studios
120,Miss Bala,,"$15,006,824","2,203","$15,006,824",Feb 1,Sony Pictures Releasing
121,The Prodigy,,"$14,856,291","2,530","$14,856,291",Feb 8,Orion Pictures
122,A Star Is Born,,"$14,130,981","3,904","$215,288,866",Oct 5,Warner Bros.
123,Poms,,"$13,631,124","2,750","$13,631,124",May 10,STX Entertainment
124,If Beale Street Could Talk,,"$12,786,569","1,018","$14,915,773",Dec 14,Annapurna Pictures
125,They Shall Not Grow Old,,"$12,253,074","1,335","$17,956,913",Dec 17,Warner Bros.
126,The Kitchen,,"$12,180,032","2,745","$12,180,032",Aug 9,Warner Bros.
127,After,,"$12,138,565","2,138","$12,138,565",Apr 12,Aviron Pictures
128,Blinded by the Light,,"$11,901,145","2,307","$11,901,145",Aug 16,Warner Bros.
129,The Lighthouse,,"$10,772,524",978,"$10,867,104",Oct 18,A24
130,Dark Waters,,"$10,633,879","2,112","$11,136,084",Nov 22,Focus Features
131,Greta,,"$10,532,219","2,417","$10,532,219",Mar 1,Focus Features
132,The Best of Enemies,,"$10,205,616","1,705","$10,205,616",Apr 5,STX Entertainment
133,Black Christmas,,"$9,867,670","2,625","$10,429,730",Dec 13,Universal Pictures
134,Hotel Mumbai,,"$9,651,611",930,"$9,651,611",Mar 22,Bleecker Street Media
135,Holmes & Watson,,"$9,324,376","2,780","$30,573,626",Dec 25,Sony Pictures Releasing
136,Motherless Brooklyn,,"$9,277,736","1,342","$9,277,736",Nov 1,Warner Bros.
137,No Manches Frida 2,,"$9,270,920",472,"$9,270,920",Mar 15,Pantelion Films
138,"Where'd You Go, Bernadette",,"$9,198,356","2,404","$9,198,356",Aug 16,United Artists Releasing
139,Apollo 11,,"$9,039,891",588,"$9,039,891",Mar 1,Neon
140,Serenity,,"$8,547,045","2,561","$8,547,045",Jan 25,Aviron Pictures
141,Anna,,"$7,743,794","2,114","$7,743,794",Jun 21,Lionsgate Films
142,Penguins,,"$7,699,452","1,815","$7,699,452",Apr 17,Walt Disney Studios Motion Pictures
143,Brittany Runs a Marathon,,"$7,189,808","1,033","$7,189,808",Aug 23,Amazon Studios
144,Mary Queen of Scots,,"$6,742,269","1,052","$16,468,499",Dec 7,Focus Features
145,The Dead Don't Die,,"$6,563,605",690,"$6,563,605",Jun 14,Focus Features
146,Jexi,,"$6,546,159","2,332","$6,546,159",Oct 11,Lionsgate Films
147,Run the Race,,"$6,424,420","1,075","$6,424,420",Feb 22,Roadside Attractions
148,Free Solo,,"$6,300,518",483,"$17,541,090",Sep 28,National Geographic Entertainment
149,The Current War,,"$5,979,540","1,082","$5,979,540",Oct 25,101 Studios
150,Captive State,,"$5,958,315","2,549","$5,958,315",Mar 15,Focus Features
151,The Wandering Earth,,"$5,875,487",129,"$5,971,413",Feb 5,-
152,Arctic Dogs,,"$5,801,249","2,844","$5,801,249",Nov 1,Entertainment Studios Motion Pictures
153,Gloria Bell,,"$5,611,123","1,127","$5,611,123",Mar 8,A24
154,Gully Boy,,"$5,566,534",270,"$5,566,534",Feb 14,Viva Pictures
155,Stan & Ollie,,"$5,386,243",754,"$5,470,235",Dec 28,Sony Pictures Classics
156,The Goldfinch,,"$5,332,621","2,542","$5,332,621",Sep 13,Warner Bros.
157,Don't Let Go,,"$5,215,062",922,"$5,215,062",Aug 30,-
158,The Mustang,,"$5,043,620",527,"$5,043,620",Mar 15,Focus Features
159,The Sun Is Also a Star,,"$4,950,029","2,073","$4,950,029",May 17,Warner Bros.
160,Bring the Soul: The Movie,,"$4,809,800",873,"$4,809,800",Aug 7,Trafalgar Releasing
161,Pavarotti,,"$4,600,249",288,"$4,600,249",Jun 7,CBS Films
162,Tolkien,,"$4,535,154","1,501","$4,535,154",May 10,-
163,The Last Black Man in San Francisco,,"$4,515,719",207,"$4,515,719",Jun 7,A24
164,War,,"$4,486,000",305,"$4,654,000",Oct 2,Yash Raj Films
165,Cold War,2018 Re-release,"$4,427,217",270,"$4,580,048",Dec 21,Amazon Studios
166,Compulsive Liar,,"$4,403,322",89,"$4,697,364",Jul 12,Entertainment One
167,Brian Banks,,"$4,376,819","1,240","$4,376,819",Aug 9,Bleecker Street Media
168,The Biggest Little Farm,,"$4,366,949",285,"$4,366,949",May 10,Neon
169,The Grinch,,"$4,340,540","4,141","$271,478,510",Nov 9,Universal Pictures
170,Amazing Grace,,"$4,335,184",263,"$4,450,456",Dec 7,Neon
171,Linda Ronstadt: The Sound of My Voice,,"$4,240,509",247,"$4,252,657",Sep 6,Greenwich Entertainment
172,Uri: The Surgical Strike,,"$4,186,168",132,"$4,186,168",Jan 11,-
173,Replicas,,"$4,046,429","2,329","$4,046,429",Jan 11,Entertainment Studios Motion Pictures
174,Pain and Glory,,"$3,873,727",266,"$4,567,338",Oct 4,Sony Pictures Classics
175,Ne Zha,,"$3,695,533",135,"$3,695,533",Aug 29,Well Go USA Entertainment
176,Mission Mangal,,"$3,659,413",263,"$3,659,413",Aug 15,FIP
177,The Oscar Nominated Short Films 2019: Documentary,,"$3,531,094",415,"$3,531,094",Feb 8,Shorts International
178,BTS World Tour: Love Yourself in Seoul,,"$3,509,917",997,"$3,509,917",Jan 26,Fathom Events
179,The Beach Bum,,"$3,502,600","1,100","$3,502,600",Mar 29,Neon
180,Echo in the Canyon,,"$3,355,324",147,"$3,355,324",May 24,Greenwich Entertainment
181,Creed II,,"$3,267,369","3,752","$115,715,889",Nov 21,Metro-Goldwyn-Mayer (MGM)
182,Jay and Silent Bob Reboot,,"$3,258,814",788,"$4,589,490",Oct 15,Saban Films
183,Maiden,,"$3,164,840",180,"$3,168,978",Jun 28,Sony Pictures Classics
184,Simmba,,"$2,991,179",301,"$5,102,129",Dec 28,Reliance Big Pictures
185,Bharat,,"$2,971,549",311,"$2,971,549",Jun 5,Viva Pictures
186,Honey Boy,,"$2,939,993",460,"$3,012,615",Nov 8,Amazon Studios
187,Friends 25th: The One With The Anniversary,,"$2,884,827","1,586","$2,884,827",Sep 23,Fathom Events
188,Saaho,,"$2,872,057",381,"$2,872,057",Aug 29,Yash Raj Films
189,Fantastic Beasts: The Crimes of Grindelwald,,"$2,774,042","4,163","$159,555,901",Nov 16,Warner Bros.
190,Kalank,,"$2,729,336",320,"$2,729,336",Apr 17,FIP
191,Tod@s caen,,"$2,670,925",371,"$2,670,925",Aug 30,Pantelion Films
192,Everybody Knows,,"$2,660,165",283,"$2,660,165",Feb 8,Focus Features
193,Instant Family,,"$2,518,231","3,426","$67,363,237",Nov 16,Paramount Pictures
194,The Art of Self-Defense,,"$2,410,914",550,"$2,410,914",Jul 12,Bleecker Street Media
195,Arctic,2019 Re-release,"$2,410,795",268,"$2,410,795",Feb 1,Bleecker Street Media
196,Welcome to Marwen,,"$2,405,625","1,911","$10,763,520",Dec 21,Universal Pictures
197,"My People, My Country",,"$2,356,683",83,"$2,356,683",Oct 1,-
198,Promare,,"$2,287,950",701,"$2,529,324",Sep 17,GKIDS
199,Super 30,,"$2,269,878",317,"$2,269,878",Jul 12,Reliance Big Pictures
200,Faustina: Love and Mercy,,"$2,243,180",810,"$2,243,180",Oct 28,Fathom Events
