rank,title,re_release,gross,num_theaters,total_gross,date,distributor
26,Clifford the Big Red Dog,,"$48,947,356","3,700","$48,947,356",Nov 10 2021,Paramount Pictures
27,House of Gucci,,"$48,417,498","3,477","$53,809,574",Nov 24 2021,United Artists Releasing
28,Old,,"$48,242,510","3,379","$48,276,510",Jul 23 2021,Universal Pictures
29,Tom & Jerry,,"$46,318,441","2,563","$46,536,687",Feb 26 2021,Warner Bros.
30,The Forever Purge,,"$44,539,245","3,058","$44,539,245",Jul 2 2021,Universal Pictures
31,Peter Rabbit 2: The Runaway,,"$40,501,717","3,346","$40,501,717",Jun 11 2021,Sony Pictures Releasing
32,PAW Patrol: The Movie,,"$40,127,371","3,189","$40,127,371",Aug 20 2021,Paramount Pictures
33,Hitman's Wife's Bodyguard,,"$38,014,727","3,361","$38,014,727",Jun 16 2021,Lionsgate Films
34,Mortal Kombat,,"$37,479,648","3,114","$42,326,031",Apr 23 2021,Warner Bros.
35,Don't Breathe 2,,"$32,712,950","3,005","$32,712,950",Aug 13 2021,Screen Gems
36,In the Heights,,"$29,914,684","3,509","$29,975,167",Jun 11 2021,Warner Bros.
37,Snake Eyes,,"$28,264,325","3,540","$28,264,325",Jul 23 2021,Paramount Pictures
38,West Side Story,,"$28,169,248","2,820","$38,530,322",Dec 10 2021,20th Century Studios
39,The Matrix Resurrections,,"$28,134,634","3,552","$37,686,805",Dec 22 2021,Warner Bros.
40,Wrath of Man,,"$27,466,489","3,007","$27,466,489",May 7 2021,United Artists Releasing
41,Nobody,,"$27,268,035","2,567","$27,568,035",Mar 26 2021,Universal Pictures
42,The Croods: A New Age,,"$26,234,535","2,211","$58,568,815",Nov 25 2021,Universal Pictures
43,Escape Room: Tournament of Champions,,"$25,314,753","2,815","$25,314,753",Jul 16 2021,Sony Pictures Releasing
44,Respect,,"$24,278,399","3,207","$24,278,399",Aug 13 2021,Metro-Goldwyn-Mayer (MGM)
45,Wonder Woman 1984,,"$23,773,929","2,218","$46,801,036",Dec 25 2021,Warner Bros.
46,Spiral,,"$23,216,862","2,991","$23,216,862",May 14 2021,Lionsgate Films
47,Ron's Gone Wrong,,"$23,009,270","3,560","$23,009,270",Oct 22 2021,20th Century Studios
48,Spirit Untamed,,"$17,635,215","3,394","$17,716,215",Jun 4 2021,Universal Pictures
49,The Green Knight,,"$17,173,321","2,798","$17,173,321",Jul 30 2021,A24
50,Resident Evil: Welcome to Raccoon City,,"$16,923,891","2,803","$17,000,612",Nov 24 2021,Screen Gems
51,The King's Man,,"$16,258,724","3,180","$37,176,373",Dec 22 2021,20th Century Studios
52,The French Dispatch,,"$15,976,770","1,225","$16,124,375",Oct 22 2021,Searchlight Pictures
53,The Marksman,,"$15,566,093","2,018","$15,566,093",Jan 15 2021,Open Road Films (II)
54,The Unholy,,"$15,532,137","2,057","$15,532,137",Apr 2 2021,Screen Gems
55,The Little Things,,"$15,340,534","2,206","$15,342,746",Jan 29 2021,Warner Bros.
56,Dear Evan Hansen,,"$15,002,646","3,364","$15,002,646",Sep 24 2021,Universal Pictures
57,King Richard,,"$14,721,229","3,302","$15,129,285",Nov 19 2021,Warner Bros.
58,Stillwater,,"$14,465,535","2,611","$14,465,535",Jul 30 2021,Focus Features
59,Christmas with the Chosen: The Messengers,,"$13,728,000","1,700","$13,728,000",Dec 1 2021,Fathom Events
60,Malignant,,"$13,351,893","3,501","$13,391,791",Sep 10 2021,Warner Bros.
61,Chaos Walking,,"$13,287,908","2,132","$13,287,908",Mar 5 2021,Lionsgate Films
62,My Hero Academia: World Heroes' Mission,,"$12,271,658","1,585","$12,271,658",Oct 29 2021,FUNimation Entertainment
63,American Underdog,,"$12,213,600","2,813","$26,514,814",Dec 25 2021,Lionsgate Films
64,The Last Duel,,"$10,853,945","3,065","$10,853,945",Oct 15 2021,20th Century Studios
65,Antlers,,"$10,619,670","2,800","$10,619,670",Oct 29 2021,Searchlight Pictures
66,Cry Macho,,"$10,183,309","4,022","$10,310,734",Sep 17 2021,Warner Bros.
67,Monster Hunter,,"$10,144,067","1,817","$15,162,470",Dec 18 2021,Screen Gems
68,Last Night in Soho,,"$10,127,625","3,016","$10,127,625",Oct 29 2021,Focus Features
69,News of the World,,"$8,951,155","1,986","$12,668,325",Dec 25 2021,Universal Pictures
70,The Many Saints of Newark,,"$7,628,768","3,181","$8,237,403",Oct 1 2021,Warner Bros.
71,The Protégé,,"$7,446,823","2,577","$7,446,823",Aug 20 2021,Lionsgate Films
72,The Night House,,"$7,100,581","2,240","$7,100,581",Aug 20 2021,Searchlight Pictures
73,Spencer,,"$7,086,632","1,265","$7,086,632",Nov 5 2021,Neon
74,Belfast,,"$6,885,925","1,255","$9,250,870",Nov 12 2021,Focus Features
75,Nightmare Alley,,"$6,878,302","2,145","$11,338,107",Dec 17 2021,Searchlight Pictures
76,Those Who Wish Me Dead,,"$6,853,610","3,379","$7,407,200",May 14 2021,Warner Bros.
77,The Courier,,"$6,613,432","1,641","$6,613,432",Mar 19 2021,Roadside Attractions
78,Judas and the Black Messiah,,"$5,466,990","1,906","$5,478,009",Feb 12 2021,Warner Bros.
79,Licorice Pizza,,"$5,444,149","1,977","$17,318,007",Nov 26 2021,United Artists Releasing
80,Promising Young Woman,,"$5,252,785","1,448","$6,460,965",Dec 25 2021,Focus Features
81,Roadrunner: A Film About Anthony Bourdain,,"$5,249,970",954,"$5,354,970",Jul 16 2021,Focus Features
82,Copshop,,"$5,213,243","3,005","$5,213,243",Sep 17 2021,Open Road Films (II)
83,Zola,,"$4,844,399","1,468","$4,844,399",Jun 30 2021,A24
84,Separation,,"$4,509,143","1,911","$4,509,143",Apr 30 2021,Open Road Films (II)
85,Boogie,,"$4,178,620","1,272","$4,178,620",Mar 5 2021,Focus Features
86,Fatale,,"$3,918,764","1,222","$6,306,897",Dec 18 2021,Lionsgate Films
87,A Journal for Jordan,,"$3,905,919","2,500","$6,545,174",Dec 25 2021,Sony Pictures Releasing
88,Reminiscence,,"$3,900,193","3,265","$3,900,193",Aug 20 2021,Warner Bros.
89,12 Mighty Orphans,,"$3,689,952","1,047","$3,689,637",Jun 11 2021,Sony Pictures Releasing
90,Sooryavanshi,,"$3,547,776",491,"$3,547,776",Nov 5 2021,Reliance Entertainment
91,Pig,,"$3,186,668",588,"$3,186,668",Jul 16 2021,Neon
92,The Girl Who Believes in Miracles,,"$3,162,012","1,012","$3,163,362",Apr 2 2021,Atlas Distribution Company
93,Voyagers,,"$3,149,935","1,996","$3,149,935",Apr 9 2021,Lionsgate Films
94,Minari,,"$3,110,580",912,"$3,110,580",Feb 12 2021,A24
95,'83,,"$3,024,933",486,"$4,055,660",Dec 23 2021,Reliance Entertainment
96,Dream Horse,,"$2,913,328","1,284","$2,913,328",May 21 2021,Bleecker Street Media
97,The House Next Door: Meet the Blacks 2,,"$2,857,187",539,"$2,893,660",Jun 11 2021,Hidden Empire Film Group (HEFG)
98,Here Today,,"$2,807,494","1,230","$2,807,494",May 7 2021,Stage 6 Films
99,Finding You,,"$2,753,985","1,447","$2,753,985",May 14 2021,Roadside Attractions
100,Lamb,,"$2,676,410",865,"$2,676,410",Oct 8 2021,A24
101,The Card Counter,,"$2,657,850",739,"$2,657,850",Sep 10 2021,Focus Features
102,Land,,"$2,577,830","1,349","$2,577,830",Feb 12 2021,Focus Features
103,The War with Grandpa,,"$2,575,698","2,365","$21,277,892",Oct 9 2021,101 Studios
104,The Eyes of Tammy Faye,,"$2,404,127","1,352","$2,404,127",Sep 17 2021,Searchlight Pictures
105,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",,"$2,320,649",752,"$2,320,649",Jun 25 2021,Searchlight Pictures
106,After We Fell,,"$2,170,750","1,294","$2,170,750",Sep 10 2021,Vertical Entertainment
107,Queen Bees,,"$1,926,706",600,"$1,926,706",Jun 11 2021,Gravitas Ventures
108,The Father,,"$1,852,442",933,"$2,122,771",Feb 26 2021,Sony Pictures Classics
109,Show Me the Father,,"$1,803,226","1,073","$1,803,226",Sep 10 2021,Affirm Films
110,C'mon C'mon,,"$1,793,749",569,"$1,863,674",Nov 19 2021,A24
111,Profile,,"$1,744,740","2,104","$1,744,740",May 14 2021,Focus Features
112,Titane,,"$1,442,988",562,"$1,442,988",Oct 1 2021,Neon
113,Together Together,,"$1,437,951",665,"$1,437,938",Apr 23 2021,Bleecker Street Media
114,Joe Bell,,"$1,405,488","1,094","$1,405,488",Jul 23 2021,Roadside Attractions
115,Nomadland,,"$1,393,000","1,200","$3,700,000",Feb 19 2021,Searchlight Pictures
116,Pinocchio,,"$1,342,880",824,"$1,831,718",Dec 25 2021,Roadside Attractions
117,Pushpa: The Rise - Part 1,,"$1,320,000",400,"$1,320,000",Dec 17 2021,-
118,Scott Pilgrim vs. the World,10th Anniversary (2021 Re-release),"$1,253,415",448,"$1,867,625",- 2021,Universal Pictures
119,Wrong Turn,,"$1,213,800",259,"$1,251,184",Jan 26 2021,Saban Films
120,Honsla Rakh,,"$1,196,000",100,"$1,800,000",Oct 15 2021,-
121,God's Not Dead: We the People,,"$1,170,367",565,"$1,170,367",Oct 4 2021,Fathom Events
122,In the Earth,,"$1,083,576",571,"$1,113,723",Apr 16 2021,Neon
123,The Rescue,,"$1,060,556",561,"$1,060,556",Oct 8 2021,Greenwich Entertainment
124,Sword Art Online: Progressive - Aria of a Starless Night,,"$1,050,000",840,"$1,050,000",Dec 3 2021,FUNimation Entertainment
125,True to the Game 3,,"$1,038,255",440,"$1,038,255",Dec 3 2021,Faith Media Distribution
126,Long Weekend,,"$1,018,532",821,"$1,018,532",Mar 12 2021,Stage 6 Films
127,The Jesus Music,,"$1,016,725",270,"$1,016,725",Oct 1 2021,Lionsgate Films
128,Love Story,,"$971,000",300,"$971,000",Sep 24 2021,Sony Pictures Releasing
129,Come Play,,"$970,450","2,183","$10,475,990",Oct 30 2021,Focus Features
130,Little Eggs: An African Rescue,,"$927,154",320,"$927,154",Aug 27 2021,Pantelion Films
131,Witnesses,,"$855,765",90,"$855,765",Jun 4 2021,Purdie Distribution
132,Scoob!,,"$850,000",-,"$2,188,425",May 21 2021,Warner Bros.
133,The Alpinist,,"$844,743",245,"$844,743",Sep 10 2021,Roadside Attractions
134,Four Good Days,,"$837,849",489,"$837,849",Apr 30 2021,Vertical Entertainment
135,The Mauritanian,,"$836,536",287,"$836,536",Feb 12 2021,STX Entertainment
136,Lamb of God: The Concert Film,,"$744,812",138,"$744,813",Mar 12 2021,Excel Entertainment
137,Blue Bayou,,"$738,175",487,"$788,675",Sep 17 2021,Focus Features
138,French Exit,,"$734,814",493,"$741,895",Feb 12 2021,Sony Pictures Classics
139,L'Arracheuse de temps,,"$719,853",72,"$750,623",Nov 19 2021,-
140,Nine Days,,"$694,385",443,"$694,849",Jul 30 2021,Sony Pictures Classics
141,Our Friend,,"$657,351",818,"$663,725",Jan 22 2021,Gravitas Ventures
142,Chal Mera Putt 3,,"$644,000",90,"$644,000",Oct 1 2021,Rhythm Boyz Entertainment
143,The Sparks Brothers,,"$637,665",534,"$648,665",Jun 18 2021,Focus Features
144,"If I Can't Have Love, I Want Power",,"$626,946",122,"$626,946",Aug 25 2021,IMAX
145,Aline,,"$587,156",72,"$667,815",Nov 26 2021,Roadside Attractions
146,Werewolves Within,,"$575,783",270,"$575,783",Jun 25 2021,IFC Films
147,City of Lies,,"$572,493",502,"$572,493",Mar 19 2021,Saban Films
148,Anita,,"$556,632",15,"$556,632",Nov 12 2021,CMC Pictures
149,Courageous,10th Anniversary Re-release,"$504,855","1,023","$504,855",Sep 24 2021,Affirm Films
150,The Truffle Hunters,,"$491,402",105,"$521,202",Mar 5 2021,Sony Pictures Classics
151,For the Love of Money,,"$480,774",519,"$480,774",Nov 24 2021,Freestyle Releasing
152,National Champions,,"$475,488","1,197","$475,488",Dec 10 2021,STX Entertainment
153,Jathi Ratnalu,,"$470,000",130,"$470,000",Mar 12 2021,Flyhigh Cinemas
154,Most Eligible Bachelor,,"$470,000",195,"$470,000",Oct 15 2021,-
155,Tenet,,"$459,940","2,930","$58,504,105",Sep 3 2021,Warner Bros.
156,World War Z,2021 Re-release,"$448,000",80,"$448,000",May 28 2021,Paramount Pictures
157,The Lost Leonardo,,"$445,019",217,"$445,740",Aug 13 2021,Sony Pictures Classics
158,2021 Oscar Nominated Short Films: Live Action,,"$443,050",184,"$443,050",Apr 2 2021,Magnolia Pictures
159,Flag Day,,"$424,667",196,"$424,667",Aug 20 2021,United Artists Releasing
160,Willy's Wonderland,,"$417,706",171,"$418,286",Feb 12 2021,Screen Media Films
161,Top Gun,2021 Re-release,"$408,937",153,"$457,577",May 14 2021,Paramount Pictures
162,Dutch,,"$404,371",202,"$404,371",Mar 12 2021,Faith Media Distribution
163,Ghostbusters,2021 Re-release,"$391,718",774,"$391,718",Oct 29 2021,Sony Pictures Classics
164,The Metropolitan Opera HD Live: Mussorgsky: Boris Godunov,,"$387,000",791,"$387,000",Oct 8 2021,Fathom Events
165,Crisis,,"$380,460",216,"$404,738",Feb 26 2021,Quiver Distribution
166,Red Rocket,,"$379,585",385,"$1,023,086",Dec 10 2021,A24
167,Julia,,"$375,817",288,"$399,811",Nov 12 2021,Sony Pictures Classics
168,Ghost in the Shell,2021 4K Remaster,"$373,169",124,"$373,169",Sep 17 2021,Lionsgate Films
169,The Dry,,"$362,857",186,"$364,237",May 21 2021,IFC Films
170,"Dad, I'm Sorry",,"$350,000",-,"$350,000",May 28 2021,3388 Films
171,The Battle at Lake Changjin,,"$342,318",20,"$342,411",Nov 19 2021,CMC Pictures
172,The Emperor's New Groove,2021 Re-release,"$334,000",744,"$334,000",Jan 15 2021,Walt Disney Studios Motion Pictures
173,Benedetta,,"$332,257",201,"$354,481",Dec 3 2021,IFC Films
174,Freaky,,"$328,795","2,472","$9,030,855",Nov 13 2021,Universal Pictures
175,Drive My Car,,"$310,524",213,"$2,352,240",Nov 24 2021,Janus Films
176,Final Account,,"$308,976",308,"$308,976",May 21 2021,Focus Features
177,The Water Man,,"$304,602",311,"$383,234",May 7 2021,RLJE Films
178,New Order,,"$303,556",236,"$303,556",May 21 2021,Neon
179,India Sweets and Spices,,"$288,714",343,"$288,714",Nov 19 2021,Bleecker Street Media
180,Blithe Spirit,,"$282,499",239,"$282,500",Feb 19 2021,IFC Films
181,American Skin,,"$282,332",72,"$282,332",Jan 15 2021,Vertical Entertainment
182,I'm Your Man,,"$275,155",122,"$275,155",Sep 24 2021,Bleecker Street Media
183,Escape from Mogadishu,,"$271,710",42,"$346,271",Aug 6 2021,Well Go USA Entertainment
184,Raging Fire,,"$270,275",59,"$385,305",Aug 13 2021,Well Go USA Entertainment
185,A Mouthful of Air,,"$269,435",816,"$269,435",Oct 29 2021,Stage 6 Films
186,Rita Moreno: Just a Girl Who Decided to Go for It,,"$264,626",227,"$264,626",Jun 18 2021,Roadside Attractions
187,Weathering with You,,"$257,893","1,020","$8,056,636",Jan 15 2021,GKIDS
188,Once I Was Engaged,,"$254,775",32,"$254,775",Jul 21 2021,Excel Entertainment
189,Supernova,,"$234,220",330,"$234,220",Jan 29 2021,Bleecker Street Media
190,Becoming Cousteau,,"$231,687",319,"$231,687",Oct 22 2021,Picturehouse
191,Half Brothers,,"$225,830","1,386","$2,241,980",Dec 4 2021,Focus Features
192,Limbo,,"$224,405",213,"$224,405",Apr 30 2021,Focus Features
193,Promare,,"$215,728",701,"$2,529,324",Sep 17 2021,GKIDS
194,Together,,"$214,390",250,"$214,390",Aug 27 2021,Universal Pictures
195,The Swimming Pool,2021 Re-release,"$211,467",10,"$211,467",May 14 2021,Rialto Distribution
196,Ailey,,"$204,513",88,"$204,513",Jul 23 2021,Neon
197,Groundhog Day,2021 Re-release,"$200,989",845,"$200,989",Jan 29 2021,Sony Pictures Classics
198,The Resort,,"$191,996",114,"$191,996",Apr 30 2021,Vertical Entertainment
199,Kaamelott: First Installment,,"$188,000",26,"$188,000",Jul 23 2021,Paramount Pictures
200,Earwig and the Witch,,"$173,704",430,"$173,704",Feb 3 2021,GKIDS
