rank,title,re_release,gross,num_theaters,total_gross,date,distributor
168,Created Equal: Clarence Thomas in His Own Words,,"$282,149",53,"$282,149",Jan 31,Manifold Productions Inc.
169,Fatman,,"$278,376",259,"$278,378",Nov 13,Saban Films
170,An American in Paris,2020 Re-release,"$267,824",651,"$267,824",Jan 19,Fathom Events
171,Wonder Woman,2020 Re-release,"$252,000",560,"$252,000",Dec 11,Warner Bros.
172,Back to the Future,2020 Re-release,"$247,000",258,"$247,000",Jul 31,Universal Pictures
173,Bohemian Rhapsody,2020 Re-release,"$240,000",-,"$240,000",Jul 17,Twentieth Century Fox
174,63 Up,,"$238,204",28,"$483,684",Nov 27,BritBox
175,Tokyo Godfathers,2020 Re-release,"$237,581",519,"$237,571",Mar 9,Fathom Events
176,Blind Eyes Opened,,"$234,505",534,"$234,505",Jan 23,Fathom Events
177,The Climb,,"$234,429",408,"$234,429",Nov 13,Sony Pictures Classics
178,Doctor Who Live Q&A And Screening,,"$228,615",692,"$228,615",Jan 5,Fathom Events
179,CatVideoFest 2020,,"$219,698",84,"$437,625",Feb 21,Oscilloscope
180,Frozen,2020 Re-release,"$215,000","1,367","$215,000",Nov 25,Walt Disney Studios Motion Pictures
181,Wild Mountain Thyme,,"$213,440",450,"$213,440",Dec 11,Bleecker Street Media
182,The Secrets We Keep,,"$207,928",471,"$207,928",Sep 16,Bleecker Street Media
183,Jiang Ziya,,"$206,975",55,"$214,670",Oct 1,Well Go USA Entertainment
184,Fate/stay night [Heaven's Feel] III. spring song,,"$200,000",304,"$200,000",Nov 18,Fathom Events
185,Ashfall,,"$199,575",18,"$372,562",Dec 19,Capelight Pictures
186,National Theater Live: Cyrano de Bergerac,2020 Re-release,"$198,352",472,"$198,352",Feb 20,Fathom Events
187,Zombieland: Double Tap,,"$192,926","3,468","$73,123,082",Oct 18,Sony Pictures Releasing
188,Cunningham,,"$190,635",23,"$265,102",Dec 13,Magnolia Pictures
189,The Doors: Break On Thru - A Celebration Of Ray Manzarek,,"$189,771",330,"$190,160",Feb 12,Trafalgar Releasing
190,The Outpost,,"$186,634",81,"$186,635",Jul 3,Fathom Events
191,The Wolf of Snow Hollow,,"$185,026",112,"$185,026",Oct 9,United Artists Releasing
192,Come Away,,"$183,423",475,"$184,477",Nov 13,Relativity Media
193,The Good Liar,,"$182,779","2,454","$17,156,058",Nov 15,Warner Bros.
194,And Then We Danced,,"$177,262",23,"$177,262",Feb 7,Music Box Films
195,Beanpole,,"$173,162",35,"$196,258",Jan 29,Kino Lorber
196,Follow Me,,"$167,962",50,"$167,962",Sep 18,Vertical Entertainment
197,Extra Ordinary,,"$164,346",80,"$164,346",Mar 6,Good Deed Entertainment
198,Palm Springs,,"$164,000",66,"$164,000",Jul 10,Neon
199,A Call to Spy,,"$158,864",79,"$159,014",Oct 2,IFC Films
200,Love Story,50th Anniversary,"$153,504",650,"$153,504",Feb 9,Fathom Events
