rank,title,re_release,gross,num_theaters,total_gross,date,distributor
28,Ticket to Paradise,,"$68,205,760","4,066","$68,275,985",Oct 21 2022,Universal Pictures
29,The Woman King,,"$67,178,268","3,765","$67,328,130",Sep 16 2022,TriStar Pictures
30,Halloween Ends,,"$64,079,860","3,901","$64,079,860",Oct 14 2022,Universal Pictures
31,Dog,,"$61,778,069","3,827","$61,778,069",Feb 18 2022,United Artists Releasing
32,Jackass Forever,,"$57,743,451","3,653","$57,743,451",Feb 4 2022,Paramount Pictures
33,Puss in Boots: The Last Wish,,"$55,665,155","4,121","$186,090,535",Dec 21 2022,Universal Pictures
34,Violent Night,,"$46,778,450","3,723","$50,057,405",Dec 2 2022,Universal Pictures
35,"Lyle, Lyle, Crocodile",,"$46,703,141","4,350","$46,888,441",Oct 7 2022,Sony Pictures Releasing
36,Death on the Nile,,"$45,630,104","3,420","$45,630,104",Feb 11 2022,20th Century Studios
37,Don't Worry Darling,,"$45,309,403","4,121","$45,309,403",Sep 23 2022,Warner Bros.
38,Downton Abbey: A New Era,,"$44,141,550","3,830","$44,141,550",May 20 2022,Focus Features
39,Barbarian,,"$40,842,944","2,890","$40,842,944",Sep 9 2022,20th Century Studios
40,Dragon Ball Super: Super Hero,,"$38,112,140","3,018","$38,112,140",Aug 19 2022,Crunchyroll
41,Strange World,,"$36,848,924","4,174","$37,968,963",Nov 23 2022,Walt Disney Studios Motion Pictures
42,The Menu,,"$35,721,551","3,228","$38,501,125",Nov 18 2022,Searchlight Pictures
43,Jujutsu Kaisen 0,,"$34,542,754","2,418","$34,542,754",Mar 18 2022,Crunchyroll
44,The Northman,,"$34,233,110","3,284","$34,233,110",Apr 22 2022,Focus Features
45,The Bob's Burgers Movie,,"$31,933,830","3,425","$31,933,830",May 27 2022,20th Century Studios
46,Beast,,"$31,846,530","3,754","$31,846,530",Aug 19 2022,Universal Pictures
47,The Invitation,,"$25,100,080","3,117","$25,100,080",Aug 26 2022,Sony Pictures Releasing
48,Avatar,2022  Re-release,"$24,714,024","2,040","$24,714,024",Sep 23 2022,Walt Disney Pictures
49,Ambulance,,"$22,781,115","3,412","$22,781,115",Apr 8 2022,Universal Pictures
50,Marry Me,,"$22,438,180","3,643","$22,438,180",Feb 11 2022,Universal Pictures
51,The King's Man,,"$20,917,649","3,180","$37,176,373",Dec 22 2022,20th Century Studios
52,Father Stu,,"$20,884,796","2,705","$20,884,796",Apr 13 2022,Sony Pictures Releasing
53,The Unbearable Weight of Massive Talent,,"$20,300,157","3,036","$20,300,157",Apr 22 2022,Lionsgate Films
54,Devotion,,"$19,837,942","3,458","$20,511,938",Nov 23 2022,Columbia Pictures
55,Prey for the Devil,,"$19,802,293","2,980","$19,802,293",Oct 28 2022,Lionsgate Films
56,Moonfall,,"$19,060,660","3,446","$19,060,660",Feb 4 2022,Lionsgate Films
57,Paws of Fury: The Legend of Hank,,"$17,811,382","3,481","$17,811,382",Jul 15 2022,Paramount Pictures
58,Amsterdam,,"$14,947,969","3,005","$14,947,969",Oct 7 2022,Walt Disney Studios Motion Pictures
59,The Chosen Season 3: Episode 1 & 2,,"$14,612,089","2,021","$14,612,089",Nov 18 2022,Fathom Events
60,The 355,,"$14,570,455","3,145","$14,570,455",Jan 7 2022,Universal Pictures
61,American Underdog,,"$14,301,214","2,813","$26,514,814",Dec 25 2022,Lionsgate Films
62,Glass Onion,,"$13,280,000",696,"$13,280,000",Nov 23 2022,Netflix
63,Whitney Houston: I Wanna Dance with Somebody,,"$13,256,913","3,625","$23,708,080",Dec 23 2022,TriStar Pictures
64,Easter Sunday,,"$13,013,690","3,176","$13,013,690",Aug 5 2022,Universal Pictures
65,One Piece Film: Red,,"$12,775,324","2,367","$12,775,324",Nov 4 2022,Crunchyroll
66,Licorice Pizza,,"$11,873,858","1,977","$17,318,007",Nov 26 2022,United Artists Releasing
67,The Fabelmans,,"$11,807,395","1,962","$17,348,945",Nov 11 2022,Universal Pictures
68,X,,"$11,765,309","2,920","$11,765,309",Mar 18 2022,A24
69,Bros,,"$11,628,165","3,356","$11,628,165",Sep 30 2022,Universal Pictures
70,Bodies Bodies Bodies,,"$11,446,602","2,541","$11,446,602",Aug 5 2022,A24
71,RRR,,"$11,113,000","1,200","$14,500,000",Mar 25 2022,Sarigama Cinemas
72,Terrifier 2,,"$10,640,105","1,550","$10,640,105",Oct 6 2022,Cinedigm Entertainment Group
73,Mrs. Harris Goes to Paris,,"$10,433,915","1,001","$10,433,915",Jul 15 2022,Focus Features
74,West Side Story,,"$10,361,074","2,820","$38,530,322",Dec 10 2022,20th Century Studios
75,Firestarter,,"$9,739,250","3,413","$9,739,250",May 13 2022,Universal Pictures
76,Blacklight,,"$9,591,094","2,772","$9,591,094",Feb 11 2022,Briarcliff Entertainment
77,See How They Run,,"$9,586,237","2,502","$9,586,237",Sep 16 2022,Walt Disney Studios Motion Pictures
78,The Matrix Resurrections,,"$9,552,171","3,552","$37,686,805",Dec 22 2022,Warner Bros.
79,Pearl,,"$9,423,445","2,982","$9,423,445",Sep 16 2022,A24
80,Spider-Man: No Way Home,2022 Re-release,"$9,321,593","3,935","$9,321,593",Sep 2 2022,Sony Pictures Releasing
81,Redeeming Love,,"$9,214,020","1,963","$9,214,020",Jan 21 2022,Universal Pictures
82,Babylon,,"$9,082,897","3,351","$15,351,455",Dec 23 2022,Paramount Pictures
83,The Banshees of Inisherin,,"$9,026,965","1,205","$10,582,266",Oct 21 2022,Searchlight Pictures
84,Till,,"$9,000,202","2,136","$9,000,202",Oct 14 2022,United Artists Releasing
85,Three Thousand Years of Longing,,"$8,286,741","2,436","$8,286,741",Aug 26 2022,United Artists Releasing
86,Brahmastra Part One: Shiva,,"$7,839,108",810,"$7,839,108",Sep 9 2022,Walt Disney Studios Motion Pictures
87,Bones and All,,"$7,834,907","2,727","$7,834,907",Nov 23 2022,United Artists Releasing
88,Memory,,"$7,329,043","2,555","$7,329,043",Apr 29 2022,Open Road Films (II)
89,Fall,,"$7,240,521","1,548","$7,240,521",Aug 12 2022,Lionsgate Films
90,Men,,"$7,018,995","2,212","$7,587,853",May 20 2022,A24
91,Ghostbusters: Afterlife,,"$6,981,615","4,315","$129,360,575",Nov 19 2022,Sony Pictures Releasing
92,BTS Permission to Dance on Stage - Seoul: Live Viewing,,"$6,840,000",803,"$6,840,000",Mar 12 2022,Trafalgar Releasing
93,Marcel the Shell with Shoes On,,"$6,333,702",821,"$6,333,702",Jun 24 2022,A24
94,She Said,,"$5,825,995","2,023","$5,825,995",Nov 18 2022,Universal Pictures
95,Tár,,"$5,579,775","1,090","$6,773,650",Oct 7 2022,Focus Features
96,I Heard the Bells,,"$5,563,323","1,204","$5,644,104",Dec 1 2022,Fathom Events
97,Encanto,,"$5,465,293","3,980","$96,093,622",Nov 24 2022,Walt Disney Studios Motion Pictures
98,Orphan: First Kill,,"$5,413,227",557,"$5,413,227",Aug 19 2022,Paramount Pictures
99,House of Gucci,,"$5,392,076","3,477","$53,809,574",Nov 24 2022,United Artists Releasing
100,The Whale,,"$5,334,196","1,721","$17,463,630",Dec 9 2022,A24
101,Lifemark,,"$5,180,537","1,531","$5,180,537",Sep 9 2022,Fathom Events
102,Jaws,2022 Re-release,"$5,100,765","1,246","$5,809,280",Sep 2 2022,Universal Pictures
103,The Cursed,,"$4,588,389","1,695","$4,588,389",Feb 18 2022,LD Entertainment
104,Nightmare Alley,,"$4,459,805","2,145","$11,338,107",Dec 17 2022,Searchlight Pictures
105,Vengeance,,"$4,330,720","1,003","$4,330,720",Jul 29 2022,Focus Features
106,Ponniyin Selvan: Part I,,"$4,282,000",500,"$4,282,000",Sep 30 2022,Sarigama Cinemas
107,Moonage Daydream,,"$4,210,870",733,"$4,218,925",Sep 16 2022,Neon
108,Triangle of Sadness,,"$4,117,418",610,"$4,608,096",Oct 7 2022,Neon
109,Belle,,"$4,018,313","1,338","$4,018,313",Jan 14 2022,GKIDS
110,Family Camp,,"$3,973,263","1,057","$3,973,263",May 13 2022,Roadside Attractions
111,Cyrano,,"$3,873,124",797,"$3,873,124",Feb 25 2022,United Artists Releasing
112,Laal Singh Chaddha,,"$3,401,324",517,"$3,401,324",Aug 11 2022,Paramount Pictures
113,The Outfit,,"$3,344,040","1,328","$3,344,040",Mar 18 2022,Focus Features
114,Clerks III,,"$3,118,952",5,"$4,663,106",Sep 16 2022,Fathom Events
115,The Worst Person in the World,,"$3,034,775",554,"$3,034,775",Feb 4 2022,Neon
116,K.G.F: Chapter 2,,"$2,874,000",-,"$2,874,000",Apr 15 2022,Viva Pictures
117,Breaking,,"$2,806,359",909,"$2,806,359",Aug 26 2022,Bleecker Street Media
118,A Journal for Jordan,,"$2,639,255","2,500","$6,545,174",Dec 25 2022,Sony Pictures Releasing
119,Honk for Jesus. Save Your Soul.,,"$2,561,270","1,882","$2,561,270",Sep 2 2022,Focus Features
120,Mack & Rita,,"$2,540,965","1,930","$2,540,965",Aug 12 2022,Gravitas Premiere
121,Studio 666,,"$2,513,963","2,306","$2,513,963",Feb 25 2022,Open Road Films (II)
122,Crimes of the Future,,"$2,452,882",773,"$2,452,882",Jun 3 2022,Neon
123,Belfast,,"$2,364,945","1,255","$9,250,870",Nov 12 2022,Focus Features
124,Gigi & Nate,,"$2,280,814","1,220","$2,280,814",Sep 2 2022,Roadside Attractions
125,The Good House,,"$2,219,760","1,061","$2,219,760",Sep 30 2022,Roadside Attractions
126,Parallel Mothers,,"$2,200,702",684,"$2,297,501",Dec 24 2022,Sony Pictures Classics
127,Emily the Criminal,,"$2,170,275",483,"$2,156,296",Aug 12 2022,Roadside Attractions
128,Umma,,"$2,121,025",805,"$2,121,025",Mar 18 2022,Stage 6 Films
129,The Wolf and the Lion,,"$2,072,173","1,005","$2,072,173",Feb 4 2022,Blue Fox Entertainment
130,E.T. the Extra-Terrestrial,2022 Re-release,"$2,030,725",793,"$2,234,590",Aug 12 2022,Universal Pictures
131,Drive My Car,,"$2,019,670",213,"$2,352,240",Nov 24 2022,Janus Films
132,Jeepers Creepers: Reborn,,"$2,013,935",996,"$2,033,057",Sep 19 2022,Fathom Events
133,Watcher,,"$1,961,207",764,"$1,961,207",Jun 3 2022,IFC Films
134,Mr. Malcolm's List,,"$1,885,718","1,384","$1,885,718",Jul 1 2022,Bleecker Street Media
135,Armageddon Time,,"$1,860,050","1,006","$1,872,625",Oct 28 2022,Focus Features
136,Radhe Shyam,,"$1,860,000",800,"$1,860,000",Mar 11 2022,-
137,Vikram,,"$1,770,000",465,"$1,770,000",Jun 3 2022,Prime Media Pictures
138,The King's Daughter,,"$1,758,961","2,170","$1,758,963",Jan 21 2022,Gravitas Ventures
139,2022 Oscar Nominated Short Films: Live Action/2022 Oscar Nominated Short Films: Animation/2022 Oscar Nominated Short Films: Documentary,2022 Oscar Nominated Short Films,"$1,645,735",355,"$1,801,646",Feb 25 2022,ShortsTV
140,Infinite Storm,,"$1,600,543","1,525","$1,600,543",Mar 25 2022,Bleecker Street Media
141,Vikram Vedha,,"$1,589,362",558,"$1,589,362",Sep 30 2022,Reliance Entertainment
142,The Duke,,"$1,526,970",353,"$1,526,970",Apr 22 2022,Sony Pictures Classics
143,Running the Bases,,"$1,511,980","1,080","$1,511,980",Sep 16 2022,UP2U Films
144,¿Y cómo es él?,,"$1,500,636",325,"$1,500,636",Apr 22 2022,Lionsgate Films
145,The Kashmir Files,,"$1,485,000",230,"$1,485,000",Mar 18 2022,Zee Studios
146,2000 Mules,,"$1,465,513",415,"$1,465,513",May 20 2022,D'Souza Media
147,It's a Wonderful Life,75th Anniversary,"$1,439,250",960,"$1,439,643",Dec 18 2022,Fathom Events
148,The Godfather,2022  Re-release,"$1,414,662",596,"$1,414,662",Feb 25 2022,Paramount Pictures
149,Spoiler Alert,,"$1,384,003",783,"$1,384,003",Dec 2 2022,Focus Features
150,Medieval,,"$1,374,325","1,311","$1,374,325",Sep 9 2022,The Avenue Entertainment
151,Rogue One: A Star Wars Story,2022 Re-release,"$1,362,667",255,"$1,362,667",Aug 26 2022,Walt Disney Studios Motion Pictures
152,Decision to Leave,,"$1,353,860",169,"$2,179,864",Oct 14 2022,MUBI
153,Howl's Moving Castle,2022 Re-release,"$1,212,525",868,"$1,212,525",Sep 23 2022,Fathom Events
154,F3: Fun and Frustration,,"$1,195,000",400,"$1,195,000",May 27 2022,-
155,Dune,,"$1,151,687","4,125","$108,327,830",Oct 22 2022,Warner Bros.
156,Aftersun,,"$1,119,759",97,"$1,658,790",Oct 21 2022,A24
157,After Ever Happy,,"$1,072,750","1,144","$1,072,750",Sep 7 2022,Fathom Events
158,Fire of Love,,"$1,064,079",191,"$1,120,412",Jul 6 2022,Neon
159,"Hallelujah: Leonard Cohen, a Journey, a Song",,"$1,062,353",168,"$1,062,603",Jul 1 2022,Sony Pictures Releasing
160,The Contractor,,"$1,035,265",489,"$1,035,265",Apr 1 2022,STX Entertainment
161,Jug Jugg Jeeyo,,"$1,033,000",318,"$1,033,000",Jun 24 2022,-
162,'83,,"$1,030,739",486,"$4,055,660",Dec 23 2022,Reliance Entertainment
163,Coldplay Music of The Spheres Live Broadcast from Buenos Aires,,"$1,015,000",833,"$1,015,000",Oct 28 2022,Trafalgar Releasing
164,The Beatles: Get Back - The Rooftop Concert,,"$976,712",179,"$976,712",Jan 30 2022,IMAX
165,Venom: Let There Be Carnage,,"$941,330","4,225","$213,550,366",Oct 1 2022,Sony Pictures Releasing
166,Man of God,,"$920,561",830,"$920,561",Mar 21 2022,Fathom Events
167,Empire of Light,,"$916,603",436,"$1,177,577",Dec 9 2022,Searchlight Pictures
168,Johnny Cash: The Redemption of an American Icon,,"$840,580","1,087","$840,580",Dec 5 2022,Fathom Events
169,The Tiger Rising,,"$835,162",872,"$835,162",Jan 21 2022,Variance Films
170,Hansan: Rising Dragon,,"$834,704",32,"$865,888",Jul 29 2022,Well Go USA Entertainment
171,Acharya,,"$832,000",396,"$832,000",Apr 29 2022,Prime Media Pictures
172,Petite Maman,,"$829,065",224,"$829,065",Apr 22 2022,Neon
173,Evangelion: 3.0+1.01 Thrice Upon a Time,,"$810,744",745,"$810,744",Dec 6 2022,Fathom Events
174,The Roundup,,"$801,281",22,"$812,859",May 19 2022,Capelight Pictures
175,Star Trek II: The Wrath of Khan,2022 Re-release,"$794,943",967,"$794,943",Sep 4 2022,Fathom Events
176,"The Metropolitan Opera HD Live: Kevin Puts: The Hours, Libretto by Greg Pierce",,"$791,374",826,"$791,374",Dec 10 2022,Fathom Events
177,The Phantom of the Open,,"$747,675",501,"$748,695",Jun 3 2022,Sony Pictures Classics
178,Saint Michael Meet the Angel,,"$643,828",811,"$643,828",Sep 29 2022,Fathom Events
179,Ante Sundharaniki,,"$621,000",350,"$620,000",Jun 10 2022,-
180,Unsilenced,,"$613,621",186,"$613,621",Jan 21 2022,Zhen Pictures
181,HIT: The 2nd Case,,"$600,000",280,"$600,000",Dec 2 2022,-
182,Official Competition,,"$593,790",173,"$593,790",Jun 17 2022,IFC Films
183,Gangubai Kathiawadi,,"$592,000",-,"$592,000",Mar 4 2022,Paramount Pictures International
184,Cuando sea joven,,"$588,028",315,"$588,028",Sep 23 2022,Pantelion Films
185,The Mean One,,"$585,025",162,"$612,260",Dec 8 2022,Atlas Distribution Company
186,"Confess, Fletch",,"$538,842",516,"$538,842",Sep 16 2022,Paramount Pictures
187,Call Jane,,"$512,770","1,068","$512,770",Oct 28 2022,Roadside Attractions
188,The Quintessential Quintuplets Movie,,"$502,000",910,"$502,000",Dec 2 2022,Crunchyroll
189,God's Country,,"$493,679",785,"$493,679",Sep 16 2022,IFC Films
190,Deep in the Heart: A Texas Wildlife Story,,"$480,240",69,"$480,240",Jun 3 2022,-
191,The Railway Children Return,,"$466,391",923,"$466,391",Sep 23 2022,Blue Fox Entertainment
192,Vivo,,"$454,807",705,"$454,807",Apr 25 2022,Fathom Events
193,Selena,2022  Re-release,"$444,681",427,"$444,681",Apr 7 2022,-
194,Eiffel,,"$436,023",308,"$444,814",Apr 29 2022,Blue Fox Entertainment
195,Brian and Charles,,"$430,635",279,"$430,635",Jun 17 2022,Focus Features
196,King Richard,,"$408,056","3,302","$15,129,285",Nov 19 2022,Warner Bros.
197,Superspreader,,"$399,370",235,"$399,370",Sep 30 2022,-
198,The Inspection,,"$385,627",144,"$390,429",Nov 18 2022,A24
199,Alice,,"$372,529",169,"$373,043",Mar 18 2022,Roadside Attractions
200,Emergency Declaration,,"$372,123",42,"$412,196",Aug 12 2022,Well Go USA Entertainment
