date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2003,New Year's Eve 2003,Wednesday,365,"$31,297,176",-7%,+112.7%,33,The Lord of the Rings: The Return of the King,"$7,509,391"
Dec 30 2003,,Tuesday,364,"$33,655,738",+2.9%,+37.7%,33,The Lord of the Rings: The Return of the King,"$9,615,240"
Dec 29 2003,,Monday,363,"$32,692,309",-27.6%,+33.6%,33,The Lord of the Rings: The Return of the King,"$10,052,588"
Dec 28 2003,,Sunday,362,"$45,131,519",-19.5%,+9.3%,37,The Lord of the Rings: The Return of the King,"$14,196,641"
Dec 27 2003,,Saturday,361,"$56,086,805",-3.4%,+12.8%,37,The Lord of the Rings: The Return of the King,"$17,249,267"
Dec 26 2003,,Friday,360,"$58,065,031",+25.5%,+50.1%,37,The Lord of the Rings: The Return of the King,"$19,152,196"
Dec 25 2003,Christmas Day 2003,Thursday,359,"$46,256,639",+24.6%,"+1,356.4%",41,The Lord of the Rings: The Return of the King,"$13,986,220"
Dec 24 2003,,Wednesday,358,"$14,717,055",-39.8%,-62.7%,32,The Lord of the Rings: The Return of the King,"$7,544,400"
Dec 23 2003,,Tuesday,357,"$24,448,919",-0.1%,+248.3%,34,The Lord of the Rings: The Return of the King,"$12,476,242"
Dec 22 2003,,Monday,356,"$24,473,427",-40.7%,+328.7%,34,The Lord of the Rings: The Return of the King,"$13,563,208"
Dec 21 2003,,Sunday,355,"$41,273,577",-17%,+121.6%,36,The Lord of the Rings: The Return of the King,"$23,326,111"
Dec 20 2003,,Saturday,354,"$49,715,565",+28.6%,+48.1%,36,The Lord of the Rings: The Return of the King,"$27,492,053"
Dec 19 2003,,Friday,353,"$38,673,102",+73.9%,+63.7%,36,The Lord of the Rings: The Return of the King,"$21,811,549"
Dec 18 2003,,Thursday,352,"$22,232,970",-43.7%,+291.2%,29,The Lord of the Rings: The Return of the King,"$17,019,987"
Dec 17 2003,,Wednesday,351,"$39,463,305",+462.2%,+584.1%,29,The Lord of the Rings: The Return of the King,"$34,450,834"
Dec 16 2003,,Tuesday,350,"$7,019,621",+23%,+12.6%,30,Something's Gotta Give,"$1,580,422"
Dec 15 2003,,Monday,349,"$5,708,350",-69.3%,-3.3%,31,Something's Gotta Give,"$1,487,724"
Dec 14 2003,,Sunday,348,"$18,622,906",-44.5%,-18.5%,31,The Last Samurai,"$3,778,957"
Dec 13 2003,,Saturday,347,"$33,559,373",+42.1%,-6.1%,31,Something's Gotta Give,"$7,026,916"
Dec 12 2003,,Friday,346,"$23,617,693",+315.6%,-11.5%,31,Something's Gotta Give,"$5,270,128"
Dec 11 2003,,Thursday,345,"$5,682,655",-1.5%,+4.2%,27,The Last Samurai,"$1,928,010"
Dec 10 2003,,Wednesday,344,"$5,768,818",-7.5%,+8.7%,27,The Last Samurai,"$2,031,492"
Dec 9 2003,,Tuesday,343,"$6,235,474",+5.6%,+4.8%,26,The Last Samurai,"$2,312,226"
Dec 8 2003,,Monday,342,"$5,903,877",-74.2%,-3.9%,26,The Last Samurai,"$2,244,174"
Dec 7 2003,,Sunday,341,"$22,846,349",-36.1%,-19.1%,27,The Last Samurai,"$6,686,637"
Dec 6 2003,,Saturday,340,"$35,738,254",+33.9%,-34.6%,27,The Last Samurai,"$9,195,348"
Dec 5 2003,,Friday,339,"$26,688,118",+389.4%,-53.5%,27,The Last Samurai,"$8,389,369"
Dec 4 2003,,Thursday,338,"$5,452,948",+2.7%,-82.3%,30,Bad Santa,"$819,000"
Dec 3 2003,,Wednesday,337,"$5,308,408",-10.8%,-78.5%,30,Bad Santa,"$788,000"
Dec 2 2003,,Tuesday,336,"$5,949,724",-3.2%,-47.3%,30,Bad Santa,"$849,000"
Dec 1 2003,,Monday,335,"$6,144,699",-78.2%,-26.4%,30,Bad Santa,"$868,000"
Nov 30 2003,,Sunday,334,"$28,236,679",-48.3%,-14.7%,33,The Cat in the Hat,"$5,079,155"
Nov 29 2003,,Saturday,333,"$54,644,611",-4.8%,+3.5%,33,The Cat in the Hat,"$9,308,895"
Nov 28 2003,,Friday,332,"$57,426,179",+86.2%,+56.7%,33,The Cat in the Hat,"$10,071,635"
Nov 27 2003,Thanksgiving 2003,Thursday,331,"$30,840,264",+25%,+390.5%,39,Elf,"$5,497,000"
Nov 26 2003,,Wednesday,330,"$24,678,194",+118.4%,+287.2%,37,The Haunted Mansion,"$4,548,648"
Nov 25 2003,,Tuesday,329,"$11,300,191",+35.4%,+54%,31,The Cat in the Hat,"$2,580,680"
Nov 24 2003,,Monday,328,"$8,346,651",-74.8%,+23.7%,31,The Cat in the Hat,"$1,974,480"
Nov 23 2003,,Sunday,327,"$33,113,970",-37.3%,+7.7%,37,The Cat in the Hat,"$10,686,440"
Nov 22 2003,,Saturday,326,"$52,787,740",+44.1%,+1.8%,38,The Cat in the Hat,"$16,402,040"
Nov 21 2003,,Friday,325,"$36,637,914",+482.7%,+7.4%,38,The Cat in the Hat,"$11,240,680"
Nov 20 2003,,Thursday,324,"$6,287,175",-1.4%,-14.3%,28,Master and Commander: The Far Side of the World,"$1,531,177"
Nov 19 2003,,Wednesday,323,"$6,373,367",-13.2%,-12.3%,29,Master and Commander: The Far Side of the World,"$1,665,156"
Nov 18 2003,,Tuesday,322,"$7,338,831",+8.7%,-64.4%,28,Master and Commander: The Far Side of the World,"$1,900,816"
Nov 17 2003,,Monday,321,"$6,749,814",-78%,-53.1%,28,Master and Commander: The Far Side of the World,"$1,862,690"
Nov 16 2003,,Sunday,320,"$30,741,502",-40.7%,-18.9%,36,Elf,"$7,229,000"
Nov 15 2003,,Saturday,319,"$51,848,876",+52%,-13.4%,35,Elf,"$11,814,000"
Nov 14 2003,,Friday,318,"$34,119,142",+364.9%,-20.1%,35,Master and Commander: The Far Side of the World,"$8,052,777"
Nov 13 2003,,Thursday,317,"$7,338,368",+1%,-55.4%,36,The Matrix Revolutions,"$2,052,420"
Nov 12 2003,,Wednesday,316,"$7,263,839",-64.8%,-75.1%,36,The Matrix Revolutions,"$2,223,433"
Nov 11 2003,,Tuesday,315,"$20,618,864",+43.4%,+202.5%,34,Elf,"$5,681,000"
Nov 10 2003,,Monday,314,"$14,382,226",-62.1%,+122.7%,36,The Matrix Revolutions,"$4,587,414"
Nov 9 2003,,Sunday,313,"$37,903,332",-36.7%,+43.2%,36,The Matrix Revolutions,"$12,420,905"
Nov 8 2003,,Saturday,312,"$59,875,964",+40.3%,+35.4%,36,The Matrix Revolutions,"$19,524,728"
Nov 7 2003,,Friday,311,"$42,678,088",+159.3%,+161.7%,36,The Matrix Revolutions,"$16,529,521"
Nov 6 2003,,Thursday,310,"$16,456,232",-43.6%,+142.8%,36,The Matrix Revolutions,"$11,003,481"
Nov 5 2003,,Wednesday,309,"$29,175,861",+328%,+330%,36,The Matrix Revolutions,"$24,311,365"
Nov 4 2003,,Tuesday,308,"$6,816,801",+5.6%,-10.3%,35,Brother Bear,"$1,612,628"
Nov 3 2003,,Monday,307,"$6,457,049",-75.6%,-15.7%,35,Brother Bear,"$1,463,672"
Nov 2 2003,,Sunday,306,"$26,476,373",-40.1%,-8.4%,38,Brother Bear,"$8,350,183"
Nov 1 2003,,Saturday,305,"$44,218,814",+171.1%,-6.7%,38,Brother Bear,"$11,054,309"
Oct 31 2003,Halloween 2003,Friday,304,"$16,309,282",+140.6%,-58.9%,38,Scary Movie 3,"$4,416,000"
Oct 30 2003,,Thursday,303,"$6,777,930",-0.1%,+0.9%,33,Scary Movie 3,"$2,063,000"
Oct 29 2003,,Wednesday,302,"$6,785,600",-10.7%,+2.9%,33,Scary Movie 3,"$2,063,000"
Oct 28 2003,,Tuesday,301,"$7,597,009",-0.8%,+0.4%,33,Scary Movie 3,"$2,483,000"
Oct 27 2003,,Monday,300,"$7,659,270",-73.5%,+4.7%,33,Scary Movie 3,"$2,801,000"
Oct 26 2003,,Sunday,299,"$28,889,498",-39.1%,+18%,40,Scary Movie 3,"$10,714,000"
Oct 25 2003,,Saturday,298,"$47,399,627",+19.4%,+13.8%,39,Scary Movie 3,"$19,003,000"
Oct 24 2003,,Friday,297,"$39,690,935",+490.9%,+19%,39,Scary Movie 3,"$18,397,000"
Oct 23 2003,,Thursday,296,"$6,717,050",+1.9%,+3.5%,33,The Texas Chainsaw Massacre,"$1,867,000"
Oct 22 2003,,Wednesday,295,"$6,594,172",-12.8%,+6.1%,33,The Texas Chainsaw Massacre,"$1,847,000"
Oct 21 2003,,Tuesday,294,"$7,563,112",+3.4%,+18.1%,32,The Texas Chainsaw Massacre,"$2,212,000"
Oct 20 2003,,Monday,293,"$7,315,086",-70.1%,-40.5%,32,The Texas Chainsaw Massacre,"$2,431,000"
Oct 19 2003,,Sunday,292,"$24,481,408",-41.2%,-7.2%,41,The Texas Chainsaw Massacre,"$6,719,000"
Oct 18 2003,,Saturday,291,"$41,660,696",+24.9%,+10.5%,41,The Texas Chainsaw Massacre,"$10,755,000"
Oct 17 2003,,Friday,290,"$33,350,826",+414.1%,+12.5%,42,The Texas Chainsaw Massacre,"$10,620,000"
Oct 16 2003,,Thursday,289,"$6,487,332",+4.4%,+34.8%,38,Kill Bill: Vol. 1,"$1,700,000"
Oct 15 2003,,Wednesday,288,"$6,216,051",-2.9%,+37.6%,38,Kill Bill: Vol. 1,"$1,700,000"
Oct 14 2003,,Tuesday,287,"$6,404,784",-47.9%,+23.3%,38,Kill Bill: Vol. 1,"$2,126,000"
Oct 13 2003,Indig. Peoples' Day 2003,Monday,286,"$12,287,570",-53.4%,+108.5%,72,Kill Bill: Vol. 1,"$3,196,215"
Oct 12 2003,,Sunday,285,"$26,392,264",-30%,+36.6%,43,Kill Bill: Vol. 1,"$5,907,000"
Oct 11 2003,,Saturday,284,"$37,686,842",+27.1%,+11.4%,43,Kill Bill: Vol. 1,"$7,995,000"
Oct 10 2003,,Friday,283,"$29,644,597",+515.8%,+29.2%,43,Kill Bill: Vol. 1,"$8,187,000"
Oct 9 2003,,Thursday,282,"$4,813,998",+6.6%,+1.9%,35,School of Rock,"$1,063,858"
Oct 8 2003,,Wednesday,281,"$4,517,343",-13%,-3.1%,34,School of Rock,"$912,080"
Oct 7 2003,,Tuesday,280,"$5,194,491",-11.9%,-2%,35,School of Rock,"$1,062,354"
Oct 6 2003,,Monday,279,"$5,893,277",-69.5%,+18.4%,35,School of Rock,"$1,522,558"
Oct 5 2003,,Sunday,278,"$19,319,086",-42.9%,+0.2%,44,School of Rock,"$4,903,911"
Oct 4 2003,,Saturday,277,"$33,843,573",+47.5%,+5.1%,44,School of Rock,"$8,712,422"
Oct 3 2003,,Friday,276,"$22,948,469",+385.7%,<0.1%,45,School of Rock,"$6,006,381"
Oct 2 2003,,Thursday,275,"$4,724,677",+1.3%,-2.3%,36,The Rundown,"$1,009,125"
Oct 1 2003,,Wednesday,274,"$4,663,923",-12%,-6.1%,36,The Rundown,"$1,008,640"
Sep 30 2003,,Tuesday,273,"$5,300,871",+6.5%,-11.4%,36,The Rundown,"$1,213,985"
Sep 29 2003,,Monday,272,"$4,975,906",-74.2%,-15.5%,36,The Rundown,"$1,197,760"
Sep 28 2003,,Sunday,271,"$19,279,459",-40.1%,-8.5%,44,The Rundown,"$4,842,565"
Sep 27 2003,,Saturday,270,"$32,204,574",+40.3%,-10.1%,44,The Rundown,"$7,675,120"
Sep 26 2003,,Friday,269,"$22,955,915",+374.7%,-21.7%,47,The Rundown,"$6,036,080"
Sep 25 2003,,Thursday,268,"$4,835,984",-2.6%,+18.6%,39,Underworld,"$1,221,220"
Sep 24 2003,,Wednesday,267,"$4,964,650",-17%,+17%,39,Underworld,"$1,273,391"
Sep 23 2003,,Tuesday,266,"$5,979,559",+1.5%,+22.8%,39,Underworld,"$1,646,698"
Sep 22 2003,,Monday,265,"$5,891,503",-72%,+30%,45,Underworld,"$1,711,827"
Sep 21 2003,,Sunday,264,"$21,078,577",-41.1%,+18.3%,48,Underworld,"$5,231,761"
Sep 20 2003,,Saturday,263,"$35,814,687",+22.2%,+21.4%,48,Underworld,"$7,917,804"
Sep 19 2003,,Friday,262,"$29,310,632",+618.6%,+29.6%,48,Underworld,"$8,604,194"
