date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 1988,New Year's Eve 1988,Saturday,366,"$2,687,720",-22.8%,+147.9%,1,Twins,"$2,687,720"
Dec 30 1988,,Friday,365,"$3,483,480",+32.2%,+60.1%,1,Twins,"$3,483,480"
Dec 29 1988,,Thursday,364,"$2,634,125",-0.9%,+119.8%,1,Twins,"$2,634,125"
Dec 28 1988,,Wednesday,363,"$2,658,440",-2%,+136.2%,1,Twins,"$2,658,440"
Dec 27 1988,,Tuesday,362,"$2,711,825",-25.7%,+131.1%,1,Twins,"$2,711,825"
Dec 26 1988,,Monday,361,"$3,650,845",+78.3%,+306.4%,1,Twins,"$3,650,845"
Dec 25 1988,Christmas Day 1988,Sunday,360,"$2,047,650",+88.9%,-9.4%,1,Twins,"$2,047,650"
Dec 24 1988,,Saturday,359,"$1,084,050",-50.2%,-67.3%,1,Twins,"$1,084,050"
Dec 23 1988,,Friday,358,"$2,176,130",+81.6%,-1.5%,1,Twins,"$2,176,130"
Dec 22 1988,,Thursday,357,"$1,198,504",+6.5%,+60.5%,2,Twins,"$1,197,900"
Dec 21 1988,,Wednesday,356,"$1,125,300",-4.1%,+46.6%,1,Twins,"$1,125,300"
Dec 20 1988,,Tuesday,355,"$1,173,690",+30.6%,+28.4%,1,Twins,"$1,173,690"
Dec 19 1988,,Monday,354,"$898,380",-60.3%,+19.2%,1,Twins,"$898,380"
Dec 18 1988,,Sunday,353,"$2,260,440",-31.7%,-26.7%,1,Twins,"$2,260,440"
Dec 17 1988,,Saturday,352,"$3,310,965",+49.8%,-30.4%,1,Twins,"$3,310,965"
Dec 16 1988,,Friday,351,"$2,209,725",+195.9%,-33.6%,1,Twins,"$2,209,725"
Dec 15 1988,,Thursday,350,"$746,860",-2.7%,-,1,Twins,"$746,860"
Dec 14 1988,,Wednesday,349,"$767,800",-16%,-,1,Twins,"$767,800"
Dec 13 1988,,Tuesday,348,"$914,380",+21.3%,-,1,Twins,"$914,380"
Dec 12 1988,,Monday,347,"$753,840",-75.6%,-,1,Twins,"$753,840"
Dec 11 1988,,Sunday,346,"$3,085,160",-35.2%,-,1,Twins,"$3,085,160"
Dec 10 1988,,Saturday,345,"$4,760,360",+43%,-,1,Twins,"$4,760,360"
Dec 9 1988,,Friday,344,"$3,329,460",-,-,1,Twins,"$3,329,460"
Aug 25 1988,,Thursday,238,"$1,158",-,-,1,The Year My Voice Broke,"$1,158"
Jul 31 1988,,Sunday,213,"$157,087",-16.4%,-36.8%,1,Red Heat,"$157,087"
Jul 30 1988,,Saturday,212,"$188,014",+42.8%,-41.2%,1,Red Heat,"$188,014"
Jul 29 1988,,Friday,211,"$131,620",+82.9%,-40.2%,1,Red Heat,"$131,620"
Jul 28 1988,,Thursday,210,"$71,949",-7.8%,-32.5%,1,Red Heat,"$71,949"
Jul 27 1988,,Wednesday,209,"$78,024",-5%,-32.3%,1,Red Heat,"$78,024"
Jul 26 1988,,Tuesday,208,"$82,139",-4.4%,-53%,1,Red Heat,"$82,139"
Jul 25 1988,,Monday,207,"$85,889",-65.4%,-45.1%,1,Red Heat,"$85,889"
Jul 24 1988,,Sunday,206,"$248,520",-22.3%,-50.6%,1,Red Heat,"$248,520"
Jul 23 1988,,Saturday,205,"$319,973",+45.5%,-48%,1,Red Heat,"$319,973"
Jul 22 1988,,Friday,204,"$219,957",+106.4%,-46.1%,1,Red Heat,"$219,957"
Jul 21 1988,,Thursday,203,"$106,594",-7.6%,-48.9%,1,Red Heat,"$106,594"
Jul 20 1988,,Wednesday,202,"$115,332",-34%,-54.5%,1,Red Heat,"$115,332"
Jul 19 1988,,Tuesday,201,"$174,692",+11.7%,-48.2%,1,Red Heat,"$174,692"
Jul 18 1988,,Monday,200,"$156,381",-68.9%,-50.8%,1,Red Heat,"$156,381"
Jul 17 1988,,Sunday,199,"$503,263",-18.2%,-50.8%,1,Red Heat,"$503,263"
Jul 16 1988,,Saturday,198,"$615,031",+50.8%,-54%,1,Red Heat,"$615,031"
Jul 15 1988,,Friday,197,"$407,896",+95.5%,-54.3%,1,Red Heat,"$407,896"
Jul 14 1988,,Thursday,196,"$208,656",-17.8%,-49.6%,2,Red Heat,"$185,140"
Jul 13 1988,,Wednesday,195,"$253,728",-24.8%,-50.2%,2,Red Heat,"$210,554"
Jul 12 1988,,Tuesday,194,"$337,206",+6%,-46.9%,2,Red Heat,"$268,951"
Jul 11 1988,,Monday,193,"$318,120",-68.9%,-60.6%,2,Red Heat,"$253,355"
Jul 10 1988,,Sunday,192,"$1,022,288",-23.5%,-44.8%,2,Red Heat,"$741,853"
Jul 9 1988,,Saturday,191,"$1,335,711",+49.5%,-39%,2,Red Heat,"$985,754"
