date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2006,New Year's Eve 2006,Sunday,365,"$34,085,553",-33.9%,+69.8%,48,Night at the Museum,"$9,484,970"
Dec 30 2006,,Saturday,364,"$51,545,942",+6.3%,+19%,48,Night at the Museum,"$13,738,364"
Dec 29 2006,,Friday,363,"$48,510,636",+21.4%,+22.4%,48,Night at the Museum,"$13,543,571"
Dec 28 2006,,Thursday,362,"$39,956,985",-4.8%,+124.9%,47,Night at the Museum,"$11,394,216"
Dec 27 2006,,Wednesday,361,"$41,950,252",-15.3%,+124.7%,47,Night at the Museum,"$11,942,352"
Dec 26 2006,,Tuesday,360,"$49,502,338",+0.1%,+307.8%,47,Night at the Museum,"$13,506,030"
Dec 25 2006,Christmas Day 2006,Monday,359,"$49,439,913",+19.3%,+50.6%,47,Night at the Museum,"$11,778,870"
Dec 24 2006,,Sunday,358,"$20,076,264",-53.7%,-32.4%,43,Night at the Museum,"$5,708,502"
Dec 23 2006,,Saturday,357,"$43,323,141",+9.3%,+1.8%,43,Night at the Museum,"$12,591,264"
Dec 22 2006,,Friday,356,"$39,619,644",+123%,+17.5%,43,Night at the Museum,"$12,134,015"
Dec 21 2006,,Thursday,355,"$17,769,136",-4.8%,+179.6%,48,Rocky Balboa,"$3,489,109"
Dec 20 2006,,Wednesday,354,"$18,666,224",+53.8%,+190%,46,Rocky Balboa,"$6,204,105"
Dec 19 2006,,Tuesday,353,"$12,137,406",+5.4%,+86.8%,43,The Pursuit of Happyness,"$2,856,735"
Dec 18 2006,,Monday,352,"$11,512,039",-61.2%,+83.3%,43,The Pursuit of Happyness,"$2,877,841"
Dec 17 2006,,Sunday,351,"$29,686,507",-30.3%,+29.8%,43,The Pursuit of Happyness,"$7,045,306"
Dec 16 2006,,Saturday,350,"$42,566,845",+26.3%,+18.8%,43,The Pursuit of Happyness,"$10,544,653"
Dec 15 2006,,Friday,349,"$33,713,344",+430.4%,+38.1%,44,The Pursuit of Happyness,"$8,951,750"
Dec 14 2006,,Thursday,348,"$6,355,820",-1.2%,+36%,45,Apocalypto,"$1,153,592"
Dec 13 2006,,Wednesday,347,"$6,436,182",-1%,+36.4%,45,Apocalypto,"$1,190,670"
Dec 12 2006,,Tuesday,346,"$6,498,293",+3.5%,+31.7%,45,Apocalypto,"$1,340,932"
Dec 11 2006,,Monday,345,"$6,281,422",-72.5%,+34.9%,45,Apocalypto,"$1,510,608"
Dec 10 2006,,Sunday,344,"$22,865,868",-36.2%,+13.4%,45,Apocalypto,"$4,372,985"
Dec 9 2006,,Saturday,343,"$35,826,497",+46.8%,+3.3%,45,Happy Feet,"$6,009,551"
Dec 8 2006,,Friday,342,"$24,407,887",+422.1%,+8.7%,45,Apocalypto,"$4,904,946"
Dec 7 2006,,Thursday,341,"$4,675,102",-0.9%,-17.9%,40,Casino Royale,"$1,024,161"
Dec 6 2006,,Wednesday,340,"$4,719,921",-4.4%,-19.7%,40,Casino Royale,"$1,044,215"
Dec 5 2006,,Tuesday,339,"$4,935,845",+6%,-23.2%,39,Casino Royale,"$1,112,818"
Dec 4 2006,,Monday,338,"$4,657,889",-76.9%,-30.7%,40,Casino Royale,"$1,036,657"
Dec 3 2006,,Sunday,337,"$20,170,174",-41.9%,-29.3%,42,Happy Feet,"$5,014,799"
Dec 2 2006,,Saturday,336,"$34,690,148",+54.4%,-35.9%,42,Happy Feet,"$8,227,390"
Dec 1 2006,,Friday,335,"$22,461,888",+294.5%,-61.3%,42,Casino Royale,"$4,632,565"
Nov 30 2006,,Thursday,334,"$5,694,077",-3.2%,-80.9%,46,Casino Royale,"$1,551,530"
Nov 29 2006,,Wednesday,333,"$5,880,557",-8.5%,-78.9%,46,Casino Royale,"$1,654,438"
Nov 28 2006,,Tuesday,332,"$6,429,646",-4.3%,-54.6%,46,Casino Royale,"$1,770,492"
Nov 27 2006,,Monday,331,"$6,716,953",-76.5%,-38.9%,46,Casino Royale,"$1,733,036"
Nov 26 2006,,Sunday,330,"$28,537,063",-47.3%,-19.2%,49,Happy Feet,"$7,787,405"
Nov 25 2006,,Saturday,329,"$54,121,015",-6.8%,+2.7%,49,Happy Feet,"$13,928,362"
Nov 24 2006,,Friday,328,"$58,085,160",+94.5%,+40.8%,49,Happy Feet,"$15,322,279"
Nov 23 2006,Thanksgiving 2006,Thursday,327,"$29,860,913",+7.3%,+419.9%,49,Casino Royale,"$7,538,925"
Nov 22 2006,,Wednesday,326,"$27,838,302",+96.5%,+382.8%,48,Happy Feet,"$7,462,263"
Nov 21 2006,,Tuesday,325,"$14,163,799",+28.8%,+124.2%,46,Casino Royale,"$4,502,582"
Nov 20 2006,,Monday,324,"$10,999,353",-68.8%,+56.2%,45,Casino Royale,"$3,836,772"
Nov 19 2006,,Sunday,323,"$35,303,802",-33%,+36.2%,47,Happy Feet,"$12,148,078"
Nov 18 2006,,Saturday,322,"$52,684,937",+27.7%,+19.3%,47,Happy Feet,"$17,128,133"
Nov 17 2006,,Friday,321,"$41,267,649",+618.5%,+15.3%,47,Casino Royale,"$14,741,135"
Nov 16 2006,,Thursday,320,"$5,743,667",-0.4%,-37.3%,45,Borat,"$2,000,791"
Nov 15 2006,,Wednesday,319,"$5,766,420",-8.7%,-20.2%,45,Borat,"$2,101,530"
Nov 14 2006,,Tuesday,318,"$6,317,605",-10.3%,-36.4%,44,Borat,"$2,383,125"
Nov 13 2006,,Monday,317,"$7,040,724",-72.8%,-18.1%,44,Borat,"$2,557,281"
Nov 12 2006,,Sunday,316,"$25,926,940",-41.3%,-9%,45,Borat,"$6,966,019"
Nov 11 2006,,Saturday,315,"$44,173,771",+23.4%,-6.3%,45,Borat,"$11,523,137"
Nov 10 2006,,Friday,314,"$35,799,465",+291%,+7.8%,45,Borat,"$9,780,744"
Nov 9 2006,,Thursday,313,"$9,155,977",+26.7%,+67.9%,40,Borat,"$3,158,068"
Nov 8 2006,,Wednesday,312,"$7,226,173",-27.2%,+26.4%,40,Borat,"$2,764,494"
Nov 7 2006,,Tuesday,311,"$9,927,339",+15.5%,+17.4%,40,Borat,"$3,155,949"
Nov 6 2006,,Monday,310,"$8,598,381",-69.8%,+47.7%,40,Borat,"$3,307,891"
Nov 5 2006,,Sunday,309,"$28,484,680",-39.6%,+40.1%,41,Borat,"$7,081,803"
Nov 4 2006,,Saturday,308,"$47,129,876",+41.9%,+39.7%,41,Borat,"$10,139,477"
Nov 3 2006,,Friday,307,"$33,209,189",+509.2%,+13.3%,41,Borat,"$9,234,183"
Nov 2 2006,,Thursday,306,"$5,451,706",-4.6%,+3.5%,42,Saw III,"$1,788,438"
Nov 1 2006,,Wednesday,305,"$5,717,070",-32.4%,+11.4%,42,Saw III,"$2,078,770"
Oct 31 2006,Halloween 2006,Tuesday,304,"$8,455,106",+45.2%,+51.3%,42,Saw III,"$4,505,675"
Oct 30 2006,,Monday,303,"$5,821,733",-71.4%,+2.3%,42,Saw III,"$2,593,561"
Oct 29 2006,,Sunday,302,"$20,324,559",-39.8%,-4.4%,42,Saw III,"$7,604,133"
Oct 28 2006,,Saturday,301,"$33,747,994",+15.2%,-1.3%,42,Saw III,"$11,534,385"
Oct 27 2006,,Friday,300,"$29,304,384",+456.1%,+10%,42,Saw III,"$14,471,873"
Oct 26 2006,,Thursday,299,"$5,269,778",+2.7%,-10.3%,42,The Departed,"$1,072,335"
Oct 25 2006,,Wednesday,298,"$5,132,650",-8.1%,-7.3%,42,The Departed,"$1,067,129"
Oct 24 2006,,Tuesday,297,"$5,587,223",-1.8%,-10.6%,42,The Prestige,"$1,170,095"
Oct 23 2006,,Monday,296,"$5,691,754",-73.2%,-10.6%,42,The Prestige,"$1,195,155"
Oct 22 2006,,Sunday,295,"$21,262,942",-37.8%,-8.9%,45,The Prestige,"$3,808,404"
Oct 21 2006,,Saturday,294,"$34,179,290",+28.3%,-13.2%,45,The Prestige,"$5,851,002"
