date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2007,New Year's Eve 2007,Monday,365,"$33,878,455",-29.4%,+49.7%,48,National Treasure: Book of Secrets,"$9,188,271"
Dec 30 2007,,Sunday,364,"$48,013,131",-14.8%,+6.9%,46,National Treasure: Book of Secrets,"$10,738,052"
Dec 29 2007,,Saturday,363,"$56,383,294",+5.3%,+5.8%,46,National Treasure: Book of Secrets,"$12,673,395"
Dec 28 2007,,Friday,362,"$53,547,394",+17.4%,+6.9%,46,National Treasure: Book of Secrets,"$12,261,261"
Dec 27 2007,,Thursday,361,"$45,627,074",-9.4%,+247.3%,44,National Treasure: Book of Secrets,"$10,517,241"
Dec 26 2007,,Wednesday,360,"$50,384,621",-12.3%,+325.1%,44,National Treasure: Book of Secrets,"$12,441,267"
Dec 25 2007,Christmas Day 2007,Tuesday,359,"$57,429,830",+16.2%,+71.3%,45,National Treasure: Book of Secrets,"$13,656,128"
Dec 24 2007,,Monday,358,"$22,637,732",-49.6%,+76.2%,40,National Treasure: Book of Secrets,"$7,004,295"
Dec 23 2007,,Sunday,357,"$44,934,073",-15.7%,+18.8%,41,National Treasure: Book of Secrets,"$12,699,785"
Dec 22 2007,,Saturday,356,"$53,272,862",+6.4%,-10.4%,41,National Treasure: Book of Secrets,"$15,344,648"
Dec 21 2007,,Friday,355,"$50,075,157",+281.2%,-3.3%,41,National Treasure: Book of Secrets,"$16,739,339"
Dec 20 2007,,Thursday,354,"$13,135,882",+10.8%,+203.3%,41,I Am Legend,"$6,064,109"
Dec 19 2007,,Wednesday,353,"$11,851,616",-0.3%,+149.8%,41,I Am Legend,"$6,021,296"
Dec 18 2007,,Tuesday,352,"$11,885,489",-7.5%,+136.4%,41,I Am Legend,"$6,503,117"
Dec 17 2007,,Monday,351,"$12,845,822",-66%,+163%,41,I Am Legend,"$7,465,450"
Dec 16 2007,,Sunday,350,"$37,824,930",-36.4%,+113.6%,40,I Am Legend,"$18,356,821"
Dec 15 2007,,Saturday,349,"$59,467,177",+14.9%,+104.6%,40,I Am Legend,"$28,795,114"
Dec 14 2007,,Friday,348,"$51,766,333","+1,095.3%",+145.9%,40,I Am Legend,"$30,059,386"
Dec 13 2007,,Thursday,347,"$4,330,705",-8.7%,-0.8%,46,The Golden Compass,"$1,287,000"
Dec 12 2007,,Wednesday,346,"$4,744,035",-5.6%,+12.1%,46,The Golden Compass,"$1,452,000"
Dec 11 2007,,Tuesday,345,"$5,026,880",+2.9%,+11.5%,45,The Golden Compass,"$1,672,000"
Dec 10 2007,,Monday,344,"$4,884,939",-72.4%,+12.9%,45,The Golden Compass,"$1,749,000"
Dec 9 2007,,Sunday,343,"$17,705,994",-39.1%,+0.7%,46,The Golden Compass,"$6,834,000"
Dec 8 2007,,Saturday,342,"$29,064,646",+38.1%,-2.2%,46,The Golden Compass,"$10,226,000"
Dec 7 2007,,Friday,341,"$21,051,546",+382.3%,-1.5%,46,The Golden Compass,"$8,723,000"
Dec 6 2007,,Thursday,340,"$4,364,849",+3.1%,-23.4%,44,Enchanted,"$801,316"
Dec 5 2007,,Wednesday,339,"$4,231,954",-6.2%,-28.3%,44,Enchanted,"$766,881"
Dec 4 2007,,Tuesday,338,"$4,510,208",+4.2%,-30.3%,43,Enchanted,"$810,883"
Dec 3 2007,,Monday,337,"$4,327,743",-75.4%,-37.9%,43,Enchanted,"$779,510"
Dec 2 2007,,Sunday,336,"$17,576,820",-40.8%,-39.5%,46,Enchanted,"$4,382,799"
Dec 1 2007,,Saturday,335,"$29,714,587",+39.1%,-45%,46,Enchanted,"$7,185,621"
Nov 30 2007,,Friday,334,"$21,367,681",+274.9%,-62.4%,46,Enchanted,"$4,834,896"
Nov 29 2007,,Thursday,333,"$5,699,321",-3.5%,-80.7%,52,Enchanted,"$1,083,332"
Nov 28 2007,,Wednesday,332,"$5,905,693",-8.7%,-81%,51,Enchanted,"$1,023,033"
Nov 27 2007,,Tuesday,331,"$6,466,787",-7.3%,-32.2%,52,Enchanted,"$1,147,191"
Nov 26 2007,,Monday,330,"$6,974,262",-76%,-11.1%,53,Enchanted,"$1,283,163"
Nov 25 2007,,Sunday,329,"$29,064,623",-46.2%,+23.2%,55,Enchanted,"$7,152,801"
Nov 24 2007,,Saturday,328,"$54,043,198",-4.8%,+37.7%,56,Enchanted,"$12,936,914"
Nov 23 2007,,Friday,327,"$56,769,374",+92.4%,+105.8%,55,Enchanted,"$14,350,602"
Nov 22 2007,Thanksgiving 2007,Thursday,326,"$29,508,416",-4.9%,+533.1%,55,Enchanted,"$6,652,198"
Nov 21 2007,,Wednesday,325,"$31,016,056",+225.4%,+569.7%,56,Enchanted,"$7,967,766"
Nov 20 2007,,Tuesday,324,"$9,532,335",+21.5%,+86.2%,51,Beowulf,"$2,876,023"
Nov 19 2007,,Monday,323,"$7,848,730",-66.7%,-44.9%,52,Beowulf,"$2,654,523"
Nov 18 2007,,Sunday,322,"$23,597,642",-39.9%,-13.4%,53,Beowulf,"$7,012,634"
Nov 17 2007,,Saturday,321,"$39,245,849",+42.3%,-2.8%,54,Beowulf,"$10,498,103"
Nov 16 2007,,Friday,320,"$27,588,066",+491.9%,+2.8%,53,Beowulf,"$10,005,134"
Nov 15 2007,,Thursday,319,"$4,661,144",+0.6%,-34.2%,56,American Gangster,"$1,423,125"
Nov 14 2007,,Wednesday,318,"$4,631,663",-9.5%,-32.4%,56,American Gangster,"$1,451,795"
Nov 13 2007,,Tuesday,317,"$5,118,699",-64.1%,-44.3%,56,American Gangster,"$1,590,680"
Nov 12 2007,,Monday,316,"$14,238,827",-47.7%,+75.8%,56,Bee Movie,"$5,002,586"
Nov 11 2007,,Sunday,315,"$27,242,926",-32.6%,-6.2%,58,Bee Movie,"$8,018,170"
Nov 10 2007,,Saturday,314,"$40,395,190",+50.5%,-21.5%,58,Bee Movie,"$11,305,924"
Nov 9 2007,,Friday,313,"$26,835,072",+279%,-29.3%,58,American Gangster,"$7,173,355"
Nov 8 2007,,Thursday,312,"$7,080,379",+3.4%,+40.6%,54,American Gangster,"$2,762,450"
Nov 7 2007,,Wednesday,311,"$6,850,266",-25.4%,-1.3%,54,American Gangster,"$2,931,840"
Nov 6 2007,,Tuesday,310,"$9,181,952",+13.4%,+74.2%,54,American Gangster,"$3,527,370"
Nov 5 2007,,Monday,309,"$8,097,932",-72.1%,+46%,54,American Gangster,"$3,573,180"
Nov 4 2007,,Sunday,308,"$29,038,606",-43.6%,+56.5%,54,Bee Movie,"$10,871,968"
Nov 3 2007,,Saturday,307,"$51,461,004",+35.5%,+61.3%,54,American Gangster,"$17,652,120"
Nov 2 2007,,Friday,306,"$37,982,917",+654.4%,+23.7%,54,American Gangster,"$15,865,355"
Nov 1 2007,,Thursday,305,"$5,034,748",-27.5%,+4.3%,56,Saw IV,"$1,554,652"
Oct 31 2007,Halloween 2007,Wednesday,304,"$6,939,876",+31.7%,+45.4%,55,Saw IV,"$2,808,522"
Oct 30 2007,,Tuesday,303,"$5,270,436",-5%,-2.7%,55,Saw IV,"$1,844,808"
Oct 29 2007,,Monday,302,"$5,547,484",-70.1%,+7.6%,55,Saw IV,"$2,085,443"
Oct 28 2007,,Sunday,301,"$18,550,963",-41.8%,+7.8%,58,Saw IV,"$6,523,322"
Oct 27 2007,,Saturday,300,"$31,895,448",+3.9%,+4%,58,Saw IV,"$10,477,464"
Oct 26 2007,,Friday,299,"$30,711,287",+535.9%,+23.8%,58,Saw IV,"$14,755,978"
Oct 25 2007,,Thursday,298,"$4,829,270",+1.2%,-12.5%,55,30 Days of Night,"$1,028,665"
Oct 24 2007,,Wednesday,297,"$4,771,843",-11.9%,-13.8%,55,30 Days of Night,"$1,036,869"
Oct 23 2007,,Tuesday,296,"$5,416,620",+5%,-9.7%,55,30 Days of Night,"$1,277,763"
Oct 22 2007,,Monday,295,"$5,157,400",-70%,-16.3%,58,30 Days of Night,"$1,322,944"
Oct 21 2007,,Sunday,294,"$17,214,243",-43.8%,-14.2%,60,30 Days of Night,"$3,820,876"
Oct 20 2007,,Saturday,293,"$30,655,693",+23.6%,-10.6%,60,30 Days of Night,"$5,879,123"
Oct 19 2007,,Friday,292,"$24,805,019",+349.5%,-4.4%,60,30 Days of Night,"$6,251,903"
Oct 18 2007,,Thursday,291,"$5,517,965",-0.3%,+35.5%,56,Why Did I Get Married?,"$1,157,337"
Oct 17 2007,,Wednesday,290,"$5,532,656",-7.7%,+35%,56,Why Did I Get Married?,"$1,129,694"
Oct 16 2007,,Tuesday,289,"$5,995,759",-2.7%,+34.7%,56,Why Did I Get Married?,"$1,408,508"
Oct 15 2007,,Monday,288,"$6,163,471",-69.3%,-29.6%,56,Why Did I Get Married?,"$1,715,482"
Oct 14 2007,,Sunday,287,"$20,065,036",-41.5%,+10.6%,58,Why Did I Get Married?,"$5,145,210"
Oct 13 2007,,Saturday,286,"$34,306,265",+32.2%,+29.7%,58,Why Did I Get Married?,"$8,790,348"
Oct 12 2007,,Friday,285,"$25,958,342",+537.5%,+38.5%,58,Why Did I Get Married?,"$7,418,231"
Oct 11 2007,,Thursday,284,"$4,072,071",-0.6%,-9.1%,56,The Heartbreak Kid,"$913,006"
Oct 10 2007,,Wednesday,283,"$4,098,246",-8%,-6.9%,56,The Heartbreak Kid,"$966,063"
Oct 9 2007,,Tuesday,282,"$4,452,790",-49.1%,-12.5%,55,The Heartbreak Kid,"$1,091,440"
Oct 8 2007,Indig. Peoples' Day 2007,Monday,281,"$8,750,606",-51.7%,+82.9%,55,The Game Plan,"$2,733,318"
