date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Wednesday,365,"$15,185,045",+9.2%,+187.2%,7,Titanic,"$8,213,735"
Dec 30,,Tuesday,364,"$13,908,943",+3.9%,+71.6%,7,Titanic,"$8,012,909"
Dec 29,,Monday,363,"$13,386,127",-28.7%,+80.2%,7,Titanic,"$7,942,520"
Dec 28,,Sunday,362,"$18,771,349",-16.5%,+49.5%,7,Titanic,"$10,866,920"
Dec 27,,Saturday,361,"$22,475,190",+2.2%,+52.7%,7,Titanic,"$12,466,455"
Dec 26,,Friday,360,"$21,984,997",-14.3%,+98%,7,Titanic,"$12,122,298"
Dec 25,Christmas Day,Thursday,359,"$25,641,031",+707.3%,+198.7%,14,Titanic,"$9,178,529"
Dec 24,,Wednesday,358,"$5,287,612",-34.8%,+898.1%,6,Titanic,"$3,571,345"
Dec 23,,Tuesday,357,"$8,106,135",+9.1%,"+1,353%",6,Titanic,"$6,003,119"
Dec 22,,Monday,356,"$7,428,799",-40.8%,"+1,334.2%",5,Titanic,"$5,578,212"
Dec 21,,Sunday,355,"$12,558,379",-14.7%,+640.6%,6,Titanic,"$9,307,304"
Dec 20,,Saturday,354,"$14,714,276",+32.5%,+541.5%,6,Titanic,"$10,672,013"
Dec 19,,Friday,353,"$11,102,538","+1,946.6%",+554.1%,6,Titanic,"$8,658,814"
Dec 18,,Thursday,352,"$542,499",+2.4%,+139.9%,4,Amistad,"$433,129"
Dec 17,,Wednesday,351,"$529,757",-5%,+125.5%,4,Amistad,"$428,131"
Dec 16,,Tuesday,350,"$557,886",+7.7%,+152.1%,4,Amistad,"$438,960"
Dec 15,,Monday,349,"$517,979",-69.5%,+198.2%,4,Amistad,"$432,173"
Dec 14,,Sunday,348,"$1,695,725",-26.1%,+176.4%,4,Amistad,"$1,375,299"
Dec 13,,Saturday,347,"$2,293,637",+35.1%,+114.6%,4,Amistad,"$1,825,681"
Dec 12,,Friday,346,"$1,697,490",+650.6%,+151.3%,4,Amistad,"$1,372,543"
Dec 11,,Thursday,345,"$226,151",-3.7%,-12.1%,4,Starship Troopers,"$110,344"
Dec 10,,Wednesday,344,"$234,907",+6.1%,-4.1%,4,Starship Troopers,"$108,076"
Dec 9,,Tuesday,343,"$221,317",+27.4%,-23.8%,3,Starship Troopers,"$135,689"
Dec 8,,Monday,342,"$173,703",-71.7%,-26%,3,Starship Troopers,"$108,759"
Dec 7,,Sunday,341,"$613,460",-42.6%,-28%,3,Starship Troopers,"$338,768"
Dec 6,,Saturday,340,"$1,068,945",+58.3%,-37.9%,3,Starship Troopers,"$570,608"
Dec 5,,Friday,339,"$675,372",+162.6%,-60%,3,Starship Troopers,"$355,756"
Dec 4,,Thursday,338,"$257,185",+5%,-78.1%,3,Starship Troopers,"$162,004"
Dec 3,,Wednesday,337,"$244,857",-15.7%,-71.9%,3,Starship Troopers,"$156,207"
Dec 2,,Tuesday,336,"$290,412",+23.7%,-60.5%,3,Starship Troopers,"$184,214"
Dec 1,,Monday,335,"$234,705",-72.5%,-56%,3,Starship Troopers,"$152,311"
Nov 30,,Sunday,334,"$852,303",-50.5%,-58.7%,3,Starship Troopers,"$546,437"
Nov 29,,Saturday,333,"$1,720,255",+1.8%,-50.2%,3,Starship Troopers,"$1,083,728"
Nov 28,,Friday,332,"$1,689,696",+43.7%,-22.6%,3,Starship Troopers,"$1,123,272"
Nov 27,Thanksgiving,Thursday,331,"$1,175,457",+35%,+46.4%,4,Starship Troopers,"$665,774"
Nov 26,,Wednesday,330,"$870,890",+18.6%,+5.2%,4,Starship Troopers,"$522,843"
Nov 25,,Tuesday,329,"$734,586",+37.7%,-28.6%,4,Starship Troopers,"$458,330"
Nov 24,,Monday,328,"$533,445",-74.2%,-38.5%,4,Starship Troopers,"$335,912"
Nov 23,,Sunday,327,"$2,064,328",-40.2%,-47%,4,Starship Troopers,"$1,287,907"
Nov 22,,Saturday,326,"$3,451,547",+58.1%,-51.2%,4,Starship Troopers,"$2,105,193"
Nov 21,,Friday,325,"$2,183,142",+171.9%,-54.2%,4,Starship Troopers,"$1,314,384"
Nov 20,,Thursday,324,"$803,056",-3%,-53.9%,4,Starship Troopers,"$524,195"
Nov 19,,Wednesday,323,"$828,065",-19.6%,-50.1%,4,Starship Troopers,"$548,570"
Nov 18,,Tuesday,322,"$1,029,543",+18.6%,-69.4%,4,Starship Troopers,"$698,854"
Nov 17,,Monday,321,"$867,834",-77.7%,-68.4%,4,Starship Troopers,"$596,622"
Nov 16,,Sunday,320,"$3,897,577",-44.9%,-44.7%,4,Starship Troopers,"$2,586,890"
Nov 15,,Saturday,319,"$7,070,383",+48.3%,-34.8%,4,Starship Troopers,"$4,558,405"
Nov 14,,Friday,318,"$4,766,232",+173.8%,-52.6%,4,Starship Troopers,"$2,889,042"
Nov 13,,Thursday,317,"$1,740,672",+4.8%,+130.3%,5,Starship Troopers,"$1,260,656"
Nov 12,,Wednesday,316,"$1,660,677",-50.6%,+123.5%,5,Starship Troopers,"$1,218,109"
Nov 11,,Tuesday,315,"$3,361,360",+22.4%,+250.3%,5,Starship Troopers,"$2,518,608"
Nov 10,,Monday,314,"$2,746,238",-61.1%,+273%,5,Starship Troopers,"$2,102,710"
Nov 9,,Sunday,313,"$7,052,226",-35%,+167.4%,5,Starship Troopers,"$5,451,553"
Nov 8,,Saturday,312,"$10,845,015",+7.9%,+124.7%,5,Starship Troopers,"$8,318,530"
Nov 7,,Friday,311,"$10,048,037","+1,229.5%",+415%,5,Starship Troopers,"$8,288,690"
Nov 6,,Thursday,310,"$755,768",+1.7%,-12.9%,4,The Devil's Advocate,"$605,895"
Nov 5,,Wednesday,309,"$743,138",-22.5%,-19.3%,4,The Devil's Advocate,"$604,977"
