date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Monday,366,"$35,813,957",-15.2%,<0.1%,53,The Hobbit: An Unexpected Journey,"$6,919,722"
Dec 30,,Sunday,365,"$46,161,619",-19.2%,+45.5%,54,The Hobbit: An Unexpected Journey,"$9,718,097"
Dec 29,,Saturday,364,"$57,100,929",+9.9%,+53.9%,54,The Hobbit: An Unexpected Journey,"$11,588,637"
Dec 28,,Friday,363,"$51,951,999",+13.5%,+87.3%,54,The Hobbit: An Unexpected Journey,"$10,619,334"
Dec 27,,Thursday,362,"$45,787,118",-11.8%,+257.6%,51,The Hobbit: An Unexpected Journey,"$10,135,524"
Dec 26,,Wednesday,361,"$51,940,557",-23.7%,+334.5%,51,Les Misérables,"$12,158,640"
Dec 25,Christmas Day,Tuesday,360,"$68,092,782",+24.9%,+64.3%,49,Les Misérables,"$18,111,665"
Dec 24,,Monday,359,"$18,416,607",-41.9%,+54.2%,48,The Hobbit: An Unexpected Journey,"$6,897,267"
Dec 23,,Sunday,358,"$31,719,785",-14.5%,+0.6%,50,The Hobbit: An Unexpected Journey,"$12,649,372"
Dec 22,,Saturday,357,"$37,100,618",+33.7%,-21%,50,The Hobbit: An Unexpected Journey,"$14,160,166"
Dec 21,,Friday,356,"$27,739,608",+116.7%,-42.5%,50,The Hobbit: An Unexpected Journey,"$10,078,827"
Dec 20,,Thursday,355,"$12,803,563",+7.1%,+132.5%,47,The Hobbit: An Unexpected Journey,"$6,615,027"
Dec 19,,Wednesday,354,"$11,954,355",-9.5%,+121.3%,47,The Hobbit: An Unexpected Journey,"$6,327,187"
Dec 18,,Tuesday,353,"$13,212,390",+10.6%,+99%,44,The Hobbit: An Unexpected Journey,"$7,855,090"
Dec 17,,Monday,352,"$11,944,649",-62.1%,+133.4%,45,The Hobbit: An Unexpected Journey,"$7,738,293"
Dec 16,,Sunday,351,"$31,543,940",-32.8%,+74%,46,The Hobbit: An Unexpected Journey,"$19,751,941"
Dec 15,,Saturday,350,"$46,972,823",-2.7%,+52.4%,46,The Hobbit: An Unexpected Journey,"$27,739,815"
Dec 14,,Friday,349,"$48,262,631",+776.5%,+148.6%,46,The Hobbit: An Unexpected Journey,"$37,125,547"
Dec 13,,Thursday,348,"$5,506,049",+1.9%,-19.6%,48,Skyfall,"$951,744"
Dec 12,,Wednesday,347,"$5,402,534",-18.6%,-21.7%,48,Skyfall,"$963,787"
Dec 11,,Tuesday,346,"$6,639,101",+29.7%,-24.3%,48,Skyfall,"$1,162,083"
Dec 10,,Monday,345,"$5,117,708",-71.8%,-23.8%,48,Skyfall,"$888,168"
Dec 9,,Sunday,344,"$18,129,818",-41.2%,-31.7%,50,Rise of the Guardians,"$3,197,263"
Dec 8,,Saturday,343,"$30,826,467",+58.8%,-31.5%,50,Skyfall,"$5,018,913"
Dec 7,,Friday,342,"$19,411,343",+183.5%,-34%,50,Skyfall,"$3,122,096"
Dec 6,,Thursday,341,"$6,846,838",-0.7%,-32.4%,45,Skyfall,"$1,186,424"
Dec 5,,Wednesday,340,"$6,896,516",-21.3%,-32.1%,44,Skyfall,"$1,214,376"
