date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Sunday,365,"$23,078,184",-17.5%,-52.6%,43,Wonka,"$5,208,897"
Dec 30,,Saturday,364,"$40,050,370",+7.2%,+38%,44,Wonka,"$8,637,841"
Dec 29,,Friday,363,"$37,348,409",+12.3%,-6.4%,44,Wonka,"$8,630,268"
Dec 28,,Thursday,362,"$33,261,609",-1.9%,+258.3%,46,Wonka,"$7,988,504"
Dec 27,,Wednesday,361,"$33,892,628",-18.9%,+251.5%,45,Wonka,"$8,135,639"
Dec 26,,Tuesday,360,"$41,788,862",-28.6%,+259.9%,45,Wonka,"$8,970,413"
Dec 25,Christmas Day,Monday,359,"$58,545,776",+244%,+607.5%,44,The Color Purple,"$18,151,050"
Dec 24,,Sunday,358,"$17,021,324",-41.3%,-15.9%,40,Aquaman and the Lost Kingdom,"$5,001,421"
Dec 23,,Saturday,357,"$29,021,089",-27.2%,+10.6%,41,Aquaman and the Lost Kingdom,"$9,003,036"
Dec 22,,Friday,356,"$39,891,139",+329.7%,+77%,41,Aquaman and the Lost Kingdom,"$13,681,754"
Dec 21,,Thursday,355,"$9,282,692",-3.7%,+101.3%,40,Wonka,"$4,201,613"
Dec 20,,Wednesday,354,"$9,643,216",-16.9%,+79.5%,40,Wonka,"$4,387,803"
Dec 19,,Tuesday,353,"$11,609,957",+40.3%,+70.5%,39,Wonka,"$5,904,173"
Dec 18,,Monday,352,"$8,274,749",-59.1%,+50.5%,39,Wonka,"$4,003,328"
Dec 17,,Sunday,351,"$20,231,817",-22.9%,+15.3%,40,Wonka,"$10,567,353"
Dec 16,,Saturday,350,"$26,232,063",+16.4%,+10.4%,40,Wonka,"$14,025,741"
Dec 15,,Friday,349,"$22,535,134",+388.8%,+25%,39,Wonka,"$14,412,706"
Dec 14,,Thursday,348,"$4,610,227",-14.2%,-33.4%,39,The Boy and the Heron,"$979,407"
Dec 13,,Wednesday,347,"$5,373,144",-21.1%,-13.1%,37,The Boy and the Heron,"$1,310,644"
Dec 12,,Tuesday,346,"$6,811,328",+23.9%,-18%,36,The Boy and the Heron,"$1,473,215"
Dec 11,,Monday,345,"$5,496,743",-68.7%,-8.6%,36,The Boy and the Heron,"$1,195,695"
Dec 10,,Sunday,344,"$17,552,859",-26.1%,-22.2%,39,The Boy and the Heron,"$3,366,239"
Dec 9,,Saturday,343,"$23,761,939",+31.8%,-25.4%,39,The Boy and the Heron,"$4,042,880"
Dec 8,,Friday,342,"$18,025,028",+160.2%,-44.2%,39,The Boy and the Heron,"$5,602,603"
Dec 7,,Thursday,341,"$6,926,918",+12%,+31.2%,34,Godzilla Minus One,"$1,279,834"
Dec 6,,Wednesday,340,"$6,186,390",-25.6%,+5%,31,Godzilla Minus One,"$1,361,343"
Dec 5,,Tuesday,339,"$8,310,039",+38.1%,-4.8%,31,The Hunger Games: The Ballad of Songbirds & Snakes,"$1,798,922"
Dec 4,,Monday,338,"$6,016,211",-73.3%,-3.9%,31,Godzilla Minus One,"$1,225,396"
Dec 3,,Sunday,337,"$22,571,008",-29.1%,-9.7%,33,Renaissance: A Film by Beyoncé,"$4,156,694"
Dec 2,,Saturday,336,"$31,833,495",-1.4%,-22.1%,32,The Hunger Games: The Ballad of Songbirds & Snakes,"$6,045,644"
Dec 1,,Friday,335,"$32,294,447",+511.5%,-25.7%,31,Renaissance: A Film by Beyoncé,"$11,619,984"
Nov 30,,Thursday,334,"$5,281,445",-10.4%,-75.5%,29,The Hunger Games: The Ballad of Songbirds & Snakes,"$1,699,994"
Nov 29,,Wednesday,333,"$5,893,355",-32.5%,-82.5%,28,The Hunger Games: The Ballad of Songbirds & Snakes,"$1,846,120"
Nov 28,,Tuesday,332,"$8,731,447",+39.5%,-47.4%,28,The Hunger Games: The Ballad of Songbirds & Snakes,"$2,682,723"
Nov 27,,Monday,331,"$6,261,293",-75%,-51.7%,28,The Hunger Games: The Ballad of Songbirds & Snakes,"$1,913,274"
