date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Sunday,366,"$28,303,078",+30.8%,"+2,364.1%",20,Cast Away,"$8,532,000"
Dec 30,,Saturday,365,"$36,514,242",+2.8%,-0.4%,15,Cast Away,"$11,326,000"
Dec 29,,Friday,364,"$35,527,097",+13%,+9.2%,15,Cast Away,"$11,120,000"
Dec 28,,Thursday,363,"$31,434,128",-0.4%,+210%,20,Cast Away,"$8,835,686"
Dec 27,,Wednesday,362,"$31,547,615",-13.7%,+263.5%,20,Cast Away,"$9,293,175"
Dec 26,,Tuesday,361,"$36,553,145",+9%,+326.9%,20,Cast Away,"$11,669,789"
Dec 25,Christmas Day,Monday,360,"$33,528,257",+2.2%,+372.5%,18,Cast Away,"$10,968,669"
Dec 24,,Sunday,359,"$18,293,457",-50.1%,-12.2%,16,Cast Away,"$5,820,000"
Dec 23,,Saturday,358,"$36,649,351",+12.6%,+18.6%,15,Cast Away,"$12,145,000"
Dec 22,,Friday,357,"$32,536,223",+220.9%,+49.2%,15,Cast Away,"$11,755,000"
Dec 21,,Thursday,356,"$10,138,756",+16.8%,+122.7%,16,What Women Want,"$4,145,569"
Dec 20,,Wednesday,355,"$8,678,556",+1.4%,+112.7%,16,What Women Want,"$3,691,402"
Dec 19,,Tuesday,354,"$8,562,666",+20.7%,+70.7%,16,What Women Want,"$3,816,544"
Dec 18,,Monday,353,"$7,095,231",-65.9%,+81.9%,16,What Women Want,"$3,296,021"
Dec 17,,Sunday,352,"$20,832,855",-32.6%,+12.5%,16,What Women Want,"$8,781,000"
Dec 16,,Saturday,351,"$30,895,318",+41.7%,-3.1%,16,What Women Want,"$13,505,000"
Dec 15,,Friday,350,"$21,800,037",+378.9%,+12.3%,16,What Women Want,"$11,329,000"
Dec 14,,Thursday,349,"$4,551,956",+11.6%,+26%,15,How the Grinch Stole Christmas,"$1,144,815"
Dec 13,,Wednesday,348,"$4,080,141",-18.6%,+17.9%,15,How the Grinch Stole Christmas,"$985,555"
Dec 12,,Tuesday,347,"$5,015,380",+28.6%,+27.1%,15,Vertical Limit,"$1,236,709"
Dec 11,,Monday,346,"$3,901,225",-78.9%,+13.1%,15,Vertical Limit,"$1,003,541"
Dec 10,,Sunday,345,"$18,518,989",-41.9%,-7.3%,15,How the Grinch Stole Christmas,"$5,584,410"
Dec 9,,Saturday,344,"$31,883,301",+64.3%,<0.1%,15,How the Grinch Stole Christmas,"$8,702,770"
Dec 8,,Friday,343,"$19,405,024",+437.3%,+4.3%,15,Vertical Limit,"$5,105,000"
Dec 7,,Thursday,342,"$3,611,305",+4.3%,-29%,12,How the Grinch Stole Christmas,"$1,255,200"
