date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Aug 24,,Saturday,236,"$34,096,049",+27%,-22.4%,49,The Butler,"$6,991,645"
Aug 23,,Friday,235,"$26,838,951",+116.6%,-26.8%,51,The Butler,"$4,791,063"
Aug 22,,Thursday,234,"$12,393,342",-6.6%,-8.5%,46,The Butler,"$2,445,834"
Aug 21,,Wednesday,233,"$13,273,501",-10.1%,-11.8%,45,The Mortal Instruments: City of Bones,"$3,006,254"
Aug 20,,Tuesday,232,"$14,759,170",+16.2%,-30.9%,44,The Butler,"$3,054,407"
Aug 19,,Monday,231,"$12,699,619",-61.5%,-25.9%,44,The Butler,"$2,704,405"
Aug 18,,Sunday,230,"$32,969,536",-24.9%,-12.8%,48,The Butler,"$7,023,143"
Aug 17,,Saturday,229,"$43,924,221",+19.7%,-17%,48,The Butler,"$9,292,108"
Aug 16,,Friday,228,"$36,680,342",+170.7%,-21.9%,48,The Butler,"$8,322,061"
Aug 15,,Thursday,227,"$13,549,918",-10%,-27.7%,40,We're the Millers,"$2,948,258"
Aug 14,,Wednesday,226,"$15,047,295",-29.6%,-36.5%,40,We're the Millers,"$3,171,471"
Aug 13,,Tuesday,225,"$21,373,798",+24.8%,+26.6%,40,We're the Millers,"$4,177,460"
Aug 12,,Monday,224,"$17,127,215",-54.7%,+11.3%,40,We're the Millers,"$3,528,117"
Aug 11,,Sunday,223,"$37,817,779",-28.5%,+14.8%,44,Elysium,"$7,969,879"
Aug 10,,Saturday,222,"$52,894,781",+12.7%,+12.6%,44,Elysium,"$10,749,286"
Aug 9,,Friday,221,"$46,938,189",+150.4%,+23.5%,44,Elysium,"$11,088,228"
Aug 8,,Thursday,220,"$18,748,940",-20.9%,-8%,43,We're the Millers,"$4,710,550"
Aug 7,,Wednesday,219,"$23,691,791",+40.3%,+14%,42,We're the Millers,"$6,778,233"
Aug 6,,Tuesday,218,"$16,881,336",+9.7%,-19.3%,39,2 Guns,"$3,145,775"
Aug 5,,Monday,217,"$15,392,214",-53.3%,-16%,39,2 Guns,"$2,994,750"
Aug 4,,Sunday,216,"$32,955,306",-29.9%,-24.5%,42,2 Guns,"$7,199,500"
Aug 3,,Saturday,215,"$46,986,385",+23.7%,-17.6%,42,2 Guns,"$9,922,505"
Aug 2,,Friday,214,"$37,996,392",+86.5%,-25.6%,42,2 Guns,"$9,937,125"
Aug 1,,Thursday,213,"$20,373,266",-2%,+3.7%,40,The Smurfs 2,"$4,356,891"
Jul 31,,Wednesday,212,"$20,783,635",-0.6%,+0.6%,40,The Smurfs 2,"$5,203,980"
Jul 30,,Tuesday,211,"$20,905,749",+14.1%,-21.9%,39,The Wolverine,"$5,983,708"
Jul 29,,Monday,210,"$18,326,621",-58%,-18.9%,39,The Wolverine,"$5,548,959"
Jul 28,,Sunday,209,"$43,636,004",-23.4%,-10.7%,40,The Wolverine,"$14,266,349"
Jul 27,,Saturday,208,"$56,989,097",+11.6%,-13.9%,42,The Wolverine,"$18,191,631"
Jul 26,,Friday,207,"$51,078,299",+159.9%,-13.8%,42,The Wolverine,"$20,655,772"
Jul 25,,Thursday,206,"$19,650,551",-4.9%,-11.9%,44,The Conjuring,"$4,224,379"
Jul 24,,Wednesday,205,"$20,657,364",-22.8%,-18.8%,44,The Conjuring,"$4,517,407"
Jul 23,,Tuesday,204,"$26,754,665",+18.5%,+3.4%,44,The Conjuring,"$5,603,104"
Jul 22,,Monday,203,"$22,585,865",-53.8%,+1.6%,44,The Conjuring,"$5,536,412"
Jul 21,,Sunday,202,"$48,837,240",-26.2%,-4.3%,47,The Conjuring,"$10,959,863"
Jul 20,,Saturday,201,"$66,186,272",+11.6%,-5%,47,The Conjuring,"$13,939,346"
Jul 19,,Friday,200,"$59,282,224",+165.8%,-6%,47,The Conjuring,"$16,956,117"
Jul 18,,Thursday,199,"$22,304,335",-12.4%,-1.1%,44,Despicable Me 2,"$5,000,505"
Jul 17,,Wednesday,198,"$25,447,257",-1.7%,+2.6%,44,Turbo,"$5,552,403"
Jul 16,,Tuesday,197,"$25,876,249",+16.4%,-14.9%,43,Despicable Me 2,"$6,845,130"
Jul 15,,Monday,196,"$22,222,419",-56.5%,-16%,43,Despicable Me 2,"$5,644,230"
Jul 14,,Sunday,195,"$51,037,268",-26.8%,-16.6%,43,Despicable Me 2,"$13,009,750"
Jul 13,,Saturday,194,"$69,691,158",+10.5%,-12.4%,43,Despicable Me 2,"$17,433,065"
Jul 12,,Friday,193,"$63,048,853",+179.6%,-19.7%,44,Grown Ups 2,"$16,311,822"
Jul 11,,Thursday,192,"$22,548,091",-9.1%,-63.2%,42,Despicable Me 2,"$9,153,130"
Jul 10,,Wednesday,191,"$24,805,399",-18.4%,-65%,42,Despicable Me 2,"$9,672,740"
Jul 9,,Tuesday,190,"$30,406,926",+15%,+19.4%,43,Despicable Me 2,"$12,070,940"
Jul 8,,Monday,189,"$26,441,171",-56.8%,-2.5%,43,Despicable Me 2,"$10,512,110"
Jul 7,,Sunday,188,"$61,162,214",-23.1%,+15.5%,42,Despicable Me 2,"$23,662,240"
Jul 6,,Saturday,187,"$79,555,272",+1.3%,+14.7%,42,Despicable Me 2,"$29,377,950"
Jul 5,,Friday,186,"$78,546,499",+28.1%,+35.1%,42,Despicable Me 2,"$30,477,125"
Jul 4,Independence Day,Thursday,185,"$61,315,688",+22.2%,+113.8%,49,Despicable Me 2,"$24,546,980"
Jul 3,,Wednesday,184,"$70,884,730",+178.4%,+176%,48,Despicable Me 2,"$35,010,665"
Jul 2,,Tuesday,183,"$25,463,033",-6.1%,-18.7%,48,Monsters University,"$7,573,068"
Jul 1,,Monday,182,"$27,113,639",-48.8%,-5.1%,47,Monsters University,"$7,898,760"
Jun 30,,Sunday,181,"$52,935,518",-23.7%,-19.9%,47,Monsters University,"$13,522,498"
Jun 29,,Saturday,180,"$69,350,440",+19.3%,-15.9%,48,Monsters University,"$17,668,664"
Jun 28,,Friday,179,"$58,140,404",+144.1%,-27.4%,47,Monsters University,"$14,416,583"
Jun 27,,Thursday,178,"$23,813,881",-7.3%,+65.5%,45,Monsters University,"$9,492,291"
Jun 26,,Wednesday,177,"$25,687,014",-18%,+37.8%,44,Monsters University,"$10,036,422"
Jun 25,,Tuesday,176,"$31,318,573",+9.7%,+37.2%,45,Monsters University,"$11,848,064"
Jun 24,,Monday,175,"$28,558,627",-56.8%,+23.9%,45,Monsters University,"$11,019,202"
Jun 23,,Sunday,174,"$66,056,165",-19.9%,+8.7%,46,Monsters University,"$23,222,379"
Jun 22,,Saturday,173,"$82,479,324",+2.9%,+27.7%,46,Monsters University,"$28,733,991"
Jun 21,,Friday,172,"$80,130,977",+457%,+18.1%,46,Monsters University,"$30,473,099"
Jun 20,,Thursday,171,"$14,386,556",-22.8%,-46.6%,44,Man of Steel,"$7,011,050"
Jun 19,,Wednesday,170,"$18,639,875",-18.3%,-3.4%,43,Man of Steel,"$9,002,279"
Jun 18,,Tuesday,169,"$22,826,591",-0.9%,+50.5%,43,Man of Steel,"$11,511,127"
Jun 17,,Monday,168,"$23,044,832",-62.1%,+43.1%,43,Man of Steel,"$12,585,005"
Jun 16,,Sunday,167,"$60,770,288",-5.9%,+70.1%,43,Man of Steel,"$36,290,677"
Jun 15,,Saturday,166,"$64,583,383",-4.8%,+18.2%,43,Man of Steel,"$36,315,318"
Jun 14,,Friday,165,"$67,850,384",+151.8%,+33%,43,Man of Steel,"$44,013,367"
Jun 13,,Thursday,164,"$26,944,124",+39.7%,+82.2%,44,Man of Steel,"$12,062,124"
Jun 12,,Wednesday,163,"$19,290,743",+27.2%,+36.3%,43,This Is the End,"$7,815,952"
Jun 11,,Tuesday,162,"$15,170,842",-5.8%,-10.6%,43,The Purge,"$2,686,990"
Jun 10,,Monday,161,"$16,098,548",-55%,+12.1%,43,The Purge,"$3,310,105"
Jun 9,,Sunday,160,"$35,734,945",-34.6%,-23.1%,45,The Purge,"$6,821,840"
Jun 8,,Saturday,159,"$54,644,226",+7.1%,-13.3%,46,The Purge,"$10,460,880"
Jun 7,,Friday,158,"$51,005,753",+244.9%,+3.7%,45,The Purge,"$16,775,640"
Jun 6,,Thursday,157,"$14,786,608",+4.5%,-0.5%,43,Now You See Me,"$3,061,456"
Jun 5,,Wednesday,156,"$14,154,440",-16.6%,-14.7%,43,Now You See Me,"$2,977,310"
Jun 4,,Tuesday,155,"$16,965,239",+18.1%,-21.7%,43,Fast & Furious 6,"$3,556,990"
Jun 3,,Monday,154,"$14,360,474",-69.1%,-75.2%,42,Fast & Furious 6,"$2,968,500"
Jun 2,,Sunday,153,"$46,453,994",-26.3%,-39%,44,Fast & Furious 6,"$10,376,090"
Jun 1,,Saturday,152,"$63,011,636",+28.1%,-29.1%,45,Fast & Furious 6,"$14,043,660"
May 31,,Friday,151,"$49,202,289",+231.2%,-40.7%,45,Fast & Furious 6,"$10,744,690"
May 30,,Thursday,150,"$14,853,940",-10.5%,-33.2%,45,Fast & Furious 6,"$4,993,170"
May 29,,Wednesday,149,"$16,592,307",-23.4%,+46.4%,45,Fast & Furious 6,"$5,780,050"
May 28,,Tuesday,148,"$21,668,320",-62.6%,+53%,45,Fast & Furious 6,"$8,029,310"
May 27,Memorial Day,Monday,147,"$57,928,144",-24%,+268.2%,46,Fast & Furious 6,"$19,661,750"
May 26,,Sunday,146,"$76,204,368",-14.3%,+71.4%,46,Fast & Furious 6,"$26,941,170"
May 25,,Saturday,145,"$88,879,670",+7.2%,+50.1%,47,Fast & Furious 6,"$31,696,570"
May 24,,Friday,144,"$82,948,634",+272.8%,+91.9%,48,Fast & Furious 6,"$38,737,505"
May 23,,Thursday,143,"$22,249,981",+96.4%,+12.3%,48,The Hangover Part III,"$11,789,463"
May 22,,Wednesday,142,"$11,330,443",-20%,-3.7%,48,Star Trek Into Darkness,"$5,327,026"
May 21,,Tuesday,141,"$14,160,988",-10%,+11.2%,48,Star Trek Into Darkness,"$6,761,446"
May 20,,Monday,140,"$15,732,124",-64.6%,+41.5%,48,Star Trek Into Darkness,"$7,982,835"
May 19,,Sunday,139,"$44,452,397",-24.9%,+3%,50,Star Trek Into Darkness,"$21,594,735"
May 18,,Saturday,138,"$59,211,381",+37%,-3.7%,49,Star Trek Into Darkness,"$26,947,822"
May 17,,Friday,137,"$43,225,704",+118.2%,-6%,49,Star Trek Into Darkness,"$21,623,002"
May 16,,Thursday,136,"$19,811,602",+68.5%,+90.6%,51,Star Trek Into Darkness,"$11,536,422"
May 15,,Wednesday,135,"$11,760,801",-7.6%,+8.3%,51,The Great Gatsby,"$3,910,118"
May 14,,Tuesday,134,"$12,730,404",+14.5%,-12.9%,50,Iron Man 3,"$5,161,138"
May 13,,Monday,133,"$11,121,166",-74.2%,-20.1%,50,Iron Man 3,"$4,615,742"
May 12,,Sunday,132,"$43,149,674",-29.8%,-16.8%,54,Iron Man 3,"$20,758,656"
May 11,,Saturday,131,"$61,505,248",+33.7%,-20.7%,54,Iron Man 3,"$32,053,127"
May 10,,Friday,130,"$45,987,536",+342.5%,-41.9%,53,Iron Man 3,"$19,713,832"
May 9,,Thursday,129,"$10,391,979",-4.3%,+126.4%,51,Iron Man 3,"$7,609,602"
May 8,,Wednesday,128,"$10,858,039",-25.7%,+108.3%,51,Iron Man 3,"$8,112,391"
May 7,,Tuesday,127,"$14,616,350",+5%,+103.4%,51,Iron Man 3,"$11,286,896"
May 6,,Monday,126,"$13,916,636",-73.2%,+126.4%,51,Iron Man 3,"$11,267,610"
May 5,,Sunday,125,"$51,833,689",-33.2%,+146.7%,52,Iron Man 3,"$43,012,812"
May 4,,Saturday,124,"$77,551,831",-2%,+134.6%,52,Iron Man 3,"$62,273,218"
May 3,,Friday,123,"$79,103,004","+1,623.6%",+228.7%,52,Iron Man 3,"$68,858,555"
May 2,,Thursday,122,"$4,589,496",-12%,-19.3%,50,Pain & Gain,"$1,102,060"
May 1,,Wednesday,121,"$5,213,086",-27.5%,-14.6%,50,Pain & Gain,"$1,312,805"
Apr 30,,Tuesday,120,"$7,186,093",+16.9%,-9.6%,51,Pain & Gain,"$1,956,630"
Apr 29,,Monday,119,"$6,147,463",-70.7%,-4.1%,51,Pain & Gain,"$1,703,075"
Apr 28,,Sunday,118,"$21,010,975",-36.5%,-14%,53,Pain & Gain,"$5,410,981"
Apr 27,,Saturday,117,"$33,063,232",+37.4%,-21%,53,Oblivion,"$7,811,520"
Apr 26,,Friday,116,"$24,067,692",+323.3%,-20.4%,53,Pain & Gain,"$7,491,446"
Apr 25,,Thursday,115,"$5,686,011",-6.8%,-13.6%,51,Oblivion,"$2,080,650"
Apr 24,,Wednesday,114,"$6,104,031",-23.2%,-4.3%,51,Oblivion,"$2,288,715"
Apr 23,,Tuesday,113,"$7,949,123",+24%,-7.6%,53,Oblivion,"$3,158,805"
Apr 22,,Monday,112,"$6,412,300",-73.7%,-10.7%,53,Oblivion,"$2,704,845"
Apr 21,,Sunday,111,"$24,418,371",-41.7%,-8.6%,54,Oblivion,"$9,041,355"
Apr 20,,Saturday,110,"$41,853,857",+38.5%,-8.4%,54,Oblivion,"$14,715,885"
Apr 19,,Friday,109,"$30,217,455",+359.3%,-5.7%,54,Oblivion,"$13,297,245"
Apr 18,,Thursday,108,"$6,578,342",+3.2%,-9.3%,50,42,"$1,936,385"
Apr 17,,Wednesday,107,"$6,376,479",-25.9%,-8.7%,52,42,"$1,855,391"
