date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Friday,365,"$41,714,306",-15.8%,+33.3%,48,True Grit,"$8,166,256"
Dec 30,,Thursday,364,"$43,057,257",+3.3%,+28.5%,48,Little Fockers,"$7,818,800"
Dec 29,,Wednesday,363,"$41,666,277",+0.2%,+34.1%,48,Little Fockers,"$7,712,225"
Dec 28,,Tuesday,362,"$41,577,972",-0.1%,+88.6%,47,Little Fockers,"$7,779,200"
Dec 27,,Monday,361,"$41,634,708",-14.6%,+114.9%,47,Little Fockers,"$8,415,680"
Dec 26,,Sunday,360,"$48,770,490",-7.2%,+38.4%,47,Little Fockers,"$11,315,225"
Dec 25,Christmas Day,Saturday,359,"$52,537,489",-36.4%,+13.6%,46,Little Fockers,"$14,568,320"
Dec 24,,Friday,358,"$23,584,111",-29.6%,-42.9%,48,Little Fockers,"$4,950,120"
Dec 23,,Thursday,357,"$33,496,724",+7.8%,+404.3%,48,Little Fockers,"$7,107,360"
Dec 22,,Wednesday,356,"$31,066,134",+40.9%,+391.4%,48,Little Fockers,"$7,142,775"
Dec 21,,Tuesday,355,"$22,042,324",+13.8%,+197.3%,44,Tron: Legacy,"$6,350,783"
Dec 20,,Monday,354,"$19,376,506",-45%,+201.1%,44,Tron: Legacy,"$6,075,208"
Dec 19,,Sunday,353,"$35,231,580",-27.3%,+66.9%,46,Tron: Legacy,"$11,480,261"
Dec 18,,Saturday,352,"$48,452,020",+17.3%,+39.6%,46,Tron: Legacy,"$15,036,169"
Dec 17,,Friday,351,"$41,309,926",+521.9%,+60.5%,46,Tron: Legacy,"$17,509,781"
Dec 16,,Thursday,350,"$6,642,074",+5.1%,+28.3%,47,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$1,569,664"
Dec 15,,Wednesday,349,"$6,322,113",-14.7%,+22.2%,47,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$1,422,976"
Dec 14,,Tuesday,348,"$7,414,875",+15.2%,+24.2%,46,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$1,727,767"
Dec 13,,Monday,347,"$6,434,431",-69.5%,+31.5%,48,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$1,638,099"
Dec 12,,Sunday,346,"$21,103,789",-39.2%,+3.8%,52,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$6,033,501"
Dec 11,,Saturday,345,"$34,717,051",+34.9%,+4.6%,51,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$9,716,366"
Dec 10,,Friday,344,"$25,740,117",+397.3%,+19.8%,51,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$8,255,202"
Dec 9,,Thursday,343,"$5,175,989",<0.1%,-28.3%,48,Harry Potter and the Deathly Hallows: Part 1,"$1,122,066"
Dec 8,,Wednesday,342,"$5,174,698",-13.3%,-28.7%,48,Harry Potter and the Deathly Hallows: Part 1,"$1,129,638"
Dec 7,,Tuesday,341,"$5,969,860",+22%,-32%,48,Harry Potter and the Deathly Hallows: Part 1,"$1,279,219"
Dec 6,,Monday,340,"$4,894,353",-75.9%,-41.2%,48,Harry Potter and the Deathly Hallows: Part 1,"$1,138,366"
Dec 5,,Sunday,339,"$20,322,354",-38.8%,-40.9%,49,Tangled,"$6,514,983"
Dec 4,,Saturday,338,"$33,197,882",+54.5%,-49.2%,50,Tangled,"$9,947,510"
Dec 3,,Friday,337,"$21,484,505",+197.6%,-68.4%,50,Tangled,"$5,146,398"
Dec 2,,Thursday,336,"$7,219,788",-0.5%,-78.8%,47,Harry Potter and the Deathly Hallows: Part 1,"$1,891,483"
Dec 1,,Wednesday,335,"$7,253,961",-17.4%,-82%,47,Harry Potter and the Deathly Hallows: Part 1,"$1,935,386"
Nov 30,,Tuesday,334,"$8,783,244",+5.5%,-50.7%,47,Harry Potter and the Deathly Hallows: Part 1,"$2,278,481"
Nov 29,,Monday,333,"$8,321,717",-75.8%,-42.1%,47,Harry Potter and the Deathly Hallows: Part 1,"$2,339,162"
Nov 28,,Sunday,332,"$34,373,246",-47.4%,-14.8%,48,Tangled,"$10,665,154"
Nov 27,,Saturday,331,"$65,373,973",-4%,+0.4%,48,Harry Potter and the Deathly Hallows: Part 1,"$18,728,940"
Nov 26,,Friday,330,"$68,086,739",+100.3%,-13.8%,48,Harry Potter and the Deathly Hallows: Part 1,"$20,832,651"
Nov 25,Thanksgiving,Thursday,329,"$33,985,757",-14.2%,+10.2%,47,Harry Potter and the Deathly Hallows: Part 1,"$11,475,980"
Nov 24,,Wednesday,328,"$40,333,070",+126.6%,+563.9%,47,Harry Potter and the Deathly Hallows: Part 1,"$14,425,863"
Nov 23,,Tuesday,327,"$17,798,579",+23.8%,+131.8%,41,Harry Potter and the Deathly Hallows: Part 1,"$10,264,353"
Nov 22,,Monday,326,"$14,374,894",-64.4%,+123.5%,40,Harry Potter and the Deathly Hallows: Part 1,"$8,785,460"
Nov 21,,Sunday,325,"$40,340,324",-38.1%,+53.8%,42,Harry Potter and the Deathly Hallows: Part 1,"$25,106,568"
Nov 20,,Saturday,324,"$65,138,774",-17.6%,+41.3%,43,Harry Potter and the Deathly Hallows: Part 1,"$38,226,254"
Nov 19,,Friday,323,"$79,011,957","+1,311.7%",+122.8%,42,Harry Potter and the Deathly Hallows: Part 1,"$61,684,550"
Nov 18,,Thursday,322,"$5,597,027",-7.9%,-69.4%,44,Unstoppable,"$1,342,898"
Nov 17,,Wednesday,321,"$6,075,408",-20.9%,-37.6%,46,Unstoppable,"$1,445,752"
Nov 16,,Tuesday,320,"$7,676,775",+19.3%,-8.2%,46,Unstoppable,"$1,852,741"
Nov 15,,Monday,319,"$6,432,819",-75.5%,-18.3%,46,Unstoppable,"$1,532,066"
Nov 14,,Sunday,318,"$26,226,673",-43.1%,-22.3%,49,Megamind,"$8,115,053"
Nov 13,,Saturday,317,"$46,088,237",+30%,-22.6%,49,Megamind,"$13,196,912"
Nov 12,,Friday,316,"$35,464,373",+93.7%,-20.8%,48,Unstoppable,"$7,973,861"
