date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Sunday,365,"$1,715,715",-33.7%,+152.5%,2,Back to the Future Part II,"$1,675,065"
Dec 30,,Saturday,364,"$2,586,665",+10.4%,+73.6%,2,Back to the Future Part II,"$2,528,400"
Dec 29,,Friday,363,"$2,342,700",+18.9%,+104.9%,2,Back to the Future Part II,"$2,296,630"
Dec 28,,Thursday,362,"$1,969,765",+7.5%,+193.4%,2,Back to the Future Part II,"$1,965,370"
Dec 27,,Wednesday,361,"$1,833,135",+28.8%,+211.1%,2,Back to the Future Part II,"$1,828,740"
Dec 26,,Tuesday,360,"$1,423,245",+58.5%,+158.6%,2,Back to the Future Part II,"$1,418,850"
Dec 25,Christmas Day,Monday,359,"$898,190",-56.1%,+19.6%,2,Back to the Future Part II,"$851,310"
Dec 24,,Sunday,358,"$679,455",-54.4%,-48.3%,2,Back to the Future Part II,"$651,620"
Dec 23,,Saturday,357,"$1,489,935",+30.3%,-27.3%,2,Back to the Future Part II,"$1,450,380"
Dec 22,,Friday,356,"$1,143,360",+70.3%,+0.5%,2,Back to the Future Part II,"$1,114,060"
Dec 21,,Thursday,355,"$671,440",+13.9%,+61.6%,2,Back to the Future Part II,"$667,225"
Dec 20,,Wednesday,354,"$589,320",+7.1%,+46.3%,2,Back to the Future Part II,"$585,105"
Dec 19,,Tuesday,353,"$550,425",+14.8%,+21.7%,2,Back to the Future Part II,"$546,210"
Dec 18,,Monday,352,"$479,620",-63.5%,+22.1%,2,Back to the Future Part II,"$475,405"
Dec 17,,Sunday,351,"$1,314,110",-35.9%,-31.2%,2,Back to the Future Part II,"$1,284,605"
Dec 16,,Saturday,350,"$2,049,415",+80.1%,-37.9%,2,Back to the Future Part II,"$2,012,885"
Dec 15,,Friday,349,"$1,137,940",+173.8%,-40.8%,2,Back to the Future Part II,"$1,112,650"
Dec 14,,Thursday,348,"$415,546",+3.2%,-28.7%,3,Back to the Future Part II,"$409,795"
Dec 13,,Wednesday,347,"$402,719",-11%,-33%,3,Back to the Future Part II,"$397,200"
Dec 12,,Tuesday,346,"$452,305",+15.1%,-37.6%,3,Back to the Future Part II,"$446,850"
Dec 11,,Monday,345,"$392,902",-79.4%,-36.6%,3,Back to the Future Part II,"$387,270"
Dec 10,,Sunday,344,"$1,910,017",-42.1%,-39.1%,3,Back to the Future Part II,"$1,876,770"
Dec 9,,Saturday,343,"$3,297,734",+71.7%,-40.2%,3,Back to the Future Part II,"$3,247,110"
Dec 8,,Friday,342,"$1,920,722",+229.3%,-47.9%,3,Back to the Future Part II,"$1,886,700"
Dec 7,,Thursday,341,"$583,216",-3%,-47.5%,3,Back to the Future Part II,"$569,130"
Dec 6,,Wednesday,340,"$601,285",-17.1%,-50%,3,Back to the Future Part II,"$587,790"
Dec 5,,Tuesday,339,"$724,918",+17%,-48.6%,3,Back to the Future Part II,"$709,080"
Dec 4,,Monday,338,"$619,707",-80.2%,-51%,3,Back to the Future Part II,"$606,450"
Dec 3,,Sunday,337,"$3,136,904",-43.1%,-50.4%,3,Back to the Future Part II,"$3,088,230"
Dec 2,,Saturday,336,"$5,511,212",+49.4%,-48.1%,3,Back to the Future Part II,"$5,402,070"
Dec 1,,Friday,335,"$3,689,255",+231.8%,-67.7%,3,Back to the Future Part II,"$3,620,040"
Nov 30,,Thursday,334,"$1,111,879",-7.5%,-86.2%,3,Back to the Future Part II,"$1,081,700"
Nov 29,,Wednesday,333,"$1,202,455",-14.8%,-83.6%,3,Back to the Future Part II,"$1,174,950"
Nov 28,,Tuesday,332,"$1,410,548",+11.5%,-96%,3,Back to the Future Part II,"$1,380,100"
Nov 27,,Monday,331,"$1,265,082",-80%,"+2,291.6%",3,Back to the Future Part II,"$1,240,225"
Nov 26,,Sunday,330,"$6,322,060",-40.5%,"+3,524%",3,Back to the Future Part II,"$6,229,100"
Nov 25,,Saturday,329,"$10,620,751",-7%,"+2,957.7%",3,Back to the Future Part II,"$10,406,700"
Nov 24,,Friday,328,"$11,418,353",+41.9%,"+5,241.9%",3,Back to the Future Part II,"$11,199,325"
Nov 23,Thanksgiving,Thursday,327,"$8,047,153",+10%,"+8,760.3%",3,Back to the Future Part II,"$7,944,900"
Nov 22,,Wednesday,326,"$7,313,561",-79.1%,"+8,292.8%",3,Back to the Future Part II,"$7,236,200"
Nov 21,,Tuesday,325,"$60,709",+14.8%,-40.5%,2,Parenthood,"$47,280"
Nov 20,,Monday,324,"$52,897",-69.7%,-44.4%,2,Parenthood,"$41,370"
Nov 19,,Sunday,323,"$174,452",-49.8%,-41.3%,2,Parenthood,"$128,400"
Nov 18,,Saturday,322,"$347,339",+62.5%,-44.1%,2,Parenthood,"$263,220"
Nov 17,,Friday,321,"$213,752",+135.4%,-50.6%,2,Parenthood,"$170,130"
Nov 16,,Thursday,320,"$90,823",+4.2%,-37.1%,2,Parenthood,"$65,280"
Nov 15,,Wednesday,319,"$87,141",-14.6%,-21%,2,Parenthood,"$61,440"
Nov 14,,Tuesday,318,"$101,986",+7.3%,-17.3%,2,Parenthood,"$74,480"
Nov 13,,Monday,317,"$95,060",-68%,-7.6%,2,Parenthood,"$66,640"
Nov 12,,Sunday,316,"$297,107",-52.2%,-34.5%,2,Parenthood,"$167,075"
Nov 11,,Saturday,315,"$621,188",+43.5%,-26.3%,2,Parenthood,"$395,275"
Nov 10,,Friday,314,"$432,890",+200%,-13%,2,Parenthood,"$285,250"
Nov 9,,Thursday,313,"$144,293",+30.8%,-4.4%,2,Parenthood,"$88,830"
