date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Sunday,365,"$45,058,610",-31.7%,+19%,44,Star Wars: Episode VIII - The Last Jedi,"$13,566,649"
Dec 30,,Saturday,364,"$65,944,668",+5.8%,+1.5%,44,Star Wars: Episode VIII - The Last Jedi,"$19,924,241"
Dec 29,,Friday,363,"$62,341,373",+8.3%,+1.4%,44,Star Wars: Episode VIII - The Last Jedi,"$19,029,250"
Dec 28,,Thursday,362,"$57,554,148",-4.4%,+74%,45,Star Wars: Episode VIII - The Last Jedi,"$19,490,329"
Dec 27,,Wednesday,361,"$60,173,634",-15%,+90.3%,45,Star Wars: Episode VIII - The Last Jedi,"$21,846,132"
Dec 26,,Tuesday,360,"$70,791,207",-3.6%,+148.3%,45,Star Wars: Episode VIII - The Last Jedi,"$27,734,356"
Dec 25,Christmas Day,Monday,359,"$73,401,807",-3.2%,+39.7%,59,Star Wars: Episode VIII - The Last Jedi,"$27,459,557"
Dec 24,,Sunday,358,"$37,849,494",-41.7%,-42.9%,43,Star Wars: Episode VIII - The Last Jedi,"$17,629,999"
Dec 23,,Saturday,357,"$64,951,725",+5.6%,-22.8%,43,Star Wars: Episode VIII - The Last Jedi,"$29,172,415"
Dec 22,,Friday,356,"$61,502,043",+85.9%,-47.3%,43,Star Wars: Episode VIII - The Last Jedi,"$24,763,084"
Dec 21,,Thursday,355,"$33,077,231",+4.6%,+577.7%,43,Star Wars: Episode VIII - The Last Jedi,"$17,892,347"
Dec 20,,Wednesday,354,"$31,617,933",+10.9%,+426.1%,43,Star Wars: Episode VIII - The Last Jedi,"$16,889,863"
Dec 19,,Tuesday,353,"$28,507,490",+4%,+248.1%,41,Star Wars: Episode VIII - The Last Jedi,"$20,254,189"
Dec 18,,Monday,352,"$27,424,111",-58.6%,+394.1%,41,Star Wars: Episode VIII - The Last Jedi,"$21,556,373"
Dec 17,,Sunday,351,"$66,276,341",-21.2%,+224.7%,47,Star Wars: Episode VIII - The Last Jedi,"$51,331,888"
