date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31,New Year's Eve,Tuesday,365,"$3,636,750",+9.8%,+127.1%,1,Hook,"$3,636,750"
Dec 30,,Monday,364,"$3,312,240",-25.4%,+31.2%,1,Hook,"$3,312,240"
Dec 29,,Sunday,363,"$4,442,430",-20.3%,+35.1%,1,Hook,"$4,442,430"
Dec 28,,Saturday,362,"$5,572,620",+7.1%,+41.6%,1,Hook,"$5,572,620"
Dec 27,,Friday,361,"$5,203,350",+19.1%,+115.6%,1,Hook,"$5,203,350"
Dec 26,,Thursday,360,"$4,370,160",+52.3%,+346.2%,1,Hook,"$4,370,160"
Dec 25,Christmas Day,Wednesday,359,"$2,868,960",-66.6%,"+5,887.6%",1,Hook,"$2,868,960"
Dec 24,,Tuesday,358,"$1,601,280",-36.6%,+41.5%,1,Hook,"$1,601,280"
Dec 23,,Monday,357,"$2,524,240",-23.3%,+170.3%,1,Hook,"$2,524,240"
Dec 22,,Sunday,356,"$3,289,274",-16.4%,-14.7%,1,Hook,"$3,289,274"
Dec 21,,Saturday,355,"$3,935,966",+63.1%,-30.4%,1,Hook,"$3,935,966"
Dec 20,,Friday,354,"$2,413,375",+146.4%,-39.8%,1,Hook,"$2,413,375"
Dec 19,,Thursday,353,"$979,416",-0.9%,-30.9%,2,Hook,"$977,665"
Dec 18,,Wednesday,352,"$988,650",-12.6%,-53.4%,1,Hook,"$988,650"
Dec 17,,Tuesday,351,"$1,131,455",+21.2%,-,1,Hook,"$1,131,455"
Dec 16,,Monday,350,"$933,725",-75.8%,-,1,Hook,"$933,725"
Dec 15,,Sunday,349,"$3,855,735",-31.8%,-,1,Hook,"$3,855,735"
Dec 14,,Saturday,348,"$5,657,275",+41.1%,-,1,Hook,"$5,657,275"
Dec 13,,Friday,347,"$4,009,525",+182.9%,-,1,Hook,"$4,009,525"
Dec 12,,Thursday,346,"$1,417,065",-33.2%,-,1,Hook,"$1,417,065"
Dec 11,,Wednesday,345,"$2,120,105",-,-,1,Hook,"$2,120,105"
Nov 14,,Thursday,318,"$29,600",-3.8%,-20.8%,1,Terminator 2: Judgment Day,"$29,600"
Nov 13,,Wednesday,317,"$30,784",-3.7%,-20.7%,1,Terminator 2: Judgment Day,"$30,784"
Nov 12,,Tuesday,316,"$31,968",-42.6%,-23.3%,1,Terminator 2: Judgment Day,"$31,968"
Nov 11,,Monday,315,"$55,648",-72.8%,+64.7%,1,Terminator 2: Judgment Day,"$55,648"
Nov 10,,Sunday,314,"$204,240",-24.7%,+102.9%,1,Terminator 2: Judgment Day,"$204,240"
Nov 9,,Saturday,313,"$271,136",+85.4%,+10.9%,1,Terminator 2: Judgment Day,"$271,136"
Nov 8,,Friday,312,"$146,224",+291.1%,+23.3%,1,Terminator 2: Judgment Day,"$146,224"
Nov 7,,Thursday,311,"$37,388",-3.7%,-21.7%,1,Terminator 2: Judgment Day,"$37,388"
Nov 6,,Wednesday,310,"$38,826",-6.9%,-15.8%,1,Terminator 2: Judgment Day,"$38,826"
Nov 5,,Tuesday,309,"$41,702",+23.4%,-99.5%,1,Terminator 2: Judgment Day,"$41,702"
Nov 4,,Monday,308,"$33,793",-66.4%,-16.2%,1,Terminator 2: Judgment Day,"$33,793"
Nov 3,,Sunday,307,"$100,660",-58.8%,-35.6%,1,Terminator 2: Judgment Day,"$100,660"
Nov 2,,Saturday,306,"$244,460",+106.1%,-21.8%,1,Terminator 2: Judgment Day,"$244,460"
Nov 1,,Friday,305,"$118,635",+148.5%,-34.5%,1,Terminator 2: Judgment Day,"$118,635"
Oct 31,Halloween,Thursday,304,"$47,734",+3.6%,+4.2%,1,Terminator 2: Judgment Day,"$47,734"
Oct 30,,Wednesday,303,"$46,088",-99.4%,+14%,1,Terminator 2: Judgment Day,"$46,088"
Oct 29,,Tuesday,302,"$52,672",+30.6%,-15%,1,Terminator 2: Judgment Day,"$52,672"
Oct 28,,Monday,301,"$40,327",-74.2%,-20.4%,1,Terminator 2: Judgment Day,"$40,327"
Oct 27,,Sunday,300,"$156,370",-50%,+11.2%,1,Terminator 2: Judgment Day,"$156,370"
Oct 26,,Saturday,299,"$312,740",+72.7%,+16.7%,1,Terminator 2: Judgment Day,"$312,740"
Oct 25,,Friday,298,"$181,060",+295.2%,+14.6%,1,Terminator 2: Judgment Day,"$181,060"
Oct 24,,Thursday,297,"$45,815",+13.3%,-6.4%,1,Terminator 2: Judgment Day,"$45,815"
Oct 23,,Wednesday,296,"$40,425",-34.8%,-24.1%,1,Terminator 2: Judgment Day,"$40,425"
Oct 22,,Tuesday,295,"$61,985",+22.3%,-2.6%,1,Terminator 2: Judgment Day,"$61,985"
Oct 21,,Monday,294,"$50,666",-64%,-36.3%,1,Terminator 2: Judgment Day,"$50,666"
Oct 20,,Sunday,293,"$140,679",-47.5%,-23.4%,1,Terminator 2: Judgment Day,"$140,679"
Oct 19,,Saturday,292,"$267,883",+69.6%,-12.5%,1,Terminator 2: Judgment Day,"$267,883"
Oct 18,,Friday,291,"$157,927",+222.6%,-9.5%,1,Terminator 2: Judgment Day,"$157,927"
Oct 17,,Thursday,290,"$48,960",-8%,-39.5%,1,Terminator 2: Judgment Day,"$48,960"
Oct 16,,Wednesday,289,"$53,244",-16.3%,-25.7%,1,Terminator 2: Judgment Day,"$53,244"
Oct 15,,Tuesday,288,"$63,648",-20%,-27.1%,1,Terminator 2: Judgment Day,"$63,648"
Oct 14,Indig. Peoples' Day,Monday,287,"$79,560",-56.7%,+13.9%,1,Terminator 2: Judgment Day,"$79,560"
Oct 13,,Sunday,286,"$183,600",-40%,-32.3%,1,Terminator 2: Judgment Day,"$183,600"
Oct 12,,Saturday,285,"$306,000",+75.4%,-34.7%,1,Terminator 2: Judgment Day,"$306,000"
Oct 11,,Friday,284,"$174,420",+115.7%,-35.4%,1,Terminator 2: Judgment Day,"$174,420"
Oct 10,,Thursday,283,"$80,872",+12.8%,-32.3%,1,Terminator 2: Judgment Day,"$80,872"
Oct 9,,Wednesday,282,"$71,682",-17.9%,-37.9%,1,Terminator 2: Judgment Day,"$71,682"
Oct 8,,Tuesday,281,"$87,305",+25%,-39%,1,Terminator 2: Judgment Day,"$87,305"
Oct 7,,Monday,280,"$69,844",-74.2%,-32.6%,1,Terminator 2: Judgment Day,"$69,844"
Oct 6,,Sunday,279,"$271,105",-42.2%,-12.1%,1,Terminator 2: Judgment Day,"$271,105"
Oct 5,,Saturday,278,"$468,690",+73.5%,-21.3%,1,Terminator 2: Judgment Day,"$468,690"
Oct 4,,Friday,277,"$270,186",+126.3%,-22.6%,1,Terminator 2: Judgment Day,"$270,186"
Oct 3,,Thursday,276,"$119,392",+3.4%,-22.7%,1,Terminator 2: Judgment Day,"$119,392"
Oct 2,,Wednesday,275,"$115,456",-19.3%,-30.9%,1,Terminator 2: Judgment Day,"$115,456"
Oct 1,,Tuesday,274,"$143,008",+38%,-36.7%,1,Terminator 2: Judgment Day,"$143,008"
Sep 30,,Monday,273,"$103,648",-66.4%,-29.2%,1,Terminator 2: Judgment Day,"$103,648"
Sep 29,,Sunday,272,"$308,320",-48.2%,-37.7%,1,Terminator 2: Judgment Day,"$308,320"
Sep 28,,Saturday,271,"$595,648",+70.7%,-38.8%,1,Terminator 2: Judgment Day,"$595,648"
Sep 27,,Friday,270,"$348,992",+126%,-41.4%,1,Terminator 2: Judgment Day,"$348,992"
Sep 26,,Thursday,269,"$154,424",-7.6%,-17.2%,1,Terminator 2: Judgment Day,"$154,424"
Sep 25,,Wednesday,268,"$167,160",-26.1%,-19%,1,Terminator 2: Judgment Day,"$167,160"
Sep 24,,Tuesday,267,"$226,064",+54.3%,-13.3%,1,Terminator 2: Judgment Day,"$226,064"
Sep 23,,Monday,266,"$146,464",-70.4%,-9.5%,1,Terminator 2: Judgment Day,"$146,464"
Sep 22,,Sunday,265,"$495,112",-49.1%,-22.1%,1,Terminator 2: Judgment Day,"$495,112"
Sep 21,,Saturday,264,"$972,712",+63.4%,-17.6%,1,Terminator 2: Judgment Day,"$972,712"
Sep 20,,Friday,263,"$595,408",+219.1%,-10.5%,1,Terminator 2: Judgment Day,"$595,408"
Sep 19,,Thursday,262,"$186,563",-9.6%,-15.7%,1,Terminator 2: Judgment Day,"$186,563"
Sep 18,,Wednesday,261,"$206,375",-20.9%,-9%,1,Terminator 2: Judgment Day,"$206,375"
Sep 17,,Tuesday,260,"$260,858",+61.2%,-19%,1,Terminator 2: Judgment Day,"$260,858"
Sep 16,,Monday,259,"$161,798",-74.5%,-32.9%,1,Terminator 2: Judgment Day,"$161,798"
Sep 15,,Sunday,258,"$635,635",-46.2%,-19.7%,1,Terminator 2: Judgment Day,"$635,635"
Sep 14,,Saturday,257,"$1,180,465",+77.4%,-20.4%,1,Terminator 2: Judgment Day,"$1,180,465"
Sep 13,,Friday,256,"$665,353",+200.5%,-20%,1,Terminator 2: Judgment Day,"$665,353"
Sep 12,,Thursday,255,"$221,400",-2.4%,-23.4%,1,Terminator 2: Judgment Day,"$221,400"
Sep 11,,Wednesday,254,"$226,800",-29.6%,-24.4%,1,Terminator 2: Judgment Day,"$226,800"
Sep 10,,Tuesday,253,"$322,200",+33.6%,-25.8%,1,Terminator 2: Judgment Day,"$322,200"
Sep 9,,Monday,252,"$241,200",-69.5%,-74.4%,1,Terminator 2: Judgment Day,"$241,200"
Sep 8,,Sunday,251,"$792,000",-46.6%,-50%,1,Terminator 2: Judgment Day,"$792,000"
Sep 7,,Saturday,250,"$1,483,200",+78.3%,-15.4%,1,Terminator 2: Judgment Day,"$1,483,200"
Sep 6,,Friday,249,"$831,795",+188%,-25.9%,1,Terminator 2: Judgment Day,"$831,795"
Sep 5,,Thursday,248,"$288,864",-3.8%,-42%,1,Terminator 2: Judgment Day,"$288,864"
Sep 4,,Wednesday,247,"$300,192",-30.9%,-37.1%,1,Terminator 2: Judgment Day,"$300,192"
Sep 3,,Tuesday,246,"$434,240",-53.8%,-33.6%,1,Terminator 2: Judgment Day,"$434,240"
Sep 2,Labor Day,Monday,245,"$940,610",-40.6%,+84.9%,1,Terminator 2: Judgment Day,"$940,610"
Sep 1,,Sunday,244,"$1,584,286",-9.7%,+37.5%,1,Terminator 2: Judgment Day,"$1,584,286"
Aug 31,,Saturday,243,"$1,754,086",+56.3%,-0.6%,1,Terminator 2: Judgment Day,"$1,754,086"
Aug 30,,Friday,242,"$1,122,311",+125.3%,-4.3%,1,Terminator 2: Judgment Day,"$1,122,311"
Aug 29,,Thursday,241,"$498,240",+4.3%,-24.1%,1,Terminator 2: Judgment Day,"$498,240"
Aug 28,,Wednesday,240,"$477,480",-27%,-34.1%,1,Terminator 2: Judgment Day,"$477,480"
Aug 27,,Tuesday,239,"$653,940",+28.6%,-28.6%,1,Terminator 2: Judgment Day,"$653,940"
Aug 26,,Monday,238,"$508,620",-55.9%,-31.9%,1,Terminator 2: Judgment Day,"$508,620"
Aug 25,,Sunday,237,"$1,152,180",-34.7%,-31.2%,1,Terminator 2: Judgment Day,"$1,152,180"
Aug 24,,Saturday,236,"$1,764,600",+50.4%,-23.6%,1,Terminator 2: Judgment Day,"$1,764,600"
Aug 23,,Friday,235,"$1,172,940",+78.7%,-24.9%,1,Terminator 2: Judgment Day,"$1,172,940"
Aug 22,,Thursday,234,"$656,270",-9.4%,-28.6%,1,Terminator 2: Judgment Day,"$656,270"
Aug 21,,Wednesday,233,"$724,160",-21%,-17%,1,Terminator 2: Judgment Day,"$724,160"
Aug 20,,Tuesday,232,"$916,515",+22.7%,-16.6%,1,Terminator 2: Judgment Day,"$916,515"
Aug 19,,Monday,231,"$746,790",-55.4%,-11.9%,1,Terminator 2: Judgment Day,"$746,790"
Aug 18,,Sunday,230,"$1,674,620",-27.5%,-10.7%,1,Terminator 2: Judgment Day,"$1,674,620"
Aug 17,,Saturday,229,"$2,308,260",+47.8%,-16.7%,1,Terminator 2: Judgment Day,"$2,308,260"
Aug 16,,Friday,228,"$1,561,470",+69.8%,-24.9%,1,Terminator 2: Judgment Day,"$1,561,470"
Aug 15,,Thursday,227,"$919,765",+5.5%,-19%,1,Terminator 2: Judgment Day,"$919,765"
Aug 14,,Wednesday,226,"$871,985",-20.7%,-20.6%,1,Terminator 2: Judgment Day,"$871,985"
Aug 13,,Tuesday,225,"$1,098,940",+29.6%,-17.7%,1,Terminator 2: Judgment Day,"$1,098,940"
Aug 12,,Monday,224,"$848,095",-54.8%,-26.9%,1,Terminator 2: Judgment Day,"$848,095"
Aug 11,,Sunday,223,"$1,875,365",-32.3%,-28.4%,1,Terminator 2: Judgment Day,"$1,875,365"
Aug 10,,Saturday,222,"$2,771,240",+33.3%,-21.9%,1,Terminator 2: Judgment Day,"$2,771,240"
